id,value
Imbé de Minas (MG),0
Inconfidentes (MG),33
Indaiabira (MG),0
Indianópolis (MG),0
Ingaí (MG),0
Inhapim (MG),0
Inhaúma (MG),0
Inimutaba (MG),0
Ipaba (MG),0
Ipanema (MG),0
Ipatinga (MG),2
Ipiaçu (MG),0
Ipuiúna (MG),0
Iraí de Minas (MG),0
Itabira (MG),0
Itabirinha (MG),0
Itabirito (MG),0
Itacambira (MG),0
Itacarambi (MG),0
Itaguara (MG),0
Itaipé (MG),0
Itajubá (MG),5169
Itamarandiba (MG),0
Itamarati de Minas (MG),0
Itambacuri (MG),0
Itambé do Mato Dentro (MG),0
Itamogi (MG),0
Itamonte (MG),0
Itanhandu (MG),0
Itanhomi (MG),0
Itaobim (MG),0
Itapagipe (MG),0
Itapecerica (MG),0
Itapeva (MG),0
Itatiaiuçu (MG),0
Itaú de Minas (MG),0
Itaúna (MG),13
Itaverava (MG),0
Itinga (MG),0
Itueta (MG),0
Ituiutaba (MG),0
Itumirim (MG),0
Iturama (MG),0
Itutinga (MG),0
Jaboticatubas (MG),0
Jacinto (MG),0
Jacuí (MG),0
Jacutinga (MG),0
Jaguaraçu (MG),0
Jaíba (MG),0
Jampruca (MG),0
Janaúba (MG),8
Januária (MG),0
Japaraíba (MG),0
Japonvar (MG),0
Jeceaba (MG),0
Jenipapo de Minas (MG),0
Jequeri (MG),0
Jequitaí (MG),0
Jequitibá (MG),0
Jequitinhonha (MG),0
Jesuânia (MG),0
Joaíma (MG),0
Joanésia (MG),0
João Monlevade (MG),1
João Pinheiro (MG),0
Joaquim Felício (MG),0
Jordânia (MG),0
José Gonçalves de Minas (MG),0
José Raydan (MG),0
Josenópolis (MG),0
Nova União (MG),0
Juatuba (MG),4
Juiz de Fora (MG),14988
Juramento (MG),0
Juruaia (MG),0
Ladainha (MG),0
Lagamar (MG),0
Lagoa da Prata (MG),0
Lagoa dos Patos (MG),0
Lagoa Dourada (MG),0
Lagoa Formosa (MG),0
Lagoa Grande (MG),0
Lagoa Santa (MG),30
Lajinha (MG),0
Lambari (MG),0
Lamim (MG),0
Laranjal (MG),0
Lassance (MG),0
Lavras (MG),27054
Leandro Ferreira (MG),0
Leme do Prado (MG),0
Leopoldina (MG),0
Liberdade (MG),0
Lima Duarte (MG),0
Limeira do Oeste (MG),0
Lontra (MG),0
Luisburgo (MG),0
Luislândia (MG),0
Luminárias (MG),0
Luz (MG),0
Machacalis (MG),0
Machado (MG),0
Madre de Deus de Minas (MG),0
Malacacheta (MG),0
Mamonas (MG),0
Manga (MG),0
Manhuaçu (MG),1
Manhumirim (MG),0
Mantena (MG),0
Maravilhas (MG),0
Mar de Espanha (MG),0
Maria da Fé (MG),0
Mariana (MG),0
Marilac (MG),0
Mário Campos (MG),0
Maripá de Minas (MG),0
Marliéria (MG),0
Marmelópolis (MG),0
Martinho Campos (MG),0
Martins Soares (MG),0
Mata Verde (MG),0
Materlândia (MG),0
Mateus Leme (MG),101
Matias Barbosa (MG),0
Matias Cardoso (MG),0
Matipó (MG),0
Mato Verde (MG),0
Matozinhos (MG),0
Matutina (MG),0
Medeiros (MG),0
Medina (MG),0
Mendes Pimentel (MG),0
Mercês (MG),0
Mesquita (MG),0
Minas Novas (MG),0
Minduri (MG),0
Mirabela (MG),0
Miradouro (MG),0
Miraí (MG),0
Miravânia (MG),0
Moeda (MG),0
Moema (MG),0
Monjolos (MG),0
Monsenhor Paulo (MG),0
Montalvânia (MG),0
Monte Alegre de Minas (MG),0
Monte Azul (MG),0
Monte Belo (MG),0
Monte Carmelo (MG),0
Monte Formoso (MG),0
Monte Santo de Minas (MG),0
Montes Claros (MG),6074
Monte Sião (MG),0
Montezuma (MG),0
Morada Nova de Minas (MG),0
Morro da Garça (MG),0
Morro do Pilar (MG),0
Munhoz (MG),0
Muriaé (MG),0
Mutum (MG),0
Muzambinho (MG),0
Nacip Raydan (MG),0
Nanuque (MG),0
Naque (MG),0
Natalândia (MG),0
Natércia (MG),0
Nazareno (MG),0
Nepomuceno (MG),0
Ninheira (MG),0
Nova Belém (MG),0
Nova Era (MG),0
Nova Lima (MG),63
Nova Módica (MG),0
Nova Ponte (MG),0
Nova Resende (MG),0
Nova Serrana (MG),0
Novo Cruzeiro (MG),0
Novo Oriente de Minas (MG),0
Novorizonte (MG),0
Olaria (MG),0
Olhos-d'Água (MG),0
Olímpio Noronha (MG),0
Oliveira (MG),0
Oliveira Fortes (MG),0
Onça de Pitangui (MG),0
Oratórios (MG),0
Orizânia (MG),0
Ouro Branco (MG),0
Ouro Fino (MG),0
Ouro Preto (MG),10810
Ouro Verde de Minas (MG),0
Padre Carvalho (MG),0
Padre Paraíso (MG),0
Paineiras (MG),0
Pains (MG),0
Pai Pedro (MG),0
Paiva (MG),0
Palma (MG),0
Palmópolis (MG),0
Papagaios (MG),0
Paracatu (MG),8
Pará de Minas (MG),0
Paraguaçu (MG),0
Paraisópolis (MG),0
Paraopeba (MG),0
Passabém (MG),0
Passa Quatro (MG),0
Passa Tempo (MG),0
Passa-Vinte (MG),0
Passos (MG),24
Patis (MG),0
Patos de Minas (MG),4
Patrocínio (MG),4
Patrocínio do Muriaé (MG),0
Paula Cândido (MG),0
Paulistas (MG),0
Pavão (MG),0
Peçanha (MG),0
Pedra Azul (MG),0
Pedra Bonita (MG),0
Pedra do Anta (MG),0
Pedra do Indaiá (MG),0
Pedra Dourada (MG),0
Pedralva (MG),0
Pedras de Maria da Cruz (MG),0
Pedrinópolis (MG),0
Pedro Leopoldo (MG),23
Pedro Teixeira (MG),0
Pequeri (MG),0
Pequi (MG),0
Perdigão (MG),0
Perdizes (MG),0
Perdões (MG),0
Periquito (MG),0
Pescador (MG),0
Piau (MG),0
Piedade de Caratinga (MG),0
Piedade de Ponte Nova (MG),0
Piedade do Rio Grande (MG),0
Piedade dos Gerais (MG),0
Pimenta (MG),0
Pingo-d'Água (MG),0
Pintópolis (MG),0
Piracema (MG),0
Pirajuba (MG),0
Piranga (MG),0
Piranguçu (MG),0
Piranguinho (MG),0
Pirapetinga (MG),0
Pirapora (MG),0
Piraúba (MG),0
Pitangui (MG),0
Piumhi (MG),0
Planura (MG),0
Poço Fundo (MG),0
Poços de Caldas (MG),38
Pocrane (MG),0
Pompéu (MG),0
Ponte Nova (MG),2
Ponto Chique (MG),0
Ponto dos Volantes (MG),0
Porteirinha (MG),0
Porto Firme (MG),0
Poté (MG),0
Pouso Alegre (MG),1658
Pouso Alto (MG),0
Prados (MG),0
Prata (MG),0
Pratápolis (MG),0
Pratinha (MG),0
Presidente Bernardes (MG),0
Presidente Juscelino (MG),0
Presidente Kubitschek (MG),0
Presidente Olegário (MG),0
Alto Jequitibá (MG),0
Prudente de Morais (MG),0
Quartel Geral (MG),0
Queluzito (MG),0
Raposos (MG),0
Raul Soares (MG),0
Recreio (MG),0
Reduto (MG),0
Resende Costa (MG),0
Resplendor (MG),0
Ressaquinha (MG),0
Riachinho (MG),0
Riacho dos Machados (MG),0
Ribeirão das Neves (MG),6
Rio Acima (MG),0
Rio Casca (MG),0
Rio Doce (MG),0
Rio do Prado (MG),0
Rio Espera (MG),0
Rio Manso (MG),0
Rio Novo (MG),0
Rio Paranaíba (MG),0
Rio Pardo de Minas (MG),0
Rio Piracicaba (MG),0
Rio Pomba (MG),9
Rio Preto (MG),0
Rio Vermelho (MG),0
Ritápolis (MG),0
Rochedo de Minas (MG),0
Rodeiro (MG),0
Romaria (MG),0
Rosário da Limeira (MG),0
Rubelita (MG),0
Rubim (MG),0
Sabará (MG),50
Sabinópolis (MG),0
Sacramento (MG),0
Salinas (MG),7
Salto da Divisa (MG),0
Santa Bárbara (MG),0
Santa Bárbara do Leste (MG),0
Santa Bárbara do Monte Verde (MG),0
Santa Bárbara do Tugúrio (MG),0
Santa Cruz de Salinas (MG),0
Santa Cruz do Escalvado (MG),0
Santa Efigênia de Minas (MG),0
Santa Fé de Minas (MG),0
Santa Helena de Minas (MG),0
Santa Juliana (MG),0
Santa Luzia (MG),12
Santa Margarida (MG),0
Santa Maria de Itabira (MG),0
Santa Maria do Salto (MG),0
Santa Maria do Suaçuí (MG),0
Santana da Vargem (MG),0
Santana de Cataguases (MG),0
Santana de Pirapama (MG),0
Santana do Deserto (MG),0
Santana do Garambéu (MG),0
Santana do Jacaré (MG),0
Santana do Manhuaçu (MG),0
Santana do Paraíso (MG),0
Santana do Riacho (MG),0
Santana dos Montes (MG),0
Santa Rita de Caldas (MG),0
Santa Rita de Jacutinga (MG),0
Santa Rita de Minas (MG),0
Santa Rita de Ibitipoca (MG),0
Santa Rita do Itueto (MG),0
Santa Rita do Sapucaí (MG),722
Santa Rosa da Serra (MG),0
Santa Vitória (MG),0
Santo Antônio do Amparo (MG),0
Santo Antônio do Aventureiro (MG),0
Santo Antônio do Grama (MG),0
Santo Antônio do Itambé (MG),0
Santo Antônio do Jacinto (MG),0
Santo Antônio do Monte (MG),0
Santo Antônio do Retiro (MG),0
Santo Antônio do Rio Abaixo (MG),0
Santo Hipólito (MG),0
Santos Dumont (MG),0
São Bento Abade (MG),0
São Brás do Suaçuí (MG),0
São Domingos das Dores (MG),0
São Domingos do Prata (MG),0
São Félix de Minas (MG),0
São Francisco (MG),0
São Francisco de Paula (MG),0
São Francisco de Sales (MG),0
São Francisco do Glória (MG),0
São Geraldo (MG),0
São Geraldo da Piedade (MG),0
São Geraldo do Baixio (MG),0
São Gonçalo do Abaeté (MG),0
São Gonçalo do Pará (MG),0
São Gonçalo do Rio Abaixo (MG),0
São Gonçalo do Sapucaí (MG),0
São Gotardo (MG),0
São João Batista do Glória (MG),0
São João da Lagoa (MG),0
São João da Mata (MG),0
São João da Ponte (MG),0
São João das Missões (MG),0
São João del Rei (MG),4922
São João do Manhuaçu (MG),0
São João do Manteninha (MG),0
São João do Oriente (MG),0
São João do Pacuí (MG),0
São João do Paraíso (MG),0
São João Evangelista (MG),0
São João Nepomuceno (MG),0
São Joaquim de Bicas (MG),0
São José da Barra (MG),0
São José da Lapa (MG),0
São José da Safira (MG),0
São José da Varginha (MG),0
São José do Alegre (MG),0
São José do Divino (MG),0
São José do Goiabal (MG),0
São José do Jacuri (MG),0
São José do Mantimento (MG),0
São Lourenço (MG),0
São Miguel do Anta (MG),0
São Pedro da União (MG),0
São Pedro dos Ferros (MG),0
São Pedro do Suaçuí (MG),0
São Romão (MG),0
São Roque de Minas (MG),0
São Sebastião da Bela Vista (MG),0
São Sebastião da Vargem Alegre (MG),0
São Sebastião do Anta (MG),0
São Sebastião do Maranhão (MG),0
São Sebastião do Oeste (MG),0
São Sebastião do Paraíso (MG),0
São Sebastião do Rio Preto (MG),0
São Sebastião do Rio Verde (MG),0
São Tiago (MG),0
São Tomás de Aquino (MG),0
São Thomé das Letras (MG),0
São Vicente de Minas (MG),0
Sapucaí-Mirim (MG),0
Sardoá (MG),0
Sarzedo (MG),0
Setubinha (MG),0
Sem-Peixe (MG),0
Senador Amaral (MG),0
Senador Cortes (MG),0
Senador Firmino (MG),0
Senador José Bento (MG),0
Senador Modestino Gonçalves (MG),0
Senhora de Oliveira (MG),0
Senhora do Porto (MG),0
Senhora dos Remédios (MG),0
Sericita (MG),0
Seritinga (MG),0
Serra Azul de Minas (MG),0
Serra da Saudade (MG),0
Serra dos Aimorés (MG),0
Serra do Salitre (MG),0
Serrania (MG),0
Serranópolis de Minas (MG),0
Serranos (MG),0
Serro (MG),0
Sete Lagoas (MG),474
Silveirânia (MG),0
Silvianópolis (MG),0
Simão Pereira (MG),0
Simonésia (MG),19
Sobrália (MG),0
Soledade de Minas (MG),0
Tabuleiro (MG),0
Taiobeiras (MG),0
Taparuba (MG),0
Tapira (MG),0
Tapiraí (MG),0
Taquaraçu de Minas (MG),0
Tarumirim (MG),0
Teixeiras (MG),0
Teófilo Otoni (MG),49
Timóteo (MG),15
Tiradentes (MG),1
Tiros (MG),0
Tocantins (MG),0
Tocos do Moji (MG),0
Toledo (MG),0
Tombos (MG),0
Três Corações (MG),9
Três Marias (MG),6
Três Pontas (MG),0
Tumiritinga (MG),0
Tupaciguara (MG),0
Turmalina (MG),0
Turvolândia (MG),0
Ubá (MG),0
Ubaí (MG),0
Ubaporanga (MG),4
Uberaba (MG),8412
Uberlândia (MG),18595
Umburatiba (MG),0
Unaí (MG),9
União de Minas (MG),0
Uruana de Minas (MG),0
Urucânia (MG),0
Urucuia (MG),0
Vargem Alegre (MG),0
Vargem Bonita (MG),0
Vargem Grande do Rio Pardo (MG),0
Varginha (MG),24
Varjão de Minas (MG),0
Várzea da Palma (MG),0
Varzelândia (MG),0
Vazante (MG),0
Verdelândia (MG),0
Veredinha (MG),0
Veríssimo (MG),0
Vermelho Novo (MG),0
Vespasiano (MG),0
Viçosa (MG),41188
Vieiras (MG),0
Mathias Lobato (MG),0
Virgem da Lapa (MG),0
Virgínia (MG),0
Virginópolis (MG),0
Virgolândia (MG),0
Visconde do Rio Branco (MG),0
Volta Grande (MG),0
Wenceslau Braz (MG),0
Afonso Cláudio (ES),0
Águia Branca (ES),0
Água Doce do Norte (ES),0
Alegre (ES),201
Alfredo Chaves (ES),0
Alto Rio Novo (ES),0
Anchieta (ES),0
Apiacá (ES),0
Aracruz (ES),117
Atilio Vivacqua (ES),0
Baixo Guandu (ES),0
Barra de São Francisco (ES),0
Boa Esperança (ES),0
Bom Jesus do Norte (ES),0
Brejetuba (ES),0
Cachoeiro de Itapemirim (ES),0
Cariacica (ES),76
Castelo (ES),2
Colatina (ES),10
Conceição da Barra (ES),0
Conceição do Castelo (ES),0
Divino de São Lourenço (ES),0
Domingos Martins (ES),12
Dores do Rio Preto (ES),0
Ecoporanga (ES),0
Fundão (ES),0
Governador Lindenberg (ES),0
Guaçuí (ES),0
Guarapari (ES),0
Ibatiba (ES),0
Ibiraçu (ES),0
Ibitirama (ES),0
Iconha (ES),0
Irupi (ES),0
Itaguaçu (ES),0
Itapemirim (ES),0
Itarana (ES),0
Iúna (ES),0
Jaguaré (ES),0
Jerônimo Monteiro (ES),0
João Neiva (ES),1
Laranja da Terra (ES),2
Linhares (ES),7
Mantenópolis (ES),0
Marataízes (ES),0
Marechal Floriano (ES),0
Marilândia (ES),0
Mimoso do Sul (ES),0
Montanha (ES),2
Mucurici (ES),0
Muniz Freire (ES),0
Muqui (ES),0
Nova Venécia (ES),0
Pancas (ES),0
Pedro Canário (ES),0
Pinheiros (ES),0
Piúma (ES),1
Ponto Belo (ES),0
Presidente Kennedy (ES),0
Rio Bananal (ES),0
Rio Novo do Sul (ES),0
Santa Leopoldina (ES),0
Santa Maria de Jetibá (ES),1
Santa Teresa (ES),540
São Domingos do Norte (ES),0
São Gabriel da Palha (ES),0
São José do Calçado (ES),0
São Mateus (ES),62
São Roque do Canaã (ES),0
Serra (ES),139
Sooretama (ES),0
Vargem Alta (ES),0
Venda Nova do Imigrante (ES),14
Viana (ES),0
Vila Pavão (ES),0
Vila Valério (ES),0
Vila Velha (ES),539
Vitória (ES),19473
Angra dos Reis (RJ),2
Aperibé (RJ),0
Araruama (RJ),0
Areal (RJ),0
Armação dos Búzios (RJ),0
Arraial do Cabo (RJ),412
Barra do Piraí (RJ),12
Barra Mansa (RJ),43
Belford Roxo (RJ),2
Bom Jardim (RJ),0
Bom Jesus do Itabapoana (RJ),44
Cabo Frio (RJ),2
Cachoeiras de Macacu (RJ),8
Cambuci (RJ),0
Carapebus (RJ),0
Comendador Levy Gasparian (RJ),0
Campos dos Goytacazes (RJ),16116
Cantagalo (RJ),0
Cardoso Moreira (RJ),0
Carmo (RJ),0
Casimiro de Abreu (RJ),0
Conceição de Macabu (RJ),0
Cordeiro (RJ),0
Duas Barras (RJ),0
Duque de Caxias (RJ),1481
Engenheiro Paulo de Frontin (RJ),0
Guapimirim (RJ),18
Iguaba Grande (RJ),0
Itaboraí (RJ),1
Itaguaí (RJ),566
Italva (RJ),1
Itaocara (RJ),0
Itaperuna (RJ),0
Itatiaia (RJ),0
Japeri (RJ),0
Laje do Muriaé (RJ),0
Macaé (RJ),57
Macuco (RJ),2
Magé (RJ),0
Mangaratiba (RJ),0
Maricá (RJ),0
Mendes (RJ),0
Mesquita (RJ),0
Miguel Pereira (RJ),2
Miracema (RJ),0
Natividade (RJ),0
Nilópolis (RJ),0
Niterói (RJ),33584
Nova Friburgo (RJ),213
Nova Iguaçu (RJ),9
Paracambi (RJ),12
Paraíba do Sul (RJ),0
Paraty (RJ),0
Paty do Alferes (RJ),0
Petrópolis (RJ),4788
Pinheiral (RJ),1
Piraí (RJ),0
Porciúncula (RJ),0
Porto Real (RJ),0
Quatis (RJ),0
Queimados (RJ),1
Quissamã (RJ),0
Resende (RJ),21
Rio Bonito (RJ),0
Rio Claro (RJ),0
Rio das Flores (RJ),0
Rio das Ostras (RJ),16
Rio de Janeiro (RJ),509115
Santa Maria Madalena (RJ),0
Santo Antônio de Pádua (RJ),0
São Francisco de Itabapoana (RJ),0
São Fidélis (RJ),0
São Gonçalo (RJ),36
São João da Barra (RJ),0
São João de Meriti (RJ),40
São José de Ubá (RJ),0
São José do Vale do Rio Preto (RJ),0
São Pedro da Aldeia (RJ),0
São Sebastião do Alto (RJ),0
Sapucaia (RJ),0
Saquarema (RJ),95
Seropédica (RJ),11335
Silva Jardim (RJ),0
Sumidouro (RJ),0
Tanguá (RJ),0
Teresópolis (RJ),97
Trajano de Moraes (RJ),0
Três Rios (RJ),0
Valença (RJ),15
Varre-Sai (RJ),0
Vassouras (RJ),256
Volta Redonda (RJ),539
Adamantina (SP),418
Adolfo (SP),0
Aguaí (SP),0
Águas da Prata (SP),0
Águas de Lindóia (SP),0
Águas de Santa Bárbara (SP),0
Agudos (SP),0
Alambari (SP),0
Altair (SP),0
Altinópolis (SP),0
Alto Alegre (SP),0
Alumínio (SP),5
Álvares Florence (SP),0
Álvaro de Carvalho (SP),0
Alvinlândia (SP),0
Americana (SP),20
Américo Brasiliense (SP),0
Américo de Campos (SP),0
Amparo (SP),0
Analândia (SP),0
Angatuba (SP),0
Anhembi (SP),0
Aparecida (SP),0
Aparecida d'Oeste (SP),0
Apiaí (SP),0
Araçariguama (SP),0
Araçatuba (SP),270
Araçoiaba da Serra (SP),0
Aramina (SP),0
Arandu (SP),0
Arapeí (SP),0
Araraquara (SP),6199
Araras (SP),541
Arco-Íris (SP),0
Arealva (SP),0
Areias (SP),0
Areiópolis (SP),0
Ariranha (SP),0
Artur Nogueira (SP),0
Arujá (SP),3
Aspásia (SP),0
Assis (SP),974
Atibaia (SP),12
Auriflama (SP),0
Avaí (SP),0
Avanhandava (SP),0
Avaré (SP),1
Bady Bassitt (SP),0
Balbinos (SP),0
Bálsamo (SP),0
Bananal (SP),0
Barão de Antonina (SP),0
Barbosa (SP),0
Bariri (SP),0
Barra Bonita (SP),0
Barra do Chapéu (SP),0
Barra do Turvo (SP),0
Barretos (SP),735
Barrinha (SP),0
Barueri (SP),72
Bastos (SP),0
Batatais (SP),107
Bauru (SP),3293
Bebedouro (SP),27
Bento de Abreu (SP),0
Bernardino de Campos (SP),0
Bertioga (SP),0
Bilac (SP),0
Birigui (SP),0
Biritiba-Mirim (SP),0
Boa Esperança do Sul (SP),0
Bocaina (SP),0
Bofete (SP),0
Boituva (SP),15
Bom Jesus dos Perdões (SP),0
Bom Sucesso de Itararé (SP),0
Borá (SP),0
Boracéia (SP),0
Borborema (SP),0
Borebi (SP),0
Botucatu (SP),3358
Bragança Paulista (SP),1307
Braúna (SP),0
Brejo Alegre (SP),0
Brodowski (SP),0
Brotas (SP),0
Buri (SP),10
Buritama (SP),0
Buritizal (SP),0
Cabrália Paulista (SP),0
Cabreúva (SP),0
Caçapava (SP),6
Cachoeira Paulista (SP),272
Caconde (SP),0
Cafelândia (SP),0
Caiabu (SP),0
Caieiras (SP),5
Cajamar (SP),30
Cajati (SP),0
Cajobi (SP),5
Cajuru (SP),0
Campina do Monte Alegre (SP),0
Campinas (SP),121161
Campo Limpo Paulista (SP),18
Campos do Jordão (SP),4
Campos Novos Paulista (SP),0
Cananéia (SP),0
Cândido Mota (SP),0
Cândido Rodrigues (SP),0
Canitar (SP),0
Capão Bonito (SP),0
Capela do Alto (SP),0
Capivari (SP),9
Caraguatatuba (SP),0
Carapicuíba (SP),11
Cardoso (SP),0
Casa Branca (SP),0
Cássia dos Coqueiros (SP),0
Catanduva (SP),29
Catiguá (SP),0
Cedral (SP),0
Cerqueira César (SP),0
Cerquilho (SP),0
Cesário Lange (SP),0
Charqueada (SP),14
Clementina (SP),0
Colina (SP),0
Colômbia (SP),0
Conchal (SP),4
Conchas (SP),0
Cordeirópolis (SP),172
Coroados (SP),0
Coronel Macedo (SP),0
Corumbataí (SP),0
Cosmópolis (SP),0
Cosmorama (SP),0
Cotia (SP),57
Cravinhos (SP),26
Cristais Paulista (SP),0
Cruzália (SP),0
Cruzeiro (SP),1
Cubatão (SP),0
Cunha (SP),0
Descalvado (SP),7
Dirce Reis (SP),0
Divinolândia (SP),0
Dobrada (SP),0
Dois Córregos (SP),0
Dolcinópolis (SP),0
Dourado (SP),0
Duartina (SP),0
Dumont (SP),0
Echaporã (SP),0
Eldorado (SP),0
Elias Fausto (SP),0
Elisiário (SP),0
Embaúba (SP),0
Embu das Artes (SP),0
Embu-Guaçu (SP),0
Engenheiro Coelho (SP),38
Espírito Santo do Pinhal (SP),28
Espírito Santo do Turvo (SP),0
Estrela d'Oeste (SP),0
Fartura (SP),30
Fernandópolis (SP),1
Fernando Prestes (SP),0
Fernão (SP),0
Ferraz de Vasconcelos (SP),60
Floreal (SP),0
Flórida Paulista (SP),0
Florínia (SP),0
Franca (SP),2643
Francisco Morato (SP),15
Franco da Rocha (SP),0
Gabriel Monteiro (SP),0
Gália (SP),0
Garça (SP),24
Gastão Vidigal (SP),0
Gavião Peixoto (SP),0
General Salgado (SP),0
Getulina (SP),0
Glicério (SP),0
Guaiçara (SP),0
Guaimbê (SP),0
Guaíra (SP),0
Guapiaçu (SP),0
Guapiara (SP),0
Guará (SP),0
Guaraci (SP),0
Guarani d'Oeste (SP),0
Guarantã (SP),0
Guararapes (SP),0
Guararema (SP),0
Guaratinguetá (SP),557
Guareí (SP),0
Guariba (SP),5
Guarujá (SP),0
Guarulhos (SP),1052
Guatapará (SP),0
Guzolândia (SP),0
Herculândia (SP),0
Holambra (SP),14
Hortolândia (SP),17
Iacanga (SP),0
Iacri (SP),0
Iaras (SP),0
Ibaté (SP),0
Ibirá (SP),0
Ibirarema (SP),0
Ibitinga (SP),0
Ibiúna (SP),0
Icém (SP),0
Iepê (SP),0
Igaraçu do Tietê (SP),0
Igarapava (SP),0
Igaratá (SP),0
Iguape (SP),0
Ilhabela (SP),0
Ilha Comprida (SP),0
Indaiatuba (SP),30
Indiana (SP),0
Indiaporã (SP),0
Inúbia Paulista (SP),0
Ipaussu (SP),0
Iperó (SP),59
Ipeúna (SP),0
Ipiguá (SP),0
Iporanga (SP),0
Ipuã (SP),0
Iracemápolis (SP),0
Irapuã (SP),0
Itaberá (SP),0
Itaí (SP),0
Itajobi (SP),0
Itaju (SP),0
Itanhaém (SP),0
Itaóca (SP),0
Itapecerica da Serra (SP),35
Itapetininga (SP),42
Itapeva (SP),58
Itapevi (SP),10
Itapira (SP),0
Itapirapuã Paulista (SP),0
Itápolis (SP),0
Itaporanga (SP),0
Itapuí (SP),0
Itaquaquecetuba (SP),0
Itararé (SP),0
Itariri (SP),0
Itatiba (SP),128
Itatinga (SP),0
Itirapina (SP),0
Itirapuã (SP),0
Itobi (SP),0
Itu (SP),74
Itupeva (SP),0
Ituverava (SP),24
Jaborandi (SP),0
Jaboticabal (SP),3888
Jacareí (SP),37
Jaci (SP),0
Jacupiranga (SP),0
Jaguariúna (SP),126
Jales (SP),0
Jambeiro (SP),0
Jandira (SP),3
Jardinópolis (SP),0
Jarinu (SP),0
Jaú (SP),0
Jeriquara (SP),0
Joanópolis (SP),0
João Ramalho (SP),0
José Bonifácio (SP),0
Júlio Mesquita (SP),0
Jumirim (SP),0
Jundiaí (SP),611
Juquiá (SP),0
Juquitiba (SP),0
Lagoinha (SP),0
Laranjal Paulista (SP),0
Lavínia (SP),0
Lavrinhas (SP),0
Leme (SP),13
Lençóis Paulista (SP),0
Limeira (SP),273
Lindóia (SP),0
Lins (SP),83
Lorena (SP),1998
Lourdes (SP),0
Louveira (SP),0
Lucélia (SP),0
Lucianópolis (SP),0
Luís Antônio (SP),0
Luiziânia (SP),0
Lupércio (SP),0
Lutécia (SP),0
Macatuba (SP),0
Macaubal (SP),0
Macedônia (SP),0
Magda (SP),0
Mairinque (SP),0
Mairiporã (SP),0
Manduri (SP),0
Maracaí (SP),0
Marapoama (SP),0
Mariápolis (SP),0
Marília (SP),1829
Marinópolis (SP),0
Martinópolis (SP),0
Matão (SP),0
Mauá (SP),29
Mendonça (SP),0
Meridiano (SP),0
Mesópolis (SP),0
Miguelópolis (SP),0
Mineiros do Tietê (SP),0
Miracatu (SP),0
Mira Estrela (SP),0
Mirandópolis (SP),0
Mirassol (SP),10
Mirassolândia (SP),0
Mococa (SP),0
Mogi das Cruzes (SP),1125
Mogi Guaçu (SP),14
Mogi Mirim (SP),65
Mombuca (SP),0
Monções (SP),0
Mongaguá (SP),0
Monte Alegre do Sul (SP),0
Monte Alto (SP),1
Monte Aprazível (SP),0
Monte Azul Paulista (SP),0
Monteiro Lobato (SP),0
Monte Mor (SP),0
Morro Agudo (SP),0
Morungaba (SP),0
Motuca (SP),0
Murutinga do Sul (SP),0
Nantes (SP),0
Natividade da Serra (SP),0
Nazaré Paulista (SP),1
Neves Paulista (SP),0
Nhandeara (SP),0
Nipoã (SP),0
Nova Aliança (SP),0
Nova Campina (SP),0
Nova Canaã Paulista (SP),0
Nova Castilho (SP),0
Nova Europa (SP),0
Nova Granada (SP),0
Novais (SP),0
Nova Luzitânia (SP),0
Nova Odessa (SP),517
Novo Horizonte (SP),0
Nuporanga (SP),0
Ocauçu (SP),0
Óleo (SP),0
Olímpia (SP),3
Onda Verde (SP),0
Oriente (SP),0
Orindiúva (SP),0
Orlândia (SP),0
Osasco (SP),360
Oscar Bressane (SP),0
Osvaldo Cruz (SP),0
Ourinhos (SP),55
Ouroeste (SP),0
Pacaembu (SP),0
Palestina (SP),0
Palmares Paulista (SP),0
Palmeira d'Oeste (SP),0
Palmital (SP),3
Paraguaçu Paulista (SP),0
Paraibuna (SP),0
Paraíso (SP),0
Paranapanema (SP),0
Paranapuã (SP),0
Parapuã (SP),0
Pardinho (SP),0
Pariquera-Açu (SP),0
Parisi (SP),0
Patrocínio Paulista (SP),9
Paulínia (SP),77
Paulistânia (SP),0
Paulo de Faria (SP),0
Pederneiras (SP),0
Pedra Bela (SP),0
Pedranópolis (SP),0
Pedregulho (SP),0
Pedreira (SP),18
Pedrinhas Paulista (SP),0
Pedro de Toledo (SP),0
Penápolis (SP),0
Pereira Barreto (SP),0
Pereiras (SP),0
Peruíbe (SP),0
Piacatu (SP),0
Piedade (SP),0
Pilar do Sul (SP),0
Pindamonhangaba (SP),0
Pindorama (SP),0
Pinhalzinho (SP),0
Piquete (SP),0
Piracaia (SP),0
Piracicaba (SP),14447
Piraju (SP),0
Pirajuí (SP),0
Pirangi (SP),0
Pirapora do Bom Jesus (SP),0
Pirassununga (SP),825
Piratininga (SP),0
Pitangueiras (SP),0
Planalto (SP),0
Platina (SP),0
Poá (SP),0
Poloni (SP),0
Pompéia (SP),0
Pongaí (SP),0
Pontal (SP),0
Pontalinda (SP),0
Pontes Gestal (SP),0
Populina (SP),0
Porangaba (SP),0
Porto Feliz (SP),0
Porto Ferreira (SP),0
Potim (SP),0
Potirendaba (SP),0
Pracinha (SP),0
Pradópolis (SP),0
Praia Grande (SP),0
Pratânia (SP),0
Presidente Alves (SP),0
