id,value
Lagoa Grande do Maranhão (MA),0
Lajeado Novo (MA),0
Lima Campos (MA),0
Loreto (MA),0
Luís Domingues (MA),0
Magalhães de Almeida (MA),0
Maracaçumé (MA),0
Marajá do Sena (MA),0
Maranhãozinho (MA),0
Mata Roma (MA),0
Matinha (MA),4
Matões (MA),0
Matões do Norte (MA),0
Milagres do Maranhão (MA),0
Mirador (MA),0
Miranda do Norte (MA),0
Mirinzal (MA),0
Monção (MA),0
Montes Altos (MA),0
Morros (MA),0
Nina Rodrigues (MA),0
Nova Colinas (MA),0
Nova Iorque (MA),0
Nova Olinda do Maranhão (MA),0
Olho d'Água das Cunhãs (MA),0
Olinda Nova do Maranhão (MA),0
Paço do Lumiar (MA),2
Palmeirândia (MA),0
Paraibano (MA),0
Parnarama (MA),0
Passagem Franca (MA),0
Pastos Bons (MA),0
Paulino Neves (MA),0
Paulo Ramos (MA),0
Pedreiras (MA),0
Pedro do Rosário (MA),0
Penalva (MA),0
Peri Mirim (MA),0
Peritoró (MA),0
Pindaré-Mirim (MA),0
Pinheiro (MA),0
Pio XII (MA),0
Pirapemas (MA),0
Poção de Pedras (MA),0
Porto Franco (MA),0
Porto Rico do Maranhão (MA),0
Presidente Dutra (MA),0
Presidente Juscelino (MA),0
Presidente Médici (MA),0
Presidente Sarney (MA),0
Presidente Vargas (MA),0
Primeira Cruz (MA),0
Raposa (MA),0
Riachão (MA),0
Ribamar Fiquene (MA),0
Rosário (MA),0
Sambaíba (MA),0
Santa Filomena do Maranhão (MA),0
Santa Helena (MA),0
Santa Inês (MA),1
Santa Luzia (MA),0
Santa Luzia do Paruá (MA),0
Santa Quitéria do Maranhão (MA),0
Santa Rita (MA),0
Santana do Maranhão (MA),0
Santo Amaro do Maranhão (MA),0
Santo Antônio dos Lopes (MA),0
São Benedito do Rio Preto (MA),0
São Bento (MA),0
São Bernardo (MA),0
São Domingos do Azeitão (MA),0
São Domingos do Maranhão (MA),0
São Félix de Balsas (MA),0
São Francisco do Brejão (MA),0
São Francisco do Maranhão (MA),0
São João Batista (MA),0
São João do Carú (MA),0
São João do Paraíso (MA),0
São João do Soter (MA),0
São João dos Patos (MA),0
São José de Ribamar (MA),14
São José dos Basílios (MA),0
São Luís (MA),15728
São Luís Gonzaga do Maranhão (MA),0
São Mateus do Maranhão (MA),0
São Pedro da Água Branca (MA),0
São Pedro dos Crentes (MA),0
São Raimundo das Mangabeiras (MA),0
São Raimundo do Doca Bezerra (MA),0
São Roberto (MA),0
São Vicente Ferrer (MA),12
Satubinha (MA),0
Senador Alexandre Costa (MA),0
Senador La Rocque (MA),0
Serrano do Maranhão (MA),0
Sítio Novo (MA),0
Sucupira do Norte (MA),0
Sucupira do Riachão (MA),0
Tasso Fragoso (MA),0
Timbiras (MA),0
Timon (MA),0
Trizidela do Vale (MA),0
Tufilândia (MA),0
Tuntum (MA),0
Turiaçu (MA),0
Turilândia (MA),0
Tutóia (MA),0
Urbano Santos (MA),0
Vargem Grande (MA),0
Viana (MA),0
Vila Nova dos Martírios (MA),0
Vitória do Mearim (MA),0
Vitorino Freire (MA),0
Zé Doca (MA),0
Acauã (PI),0
Agricolândia (PI),0
Água Branca (PI),0
Alagoinha do Piauí (PI),0
Alegrete do Piauí (PI),0
Alto Longá (PI),0
Altos (PI),0
Alvorada do Gurguéia (PI),0
Amarante (PI),0
Angical do Piauí (PI),0
Anísio de Abreu (PI),0
Antônio Almeida (PI),0
Aroazes (PI),0
Aroeiras do Itaim (PI),0
Arraial (PI),0
Assunção do Piauí (PI),0
Avelino Lopes (PI),0
Baixa Grande do Ribeiro (PI),0
Barra D'Alcântara (PI),0
Barras (PI),0
Barreiras do Piauí (PI),0
Barro Duro (PI),0
Batalha (PI),0
Bela Vista do Piauí (PI),0
Belém do Piauí (PI),0
Beneditinos (PI),0
Bertolínia (PI),0
Betânia do Piauí (PI),0
Boa Hora (PI),0
Bocaina (PI),0
Bom Jesus (PI),29
Bom Princípio do Piauí (PI),0
Bonfim do Piauí (PI),0
Boqueirão do Piauí (PI),0
Brasileira (PI),0
Brejo do Piauí (PI),0
Buriti dos Lopes (PI),0
Buriti dos Montes (PI),0
Cabeceiras do Piauí (PI),0
Cajazeiras do Piauí (PI),0
Cajueiro da Praia (PI),0
Caldeirão Grande do Piauí (PI),0
Campinas do Piauí (PI),0
Campo Alegre do Fidalgo (PI),0
Campo Grande do Piauí (PI),0
Campo Largo do Piauí (PI),0
Campo Maior (PI),1
Canavieira (PI),0
Canto do Buriti (PI),0
Capitão de Campos (PI),0
Capitão Gervásio Oliveira (PI),0
Caracol (PI),0
Caraúbas do Piauí (PI),0
Caridade do Piauí (PI),0
Castelo do Piauí (PI),0
Caxingó (PI),0
Cocal (PI),26
Cocal de Telha (PI),0
Cocal dos Alves (PI),0
Coivaras (PI),0
Colônia do Gurguéia (PI),0
Colônia do Piauí (PI),0
Conceição do Canindé (PI),0
Coronel José Dias (PI),0
Corrente (PI),0
Cristalândia do Piauí (PI),0
Cristino Castro (PI),0
Curimatá (PI),0
Currais (PI),0
Curralinhos (PI),0
Curral Novo do Piauí (PI),0
Demerval Lobão (PI),0
Dirceu Arcoverde (PI),0
Dom Expedito Lopes (PI),0
Domingos Mourão (PI),0
Dom Inocêncio (PI),0
Elesbão Veloso (PI),0
Eliseu Martins (PI),0
Esperantina (PI),0
Fartura do Piauí (PI),0
Flores do Piauí (PI),0
Floresta do Piauí (PI),0
Floriano (PI),0
Francinópolis (PI),0
Francisco Ayres (PI),0
Francisco Macedo (PI),0
Francisco Santos (PI),0
Fronteiras (PI),0
Geminiano (PI),0
Gilbués (PI),0
Guadalupe (PI),0
Guaribas (PI),0
Hugo Napoleão (PI),0
Ilha Grande (PI),0
Inhuma (PI),0
Ipiranga do Piauí (PI),0
Isaías Coelho (PI),0
Itainópolis (PI),0
Itaueira (PI),0
Jacobina do Piauí (PI),0
Jaicós (PI),0
Jardim do Mulato (PI),0
Jatobá do Piauí (PI),0
Jerumenha (PI),0
João Costa (PI),0
Joaquim Pires (PI),0
Joca Marques (PI),0
José de Freitas (PI),0
Juazeiro do Piauí (PI),0
Júlio Borges (PI),0
Jurema (PI),0
Lagoinha do Piauí (PI),0
Lagoa Alegre (PI),0
Lagoa do Barro do Piauí (PI),0
Lagoa de São Francisco (PI),0
Lagoa do Piauí (PI),0
Lagoa do Sítio (PI),0
Landri Sales (PI),0
Luís Correia (PI),0
Luzilândia (PI),0
Madeiro (PI),0
Manoel Emídio (PI),0
Marcolândia (PI),0
Marcos Parente (PI),0
Massapê do Piauí (PI),0
Matias Olímpio (PI),0
Miguel Alves (PI),0
Miguel Leão (PI),0
Milton Brandão (PI),0
Monsenhor Gil (PI),0
Monsenhor Hipólito (PI),0
Monte Alegre do Piauí (PI),0
Morro Cabeça no Tempo (PI),0
Morro do Chapéu do Piauí (PI),0
Murici dos Portelas (PI),0
Nazaré do Piauí (PI),0
Nazária (PI),0
Nossa Senhora de Nazaré (PI),0
Nossa Senhora dos Remédios (PI),0
Novo Oriente do Piauí (PI),0
Novo Santo Antônio (PI),0
Oeiras (PI),2
Olho D'Água do Piauí (PI),0
Padre Marcos (PI),0
Paes Landim (PI),0
Pajeú do Piauí (PI),0
Palmeira do Piauí (PI),0
Palmeirais (PI),0
Paquetá (PI),0
Parnaguá (PI),0
Parnaíba (PI),137
Passagem Franca do Piauí (PI),0
Patos do Piauí (PI),0
Pau D'Arco do Piauí (PI),0
Paulistana (PI),0
Pavussu (PI),0
Pedro II (PI),0
Pedro Laurentino (PI),0
Nova Santa Rita (PI),0
Picos (PI),25
Pimenteiras (PI),0
Pio IX (PI),0
Piracuruca (PI),0
Piripiri (PI),0
Porto (PI),0
Porto Alegre do Piauí (PI),0
Prata do Piauí (PI),0
Queimada Nova (PI),0
Redenção do Gurguéia (PI),0
Regeneração (PI),0
Riacho Frio (PI),0
Ribeira do Piauí (PI),0
Ribeiro Gonçalves (PI),0
Rio Grande do Piauí (PI),0
Santa Cruz do Piauí (PI),0
Santa Cruz dos Milagres (PI),0
Santa Filomena (PI),0
Santa Luz (PI),0
Santana do Piauí (PI),0
Santa Rosa do Piauí (PI),0
Santo Antônio de Lisboa (PI),0
Santo Antônio dos Milagres (PI),0
Santo Inácio do Piauí (PI),0
São Braz do Piauí (PI),0
São Félix do Piauí (PI),0
São Francisco de Assis do Piauí (PI),0
São Francisco do Piauí (PI),0
São Gonçalo do Gurguéia (PI),0
São Gonçalo do Piauí (PI),0
São João da Canabrava (PI),0
São João da Fronteira (PI),0
São João da Serra (PI),0
São João da Varjota (PI),0
São João do Arraial (PI),0
São João do Piauí (PI),8
São José do Divino (PI),0
São José do Peixe (PI),0
São José do Piauí (PI),0
São Julião (PI),0
São Lourenço do Piauí (PI),0
São Luis do Piauí (PI),0
São Miguel da Baixa Grande (PI),0
São Miguel do Fidalgo (PI),0
São Miguel do Tapuio (PI),0
São Pedro do Piauí (PI),0
São Raimundo Nonato (PI),392
Sebastião Barros (PI),0
Sebastião Leal (PI),0
Sigefredo Pacheco (PI),0
Simões (PI),0
Simplício Mendes (PI),0
Socorro do Piauí (PI),0
Sussuapara (PI),0
Tamboril do Piauí (PI),0
Tanque do Piauí (PI),0
Teresina (PI),19583
União (PI),0
Uruçuí (PI),0
Valença do Piauí (PI),0
Várzea Branca (PI),0
Várzea Grande (PI),0
Vera Mendes (PI),0
Vila Nova do Piauí (PI),0
Wall Ferraz (PI),0
Abaiara (CE),0
Acarape (CE),0
Acaraú (CE),26
Acopiara (CE),0
Aiuaba (CE),0
Alcântaras (CE),0
Altaneira (CE),0
Alto Santo (CE),0
Amontada (CE),15
Antonina do Norte (CE),0
Apuiarés (CE),0
Aquiraz (CE),23
Aracati (CE),61
Aracoiaba (CE),0
Ararendá (CE),0
Araripe (CE),0
Aratuba (CE),0
Arneiroz (CE),0
Assaré (CE),0
Aurora (CE),0
Baixio (CE),0
Banabuiú (CE),0
Barbalha (CE),0
Barreira (CE),0
Barro (CE),0
Barroquinha (CE),0
Baturité (CE),12
Beberibe (CE),16
Bela Cruz (CE),0
Boa Viagem (CE),5
Brejo Santo (CE),0
Camocim (CE),15
Campos Sales (CE),0
Canindé (CE),0
Capistrano (CE),0
Caridade (CE),0
Cariré (CE),0
Caririaçu (CE),0
Cariús (CE),0
Carnaubal (CE),0
Cascavel (CE),0
Catarina (CE),0
Catunda (CE),0
Caucaia (CE),45
Cedro (CE),23
Chaval (CE),0
Choró (CE),0
Chorozinho (CE),0
Coreaú (CE),0
Crateús (CE),11
Crato (CE),3597
Croatá (CE),0
Cruz (CE),0
Deputado Irapuan Pinheiro (CE),0
Ererê (CE),0
Eusébio (CE),84
Farias Brito (CE),8
Forquilha (CE),0
Fortaleza (CE),83816
Fortim (CE),0
Frecheirinha (CE),0
General Sampaio (CE),0
Graça (CE),0
Granja (CE),0
Granjeiro (CE),0
Groaíras (CE),0
Guaiúba (CE),0
Guaraciaba do Norte (CE),0
Guaramiranga (CE),0
Hidrolândia (CE),2
Horizonte (CE),8
Ibaretama (CE),0
Ibiapina (CE),0
Ibicuitinga (CE),0
Icapuí (CE),83
Icó (CE),0
Iguatu (CE),19
Independência (CE),0
Ipaporanga (CE),0
Ipaumirim (CE),0
Ipu (CE),0
Ipueiras (CE),0
Iracema (CE),0
Irauçuba (CE),0
Itaiçaba (CE),0
Itaitinga (CE),0
Itapajé (CE),0
Itapipoca (CE),0
Itapiúna (CE),0
Itarema (CE),0
Itatira (CE),0
Jaguaretama (CE),0
Jaguaribara (CE),15
Jaguaribe (CE),7
Jaguaruana (CE),0
Jardim (CE),0
Jati (CE),0
Jijoca de Jericoacoara (CE),0
Juazeiro do Norte (CE),1785
Jucás (CE),0
Lavras da Mangabeira (CE),0
Limoeiro do Norte (CE),133
Madalena (CE),0
Maracanaú (CE),404
Maranguape (CE),0
Marco (CE),9
Martinópole (CE),0
Massapê (CE),0
Mauriti (CE),0
Meruoca (CE),0
Milagres (CE),0
Milhã (CE),0
Miraíma (CE),0
Missão Velha (CE),0
Mombaça (CE),0
Monsenhor Tabosa (CE),0
Morada Nova (CE),0
Moraújo (CE),0
Morrinhos (CE),0
Mucambo (CE),0
Mulungu (CE),0
Nova Olinda (CE),0
Nova Russas (CE),0
Novo Oriente (CE),0
Ocara (CE),0
Orós (CE),0
Pacajus (CE),0
Pacatuba (CE),24
Pacoti (CE),0
Pacujá (CE),0
Palhano (CE),0
Palmácia (CE),0
Paracuru (CE),444
Paraipaba (CE),0
Parambu (CE),0
Paramoti (CE),0
Pedra Branca (CE),0
Penaforte (CE),0
Pentecoste (CE),0
Pereiro (CE),0
Piquet Carneiro (CE),0
Pires Ferreira (CE),0
Poranga (CE),0
Porteiras (CE),0
Potengi (CE),0
Potiretama (CE),0
Quiterianópolis (CE),0
Quixadá (CE),61
Quixelô (CE),0
Quixeramobim (CE),11
Quixeré (CE),0
Redenção (CE),726
Reriutaba (CE),0
Russas (CE),122
Saboeiro (CE),0
Salitre (CE),0
Santana do Acaraú (CE),0
Santana do Cariri (CE),0
Santa Quitéria (CE),0
São Benedito (CE),0
São Gonçalo do Amarante (CE),31
São João do Jaguaribe (CE),0
São Luís do Curu (CE),0
Senador Pompeu (CE),0
Senador Sá (CE),0
Sobral (CE),2507
Solonópole (CE),0
Tabuleiro do Norte (CE),0
Tamboril (CE),0
Tarrafas (CE),0
Tauá (CE),22
Tejuçuoca (CE),0
Tianguá (CE),0
Trairi (CE),74
Tururu (CE),0
Ubajara (CE),0
Umari (CE),0
Umirim (CE),0
Uruburetama (CE),0
Uruoca (CE),0
Varjota (CE),0
Várzea Alegre (CE),0
Viçosa do Ceará (CE),0
Acari (RN),0
Açu (RN),0
Afonso Bezerra (RN),0
Água Nova (RN),0
Alexandria (RN),0
Almino Afonso (RN),0
Alto do Rodrigues (RN),0
Angicos (RN),0
Antônio Martins (RN),0
Apodi (RN),0
Areia Branca (RN),0
Arês (RN),0
Augusto Severo (RN),0
Baía Formosa (RN),0
Baraúna (RN),0
Barcelona (RN),0
Bento Fernandes (RN),0
Bodó (RN),0
Bom Jesus (RN),0
Brejinho (RN),0
Caiçara do Norte (RN),0
Caiçara do Rio do Vento (RN),0
Caicó (RN),0
Campo Redondo (RN),0
Canguaretama (RN),0
Caraúbas (RN),0
Carnaúba dos Dantas (RN),3
Carnaubais (RN),0
Ceará-Mirim (RN),0
Cerro Corá (RN),0
Coronel Ezequiel (RN),0
Coronel João Pessoa (RN),0
Cruzeta (RN),0
Currais Novos (RN),0
Doutor Severiano (RN),0
Parnamirim (RN),56
Encanto (RN),0
Equador (RN),0
Espírito Santo (RN),0
Extremoz (RN),0
Felipe Guerra (RN),0
Fernando Pedroza (RN),0
Florânia (RN),0
Francisco Dantas (RN),0
Frutuoso Gomes (RN),0
Galinhos (RN),0
Goianinha (RN),0
Governador Dix-Sept Rosado (RN),0
Grossos (RN),0
Guamaré (RN),0
Ielmo Marinho (RN),0
Ipanguaçu (RN),0
Ipueira (RN),0
Itajá (RN),0
Itaú (RN),0
Jaçanã (RN),0
Jandaíra (RN),0
Janduís (RN),0
Boa Saúde (RN),0
Japi (RN),0
Jardim de Angicos (RN),0
Jardim de Piranhas (RN),0
Jardim do Seridó (RN),0
João Câmara (RN),0
João Dias (RN),0
José da Penha (RN),0
Jucurutu (RN),0
Jundiá (RN),0
Lagoa d'Anta (RN),0
Lagoa de Pedras (RN),0
Lagoa de Velhos (RN),0
Lagoa Nova (RN),0
Lagoa Salgada (RN),0
Lajes (RN),0
Lajes Pintadas (RN),0
Lucrécia (RN),0
Luís Gomes (RN),0
Macaíba (RN),101
Macau (RN),0
Major Sales (RN),0
Marcelino Vieira (RN),0
Martins (RN),0
Maxaranguape (RN),0
Messias Targino (RN),0
Montanhas (RN),0
Monte Alegre (RN),0
Monte das Gameleiras (RN),0
Mossoró (RN),8889
Natal (RN),48586
Nísia Floresta (RN),0
Nova Cruz (RN),0
Olho-d'Água do Borges (RN),0
Ouro Branco (RN),0
Paraná (RN),0
Paraú (RN),0
Parazinho (RN),0
Parelhas (RN),0
Rio do Fogo (RN),0
Passa e Fica (RN),0
Passagem (RN),0
Patu (RN),0
Santa Maria (RN),0
Pau dos Ferros (RN),1
Pedra Grande (RN),0
Pedra Preta (RN),0
Pedro Avelino (RN),0
Pedro Velho (RN),0
Pendências (RN),0
Pilões (RN),0
Poço Branco (RN),0
Portalegre (RN),0
Porto do Mangue (RN),0
Serra Caiada (RN),0
Pureza (RN),0
Rafael Fernandes (RN),0
Rafael Godeiro (RN),0
Riacho da Cruz (RN),0
Riacho de Santana (RN),0
Riachuelo (RN),0
Rodolfo Fernandes (RN),0
Tibau (RN),0
Ruy Barbosa (RN),0
Santa Cruz (RN),77
Santana do Matos (RN),0
Santana do Seridó (RN),0
Santo Antônio (RN),0
São Bento do Norte (RN),0
São Bento do Trairí (RN),0
São Fernando (RN),0
São Francisco do Oeste (RN),0
São Gonçalo do Amarante (RN),0
São João do Sabugi (RN),0
São José de Mipibu (RN),0
São José do Campestre (RN),0
São José do Seridó (RN),0
São Miguel (RN),0
São Miguel do Gostoso (RN),0
São Paulo do Potengi (RN),0
São Pedro (RN),0
São Rafael (RN),0
São Tomé (RN),0
São Vicente (RN),0
Senador Elói de Souza (RN),0
Senador Georgino Avelino (RN),0
Serra de São Bento (RN),0
Serra do Mel (RN),0
Serra Negra do Norte (RN),0
Serrinha (RN),0
Serrinha dos Pintos (RN),0
Severiano Melo (RN),0
Sítio Novo (RN),0
Taboleiro Grande (RN),0
Taipu (RN),0
Tangará (RN),0
Tenente Ananias (RN),0
Tenente Laurentino Cruz (RN),0
Tibau do Sul (RN),5
Timbaúba dos Batistas (RN),0
Touros (RN),0
Triunfo Potiguar (RN),0
Umarizal (RN),0
Upanema (RN),0
Várzea (RN),0
Venha-Ver (RN),0
Vera Cruz (RN),0
Viçosa (RN),0
Água Branca (PB),0
Aguiar (PB),0
Alagoa Grande (PB),0
Alagoa Nova (PB),0
Alagoinha (PB),0
Alcantil (PB),0
Algodão de Jandaíra (PB),0
Alhandra (PB),0
São João do Rio do Peixe (PB),0
Amparo (PB),0
Aparecida (PB),0
Araçagi (PB),0
Arara (PB),0
Araruna (PB),0
Areia (PB),299
Areia de Baraúnas (PB),43
Areial (PB),0
Aroeiras (PB),0
Assunção (PB),0
Baía da Traição (PB),0
Bananeiras (PB),36
Baraúna (PB),0
Barra de Santana (PB),0
Barra de Santa Rosa (PB),0
Barra de São Miguel (PB),0
Belém (PB),0
Belém do Brejo do Cruz (PB),0
Bernardino Batista (PB),0
Boa Ventura (PB),0
Boa Vista (PB),0
Bom Jesus (PB),0
Bom Sucesso (PB),0
Bonito de Santa Fé (PB),0
Boqueirão (PB),0
Igaracy (PB),0
Borborema (PB),0
Brejo do Cruz (PB),0
Brejo dos Santos (PB),0
Caaporã (PB),0
Cabaceiras (PB),0
Cabedelo (PB),3
Cachoeira dos Índios (PB),0
Cacimba de Areia (PB),0
Cacimba de Dentro (PB),0
Cacimbas (PB),0
Caiçara (PB),0
Cajazeiras (PB),110
Cajazeirinhas (PB),0
Caldas Brandão (PB),0
Camalaú (PB),0
Campina Grande (PB),30947
Capim (PB),0
Caraúbas (PB),0
Carrapateira (PB),0
Casserengue (PB),0
Catingueira (PB),0
Catolé do Rocha (PB),0
Caturité (PB),0
Conceição (PB),0
Condado (PB),0
Conde (PB),0
Congo (PB),0
Coremas (PB),0
Coxixola (PB),0
Cruz do Espírito Santo (PB),0
Cubati (PB),0
Cuité (PB),6
Cuitegi (PB),0
Cuité de Mamanguape (PB),0
Curral de Cima (PB),0
Curral Velho (PB),0
Damião (PB),0
Desterro (PB),0
Vista Serrana (PB),0
Diamante (PB),0
Dona Inês (PB),0
Duas Estradas (PB),0
Emas (PB),0
Esperança (PB),0
Fagundes (PB),0
Frei Martinho (PB),0
Gado Bravo (PB),0
Guarabira (PB),0
Gurinhém (PB),0
Gurjão (PB),0
Ibiara (PB),0
Imaculada (PB),0
Ingá (PB),0
Itabaiana (PB),0
Itaporanga (PB),0
Itapororoca (PB),0
Itatuba (PB),0
Jacaraú (PB),0
Jericó (PB),0
João Pessoa (PB),40253
Juarez Távora (PB),0
Juazeirinho (PB),0
Junco do Seridó (PB),0
Juripiranga (PB),0
Juru (PB),0
Lagoa (PB),0
Lagoa de Dentro (PB),0
Lagoa Seca (PB),0
Lastro (PB),0
Livramento (PB),0
Logradouro (PB),0
Lucena (PB),0
Mãe d'Água (PB),0
Malta (PB),0
Mamanguape (PB),3
Manaíra (PB),0
Marcação (PB),0
Mari (PB),0
Marizópolis (PB),0
Massaranduba (PB),0
Mataraca (PB),0
Matinhas (PB),0
Mato Grosso (PB),0
Maturéia (PB),0
Mogeiro (PB),0
Montadas (PB),0
Monte Horebe (PB),0
Monteiro (PB),0
Mulungu (PB),0
Natuba (PB),0
Nazarezinho (PB),0
Nova Floresta (PB),0
Nova Olinda (PB),0
Nova Palmeira (PB),0
Olho d'Água (PB),0
Olivedos (PB),0
Ouro Velho (PB),0
Parari (PB),0
Passagem (PB),0
Patos (PB),49
Paulista (PB),23
Pedra Branca (PB),0
Pedra Lavrada (PB),0
Pedras de Fogo (PB),0
Piancó (PB),0
Picuí (PB),1
Pilar (PB),0
Pilões (PB),0
Pilõezinhos (PB),0
Pirpirituba (PB),0
Pitimbu (PB),0
Pocinhos (PB),0
Poço Dantas (PB),0
Poço de José de Moura (PB),0
Pombal (PB),4
Prata (PB),0
Princesa Isabel (PB),2
Puxinanã (PB),0
Queimadas (PB),0
Quixaba (PB),0
Remígio (PB),0
Pedro Régis (PB),0
Riachão (PB),0
Riachão do Bacamarte (PB),0
Riachão do Poço (PB),0
Riacho de Santo Antônio (PB),0
Riacho dos Cavalos (PB),0
Rio Tinto (PB),0
Salgadinho (PB),0
Salgado de São Félix (PB),0
Santa Cecília (PB),0
Santa Cruz (PB),0
Santa Helena (PB),0
Santa Inês (PB),0
Santa Luzia (PB),0
Santana de Mangueira (PB),0
Santana dos Garrotes (PB),0
Joca Claudino (PB),0
Santa Rita (PB),5
Santa Teresinha (PB),0
Santo André (PB),0
São Bento (PB),0
São Bentinho (PB),0
São Domingos do Cariri (PB),0
São Domingos (PB),0
São Francisco (PB),0
São João do Cariri (PB),0
São João do Tigre (PB),0
São José da Lagoa Tapada (PB),0
São José de Caiana (PB),0
São José de Espinharas (PB),0
São José dos Ramos (PB),0
São José de Piranhas (PB),0
São José de Princesa (PB),0
São José do Bonfim (PB),0
São José do Brejo do Cruz (PB),0
São José do Sabugi (PB),0
São José dos Cordeiros (PB),0
São Mamede (PB),0
São Miguel de Taipu (PB),0
São Sebastião de Lagoa de Roça (PB),0
São Sebastião do Umbuzeiro (PB),0
Sapé (PB),0
São Vicente do Seridó (PB),0
Serra Branca (PB),0
Serra da Raiz (PB),0
Serra Grande (PB),0
Serra Redonda (PB),0
Serraria (PB),0
Sertãozinho (PB),0
Sobrado (PB),0
Solânea (PB),0
Soledade (PB),0
Sossêgo (PB),0
Sousa (PB),609
Sumé (PB),9
Tacima (PB),0
Taperoá (PB),0
Tavares (PB),0
Teixeira (PB),0
Tenório (PB),0
Triunfo (PB),0
Uiraúna (PB),0
Umbuzeiro (PB),0
Várzea (PB),0
Vieirópolis (PB),0
Zabelê (PB),0
Abreu e Lima (PE),0
Afogados da Ingazeira (PE),24
Afrânio (PE),0
Agrestina (PE),0
Água Preta (PE),0
Águas Belas (PE),0
Alagoinha (PE),0
Aliança (PE),0
Altinho (PE),0
Amaraji (PE),0
Angelim (PE),0
Araçoiaba (PE),0
Araripina (PE),3
Arcoverde (PE),132
Barra de Guabiraba (PE),0
Barreiros (PE),55
Belém de Maria (PE),0
Belém do São Francisco (PE),5
Belo Jardim (PE),0
Betânia (PE),0
Bezerros (PE),0
Bodocó (PE),0
Bom Conselho (PE),0
Bom Jardim (PE),2
Bonito (PE),0
Brejão (PE),0
Brejinho (PE),0
Brejo da Madre de Deus (PE),0
Buenos Aires (PE),0
Buíque (PE),0
Cabo de Santo Agostinho (PE),1
Cabrobó (PE),0
Cachoeirinha (PE),0
Caetés (PE),0
Calçado (PE),0
Calumbi (PE),0
Camaragibe (PE),1
Camocim de São Félix (PE),0
Camutanga (PE),0
Canhotinho (PE),0
Capoeiras (PE),0
Carnaíba (PE),0
Carnaubeira da Penha (PE),0
Carpina (PE),0
Caruaru (PE),95
Casinhas (PE),0
Catende (PE),0
Cedro (PE),0
Chã de Alegria (PE),0
Chã Grande (PE),0
Condado (PE),0
Correntes (PE),0
Cortês (PE),0
Cumaru (PE),0
Cupira (PE),0
Custódia (PE),0
Dormentes (PE),0
Escada (PE),0
Exu (PE),0
Feira Nova (PE),2
Ferreiros (PE),0
Flores (PE),0
Floresta (PE),0
Frei Miguelinho (PE),0
Gameleira (PE),0
Garanhuns (PE),725
Glória do Goitá (PE),80
Goiana (PE),0
Granito (PE),0
Gravatá (PE),0
Iati (PE),0
Ibimirim (PE),0
Ibirajuba (PE),0
Igarassu (PE),0
Iguaracy (PE),0
Inajá (PE),0
Ingazeira (PE),0
Ipojuca (PE),10
Ipubi (PE),0
Itacuruba (PE),0
Itaíba (PE),0
Ilha de Itamaracá (PE),1
Itambé (PE),0
Itapetim (PE),0
Itapissuma (PE),4
Itaquitinga (PE),0
Jaboatão dos Guararapes (PE),14
Jaqueira (PE),0
Jataúba (PE),0
Jatobá (PE),0
João Alfredo (PE),0
Joaquim Nabuco (PE),0
Jucati (PE),0
Jupi (PE),0
Jurema (PE),0
Lagoa do Carro (PE),0
Lagoa de Itaenga (PE),0
Lagoa do Ouro (PE),0
Lagoa dos Gatos (PE),0
Lagoa Grande (PE),0
Lajedo (PE),0
Limoeiro (PE),1
Macaparana (PE),0
Machados (PE),0
Manari (PE),0
Maraial (PE),0
Mirandiba (PE),0
Moreno (PE),6
Nazaré da Mata (PE),0
Olinda (PE),263
Orobó (PE),0
Orocó (PE),0
Ouricuri (PE),0
Palmares (PE),0
Palmeirina (PE),0
Panelas (PE),0
Paranatama (PE),0
Parnamirim (PE),0
Passira (PE),0
Paudalho (PE),43
Paulista (PE),9
Pedra (PE),0
Pesqueira (PE),16
Petrolândia (PE),0
Petrolina (PE),7350
Poção (PE),0
Pombos (PE),0
Primavera (PE),0
Quipapá (PE),0
Quixaba (PE),0
Recife (PE),113140
Riacho das Almas (PE),0
Ribeirão (PE),14
Rio Formoso (PE),0
Sairé (PE),0
Salgadinho (PE),0
Salgueiro (PE),0
Saloá (PE),0
Sanharó (PE),0
Santa Cruz (PE),0
Santa Cruz da Baixa Verde (PE),0
Santa Cruz do Capibaribe (PE),0
Santa Filomena (PE),0
Santa Maria da Boa Vista (PE),0
Santa Maria do Cambucá (PE),0
Santa Terezinha (PE),0
São Benedito do Sul (PE),0
São Bento do Una (PE),0
São Caitano (PE),0
São João (PE),0
São Joaquim do Monte (PE),0
São José da Coroa Grande (PE),0
São José do Belmonte (PE),0
São José do Egito (PE),0
São Lourenço da Mata (PE),0
São Vicente Ferrer (PE),0
Serra Talhada (PE),26
Serrita (PE),0
Sertânia (PE),0
Sirinhaém (PE),0
Moreilândia (PE),0
Solidão (PE),0
Surubim (PE),0
Tabira (PE),0
Tacaimbó (PE),0
Tacaratu (PE),0
Tamandaré (PE),0
Taquaritinga do Norte (PE),0
Terezinha (PE),0
Terra Nova (PE),0
Timbaúba (PE),0
Toritama (PE),0
Tracunhaém (PE),0
Trindade (PE),0
Triunfo (PE),0
Tupanatinga (PE),0
Tuparetama (PE),0
Venturosa (PE),0
Verdejante (PE),0
Vertente do Lério (PE),0
Vertentes (PE),0
Vicência (PE),0
Vitória de Santo Antão (PE),50
Xexéu (PE),0
Água Branca (AL),0
Anadia (AL),0
Arapiraca (AL),492
