grande_area,area,subarea,total
Ciências Agrárias,Agronomia,Agrometeorologia,28556246.36
Ciências Agrárias,Agronomia,Agronomia,239039976.73
Ciências Agrárias,Agronomia,Arborização de Vias Públicas,130766.57
Ciências Agrárias,Agronomia,Ciência do Solo,348000388.96
Ciências Agrárias,Agronomia,Defesa Fitossanitária,22210030.3
Ciências Agrárias,Agronomia,Entomologia Agrícola,94547999.83
Ciências Agrárias,Agronomia,Extensão Rural,148805632.91
Ciências Agrárias,Agronomia,Fertilidade do Solo e Adubação,47472612.93
Ciências Agrárias,Agronomia,Fisiologia de Plantas Cultivadas,35506583.0
Ciências Agrárias,Agronomia,Fitopatologia,136350482.5
Ciências Agrárias,Agronomia,Fitossanidade,636273302.38
Ciências Agrárias,Agronomia,Fitotecnia,725918690.1800001
Ciências Agrárias,Agronomia,Floricultura,4867322.7
Ciências Agrárias,Agronomia,"Floricultura, Parques e Jardins",16944971.78
Ciências Agrárias,Agronomia,Física do Solo,12311851.87
Ciências Agrárias,Agronomia,"Gênese, Morfologia e Classificação dos Solos",9261482.91
Ciências Agrárias,Agronomia,Manejo e Conservação do Solo,33624644.78
Ciências Agrárias,Agronomia,Manejo e Tratos Culturais,47393174.06
Ciências Agrárias,Agronomia,Matologia,16167687.65
Ciências Agrárias,Agronomia,Mecanização Agrícola,1396455.36
Ciências Agrárias,Agronomia,Melhoramento Vegetal,133620721.68
Ciências Agrárias,Agronomia,Microbiologia Agrícola,15201014.49
Ciências Agrárias,Agronomia,Microbiologia e Bioquímica do Solo,56249957.95
Ciências Agrárias,Agronomia,Não informado,4738422.0
Ciências Agrárias,Agronomia,Parasitologia Agrícola,2205650.89
Ciências Agrárias,Agronomia,Parques e Jardins,210342.97
Ciências Agrárias,Agronomia,Produção de Mudas,15780563.91
Ciências Agrárias,Agronomia,Produção e Beneficiamento de Sementes,22117307.19
Ciências Agrárias,Agronomia,Química do Solo,17764649.12
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Aproveitamento de Subprodutos,11823056.7
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Armazenamento de Alimentos,1699996.87
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Avaliação e Controle de Qualidade de Alimentos,17569510.13
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Ciência de Alimentos,292396491.63
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Ciência e Tecnologia de Alimentos,70828948.09
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Embalagens de Produtos Alimentares,6623267.72
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Engenharia de Alimentos,140500037.68
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Fisiologia Pós-Colheita,7626865.27
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Instalações Industriais de Produção de Alimentos,3373389.88
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Microbiologia de Alimentos,20748492.72
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Não informado,710049.2000000001
Ciências Agrárias,Ciência e Tecnologia de Alimentos,"Padrões, Legislação e Fiscalização de Alimentos",3119827.47
Ciências Agrárias,Ciência e Tecnologia de Alimentos,"Química, Física, Fisico-Química e Bioquímica dos Alim. e das Mat-Primas Alimentares",35024688.85
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Tecnologia das Bebidas,4745231.04
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Tecnologia de Alimentos,251378948.75
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Tecnologia de Alimentos Dietéticos e Nutricionais,3935229.37
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Tecnologia de Produtos de Origem Animal,13207514.84
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Tecnologia de Produtos de Origem Vegetal,22652717.99
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Toxicidade e Resíduos de Pesticidas em Alimentos,4321145.04
Ciências Agrárias,Ciência e Tecnologia de Alimentos,Valor Nutritivo de Alimentos,4865954.39
Ciências Agrárias,Engenharia Agrícola,Armazenamento de Produtos Agrícolas,2715169.69
Ciências Agrárias,Engenharia Agrícola,Assentamento Rural,396972.16000000003
Ciências Agrárias,Engenharia Agrícola,Conservação de Solo e Água,19237429.59
Ciências Agrárias,Engenharia Agrícola,Construções Rurais e Ambiência,41564976.62
Ciências Agrárias,Engenharia Agrícola,Energização Rural,4983693.66
Ciências Agrárias,Engenharia Agrícola,Engenharia Agrícola,45737208.11
Ciências Agrárias,Engenharia Agrícola,Engenharia de Construções Rurais,2502270.02
Ciências Agrárias,Engenharia Agrícola,Engenharia de Processamento de Produtos Agrícolas,64408265.17
Ciências Agrárias,Engenharia Agrícola,Engenharia de Água e Solo,106362709.38
Ciências Agrárias,Engenharia Agrícola,Irrigação e Drenagem,32548456.16
Ciências Agrárias,Engenharia Agrícola,Máquinas e Implementos Agrícolas,36968245.12
Ciências Agrárias,Engenharia Agrícola,Não informado,587800.0
Ciências Agrárias,Engenharia Agrícola,Pré-Processamento de Produtos Agrícolas,5918836.31
Ciências Agrárias,Engenharia Agrícola,Saneamento Rural,1885278.71
Ciências Agrárias,Engenharia Agrícola,Transferência de Produtos Agrícolas,643174.88
Ciências Agrárias,Medicina Veterinária,Anatomia Patologia Animal,22493052.48
Ciências Agrárias,Medicina Veterinária,Anestesiologia Animal,3517427.1
Ciências Agrárias,Medicina Veterinária,Clínica Cirúrgica Animal,9631812.33
Ciências Agrárias,Medicina Veterinária,Clínica Veterinária,14500654.35
Ciências Agrárias,Medicina Veterinária,Clínica e Cirurgia Animal,93220415.05
Ciências Agrárias,Medicina Veterinária,Doenças Infecciosas de Animais,40138040.48
Ciências Agrárias,Medicina Veterinária,Doenças Parasitárias de Animais,33470694.81
Ciências Agrárias,Medicina Veterinária,Epidemiologia Animal,5315013.8
Ciências Agrárias,Medicina Veterinária,Farmacologia e Terapêutica Animal,4250330.02
Ciências Agrárias,Medicina Veterinária,Fisiopatologia da Reprodução Animal,13421199.32
Ciências Agrárias,Medicina Veterinária,Ginecologia e Andrologia Animal,4127265.65
Ciências Agrárias,Medicina Veterinária,Inseminação Artificial Animal,8015742.19
Ciências Agrárias,Medicina Veterinária,Inspeção de Produtos de Origem Animal,52798903.75
Ciências Agrárias,Medicina Veterinária,Medicina Veterinária,69240162.51
Ciências Agrárias,Medicina Veterinária,Medicina Veterinária Preventiva,489985030.49
Ciências Agrárias,Medicina Veterinária,Não informado,863557.2000000001
Ciências Agrárias,Medicina Veterinária,Obstetrícia Animal,619751.0
Ciências Agrárias,Medicina Veterinária,Patologia Animal,80667780.27
Ciências Agrárias,Medicina Veterinária,Patologia Aviária,8376477.46
Ciências Agrárias,Medicina Veterinária,Patologia Clínica Animal,14352410.49
Ciências Agrárias,Medicina Veterinária,Radiologia de Animais,1678841.8
Ciências Agrárias,Medicina Veterinária,Reprodução Animal,211297818.22
Ciências Agrárias,Medicina Veterinária,Saneamento Aplicado a Saúde do Homem,2092446.65
Ciências Agrárias,Medicina Veterinária,Saúde Animal (Programas Sanitários),13415506.61
Ciências Agrárias,Medicina Veterinária,Toxicologia Animal,4351135.89
Ciências Agrárias,Medicina Veterinária,Técnica Cirúrgica Animal,576369.21
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Administração Florestal,1086960.36
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Anatomia e Identificação de Produtos Florestais,1716528.18
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Conservação da Natureza,449600707.72999996
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Conservação de Bacias Hidrográficas,4466986.43
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Conservação de Áreas Silvestres,7656419.31
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Dendrologia,547234.55
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Dendrometria e Inventário Florestal,11275464.11
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Economia Florestal,5510215.69
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Energia de Biomassa Florestal,32017788.78
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Exploração Florestal,1616497.19
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Fisiologia Florestal,1739454.8800000001
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Florestamento e Reflorestamento,5530949.32
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Fotointerpretação Florestal,2447684.23
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Genética e Melhoramento Florestal,11629638.65
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Hidrologia Florestal,1109127.97
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Manejo Florestal,54066148.34
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Mecanização Florestal,418509.08
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Nutrição Florestal,2541804.62
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Não informado,270526.8
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Ordenamento Florestal,2287617.98
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Política e Legislação Florestal,1619287.42
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Processamento Mecânico da Madeira,476648.03
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Propriedades Fisico-Mecânicas da Madeira,1156063.25
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Proteção Florestal,5629876.93
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Química da Madeira,2658903.66
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Recuperação de Areas Degradadas,13024322.92
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Recursos Florestais e Engenharia Florestal,33881620.12
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Relações Água-Madeira e Secagem,813070.14
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Resinas de Madeiras,269848.04
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Sementes Florestais,5585282.99
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Silvicultura,52479951.68
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Solos Florestais,2780668.95
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Tecnologia de Celulose e Papel,3977988.62
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Tecnologia de Chapas,2163174.76
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Tecnologia e Utilização de Produtos Florestais,90242034.78
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Tratamento da Madeira,1406955.85
Ciências Agrárias,Recursos Florestais e Engenharia Florestal,Técnicas e Operações Florestais,4647159.16
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Aqüicultura,250854738.13
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Avaliação de Estoques Pesqueiros Marinhos,1515505.26
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Avaliação de Estoques Pesqueiros de Águas Interiores,1256285.69
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Carcinocultura,9552170.52
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Engenharia de Pesca,11601671.040000001
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Exploração Pesqueira Marinha,3179414.8200000003
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Explotação Pesqueira de Águas Interiores,1063418.79
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Fatores Abióticos de Águas Interiores,501237.87
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Fatores Abióticos do Mar,137297.99
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Manejo e Conservação de Recursos Pesqueiros Marinhos,11107757.12
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Manejo e Conservação de Recursos Pesqueiros de Águas Interiores,9617602.82
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Maricultura,7296622.68
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Ostreicultura,1461897.57
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Piscicultura,48537529.65
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Recursos Pesqueiros Marinhos,51229378.15
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Recursos Pesqueiros de Águas Interiores,38869834.49
Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,Recursos Pesqueiros e Engenharia de Pesca,1321719.32
Ciências Agrárias,Tecnologia e Inovação para Agropecuária,Não informado,610260.0
Ciências Agrárias,Zootecnia,Avaliação de Alimentos para Animais,42700350.89
Ciências Agrárias,Zootecnia,"Avaliação, Produção e Conservação de Forragens",12103614.38
Ciências Agrárias,Zootecnia,Conservação de Alimentos para Animais,1392916.1300000001
Ciências Agrárias,Zootecnia,Criação de Animais,8193464.82
Ciências Agrárias,Zootecnia,Ecologia dos Animais Domésticos e Etologia,8717772.59
Ciências Agrárias,Zootecnia,Exigências Nutricionais dos Animais,15848961.5
Ciências Agrárias,Zootecnia,Fisiologia de Plantas Forrageiras,627300.17
Ciências Agrárias,Zootecnia,Genética e Melhoramento dos Animais Domésticos,99813600.87
Ciências Agrárias,Zootecnia,Instalações para Produção Animal,661241.99
Ciências Agrárias,Zootecnia,Manejo de Animais,9368495.32
Ciências Agrárias,Zootecnia,Manejo e Conservação de Pastagens,7227916.0
Ciências Agrárias,Zootecnia,Melhoramento de Plantas Forrageiras e Produção de Sementes,6069186.89
Ciências Agrárias,Zootecnia,Nutrição e Alimentação Animal,180421102.29
Ciências Agrárias,Zootecnia,Não informado,2046924.0
Ciências Agrárias,Zootecnia,Pastagem e Forragicultura,137322477.27
Ciências Agrárias,Zootecnia,Produção Animal,211329497.28
Ciências Agrárias,Zootecnia,Toxicologia e Plantas Tóxicas,142632.91999999998
Ciências Agrárias,Zootecnia,Zootecnia,98207403.74
Ciências Biológicas,Biodiversidade e Recursos Naturais,Não informado,2085700.0
Ciências Biológicas,Biofísica,Biofísica,34848881.29
Ciências Biológicas,Biofísica,Biofísica Celular,35221733.03
Ciências Biológicas,Biofísica,Biofísica Molecular,108542150.42
Ciências Biológicas,Biofísica,Biofísica de Processos e Sistemas,53838477.18
Ciências Biológicas,Biofísica,Não informado,576739.2
Ciências Biológicas,Biofísica,Radiologia e Fotobiologia,30946449.49
Ciências Biológicas,Biologia Geral,Biologia Geral,196339899.31
Ciências Biológicas,Biologia Geral,Não informado,199207636.03
Ciências Biológicas,Biomedicina,Não informado,11024066.42
Ciências Biológicas,Bioquímica,Biologia Molecular,348768768.05
Ciências Biológicas,Bioquímica,Bioquímica,130624153.8
Ciências Biológicas,Bioquímica,Bioquímica dos Microorganismos,68373537.43
Ciências Biológicas,Bioquímica,Enzimologia,39774640.58
Ciências Biológicas,Bioquímica,Glicídeos,13823678.1
Ciências Biológicas,Bioquímica,Lipídeos,2013257.9000000001
Ciências Biológicas,Bioquímica,Metabolismo e Bioenergética,203354981.56
Ciências Biológicas,Bioquímica,Não informado,2357072.8000000003
Ciências Biológicas,Bioquímica,Proteínas,66661904.64
Ciências Biológicas,Bioquímica,Química de Macromoléculas,165070913.39
Ciências Biológicas,Biotecnologia,Biocombustíveis,1349190.27
Ciências Biológicas,Biotecnologia,Biodiversidade,813387.88
Ciências Biológicas,Biotecnologia,Bioprocessos,4793338.91
Ciências Biológicas,Biotecnologia,Bioprospecção,3859927.35
Ciências Biológicas,Biotecnologia,Biotecnologia,1054265.19
Ciências Biológicas,Biotecnologia,Biotecnologia Ambiental e Recursos Naturais,1651422294.7
Ciências Biológicas,Biotecnologia,Biotecnologia Industrial,104871983.13
Ciências Biológicas,Biotecnologia,Biotecnologia Vegetal,176153416.93
Ciências Biológicas,Biotecnologia,Biotecnologia em Saúde Humana e Animal,880006823.38
Ciências Biológicas,Biotecnologia,Ciências de Animais de Laboratórios,318491.0
Ciências Biológicas,Biotecnologia,Conservação e Multiplicação de Germoplasma,696024.0
Ciências Biológicas,Biotecnologia,Engenharia de Tecidos,4012497.64
Ciências Biológicas,Biotecnologia,Melhoramento de Plantas,1242511.05
Ciências Biológicas,Biotecnologia,Metodologias Alternativas ao Uso de Animais,1386023.34
Ciências Biológicas,Biotecnologia,Novas Drogas Terapêuticas,15782466.31
Ciências Biológicas,Biotecnologia,Não informado,1247963.2
Ciências Biológicas,Biotecnologia,Plantas Transgênicas,1118917.71
Ciências Biológicas,Biotecnologia,Tecnologia de Processos e Produtos,1864487.0
Ciências Biológicas,Biotecnologia,Tratamento Biológico de Residuos,1702805.52
Ciências Biológicas,Biotecnologia,Técnicas de Reprodução,656885.02
Ciências Biológicas,Biotecnologia,Vacinas e Kits para Diagnósticos,10805697.18
Ciências Biológicas,Botânica,Anatomia Vegetal,13700162.83
Ciências Biológicas,Botânica,Botânica,65244463.65
Ciências Biológicas,Botânica,Botânica Aplicada,103400370.82
Ciências Biológicas,Botânica,Citologia Vegetal,1138834.25
Ciências Biológicas,Botânica,Ecofisiologia Vegetal,24764194.12
Ciências Biológicas,Botânica,Fisiologia Vegetal,187989814.19
Ciências Biológicas,Botânica,Fitogeografia,7917440.96
Ciências Biológicas,Botânica,Morfologia Externa,2131097.63
Ciências Biológicas,Botânica,Morfologia Vegetal,37496718.68
Ciências Biológicas,Botânica,Nutrição e Crescimento Vegetal,3349841.93
Ciências Biológicas,Botânica,Não informado,843378.0
Ciências Biológicas,Botânica,Paleobotânica,1376258.83
Ciências Biológicas,Botânica,Palinologia,3547540.76
Ciências Biológicas,Botânica,Reprodução Vegetal,1595421.61
Ciências Biológicas,Botânica,Taxonomia Vegetal,175470258.15
Ciências Biológicas,Botânica,Taxonomia de Criptógamos,30314939.43
Ciências Biológicas,Botânica,Taxonomia de Fanerógamos,35871259.57
Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,Não informado,38780.0
Ciências Biológicas,Ecologia,Ecologia,98531883.46
Ciências Biológicas,Ecologia,Ecologia Aplicada,1103339330.23
Ciências Biológicas,Ecologia,Ecologia Teórica,64392578.730000004
Ciências Biológicas,Ecologia,Ecologia de Ecossistemas,685875635.88
Ciências Biológicas,Ecologia,Não informado,1336288.0
Ciências Biológicas,Farmacologia,Biodisponibilidade,300292.78
Ciências Biológicas,Farmacologia,Etnofarmacologia,26427621.06
Ciências Biológicas,Farmacologia,Farmacocinética,667893.92
Ciências Biológicas,Farmacologia,Farmacologia,45381703.54
Ciências Biológicas,Farmacologia,Farmacologia Autonômica,6167434.04
Ciências Biológicas,Farmacologia,Farmacologia Bioquímica e Molecular,227193406.41
Ciências Biológicas,Farmacologia,Farmacologia Cardiorenal,53584599.23
Ciências Biológicas,Farmacologia,Farmacologia Clínica,52376133.19
Ciências Biológicas,Farmacologia,Farmacologia Geral,153148931.75
Ciências Biológicas,Farmacologia,Neuropsicofarmacologia,193000661.56
Ciências Biológicas,Farmacologia,Não informado,499725.2
Ciências Biológicas,Farmacologia,Toxicologia,71436708.08
Ciências Biológicas,Fisiologia,Cinesiologia,170090.27000000002
Ciências Biológicas,Fisiologia,Fisiologia,64842949.06
Ciências Biológicas,Fisiologia,Fisiologia Cardiovascular,39218894.31
Ciências Biológicas,Fisiologia,Fisiologia Comparada,34121796.89
Ciências Biológicas,Fisiologia,Fisiologia Endócrina,30667773.54
Ciências Biológicas,Fisiologia,Fisiologia Geral,54368515.3
Ciências Biológicas,Fisiologia,Fisiologia Renal,4375247.61
Ciências Biológicas,Fisiologia,Fisiologia da Digestão,1612834.27
Ciências Biológicas,Fisiologia,Fisiologia da Respiração,8154930.25
Ciências Biológicas,Fisiologia,Fisiologia de Órgãos e Sistemas,306567956.68
Ciências Biológicas,Fisiologia,Fisiologia do Esforço,10576801.56
Ciências Biológicas,Fisiologia,Neurofisiologia,63536978.43
Ciências Biológicas,Fisiologia,Não informado,1028527.2000000001
Ciências Biológicas,Genética,Genética,61152104.81
Ciências Biológicas,Genética,Genética Animal,453367016.1
Ciências Biológicas,Genética,Genética Humana e Médica,643115653.05
Ciências Biológicas,Genética,Genética Molecular e de Microorganismos,286276117.93
Ciências Biológicas,Genética,Genética Quantitativa,4943075.49
Ciências Biológicas,Genética,Genética Vegetal,142780643.77
Ciências Biológicas,Genética,Mutagenese,84693986.67
Ciências Biológicas,Genética,Não informado,2175174.2
Ciências Biológicas,Imunologia,Imunogenética,63772579.97
Ciências Biológicas,Imunologia,Imunologia,20000184.71
Ciências Biológicas,Imunologia,Imunologia Aplicada,310313283.16
Ciências Biológicas,Imunologia,Imunologia Celular,299133497.66
Ciências Biológicas,Imunologia,Imunoquímica,16652655.49
Ciências Biológicas,Imunologia,Não informado,109435.6
Ciências Biológicas,Microbiologia,Bacteriologia,14155745.32
Ciências Biológicas,Microbiologia,Biologia e Fisiologia dos Microorganismos,667527656.8
Ciências Biológicas,Microbiologia,Micologia,36169529.87
Ciências Biológicas,Microbiologia,Microbiologia,46382341.75
Ciências Biológicas,Microbiologia,Microbiologia Aplicada,423255533.67
Ciências Biológicas,Microbiologia,Microbiologia Industrial e de Fermentação,29973035.93
Ciências Biológicas,Microbiologia,Microbiologia Médica,69605023.95
Ciências Biológicas,Microbiologia,Não informado,40181788.3
Ciências Biológicas,Microbiologia,Virologia,81584126.88
Ciências Biológicas,Morfologia,Anatomia,24436825.03
Ciências Biológicas,Morfologia,Anatomia Animal,3845605.53
Ciências Biológicas,Morfologia,Anatomia Humana,3622828.29
Ciências Biológicas,Morfologia,Citologia e Biologia Celular,228923448.28
Ciências Biológicas,Morfologia,Embriologia,31386348.87
Ciências Biológicas,Morfologia,Histologia,78142785.61
Ciências Biológicas,Morfologia,Morfologia,25374405.37
Ciências Biológicas,Morfologia,Não informado,664786.4
Ciências Biológicas,Parasitologia,Entomologia e Malacologia de Parasitos e Vetores,214302625.76
Ciências Biológicas,Parasitologia,Helmintologia Animal,1499238.62
Ciências Biológicas,Parasitologia,Helmintologia Humana,7519984.8
Ciências Biológicas,Parasitologia,Helmintologia de Parasitos,90620398.28
Ciências Biológicas,Parasitologia,Não informado,428687.60000000003
Ciências Biológicas,Parasitologia,Parasitologia,23766798.88
Ciências Biológicas,Parasitologia,Protozoologia Parasitária Animal,5741884.06
Ciências Biológicas,Parasitologia,Protozoologia Parasitária Humana,49088165.43
Ciências Biológicas,Parasitologia,Protozoologia de Parasitos,189675330.76
Ciências Biológicas,Zoologia,Comportamento Animal,50001873.54
Ciências Biológicas,Zoologia,Conservação das Espécies Animais,32571409.57
Ciências Biológicas,Zoologia,Controle Populacional de Animais,1732427.82
Ciências Biológicas,Zoologia,Fisiologia dos Grupos Recentes,13225460.17
Ciências Biológicas,Zoologia,Morfologia dos Grupos Recentes,58030505.09
Ciências Biológicas,Zoologia,Não informado,1311061.87
Ciências Biológicas,Zoologia,Paleozoologia,40881746.23
Ciências Biológicas,Zoologia,Taxonomia dos Grupos Recentes,374920714.53
Ciências Biológicas,Zoologia,Utilização dos Animais,3218956.05
Ciências Biológicas,Zoologia,Zoologia,84707870.1
Ciências Biológicas,Zoologia,Zoologia Aplicada,62015237.64
Ciências Exatas e da Terra,Astronomia,Aglomerados de Galáxias,1733504.73
Ciências Exatas e da Terra,Astronomia,Astrofísica Estelar,65031111.8
Ciências Exatas e da Terra,Astronomia,Astrofísica Extragalactica,116821072.15
Ciências Exatas e da Terra,Astronomia,Astrofísica do Meio Interestelar,10959557.05
Ciências Exatas e da Terra,Astronomia,Astrofísica do Sistema Solar,11363824.88
Ciências Exatas e da Terra,Astronomia,Astronomia,10578879.67
Ciências Exatas e da Terra,Astronomia,Astronomia Dinâmica,2518333.44
Ciências Exatas e da Terra,Astronomia,Astronomia Espacial,687171.37
Ciências Exatas e da Terra,Astronomia,Astronomia Fundamental,2420195.24
Ciências Exatas e da Terra,Astronomia,Astronomia de Posição e Mecânica Celeste,2210479.87
Ciências Exatas e da Terra,Astronomia,Astronomia Ótica,2657857.03
Ciências Exatas e da Terra,Astronomia,Cosmologia,12261982.15
Ciências Exatas e da Terra,Astronomia,Física Solar,1823373.41
Ciências Exatas e da Terra,Astronomia,Galáxias,6736074.04
Ciências Exatas e da Terra,Astronomia,Instrumentação Astronômica,22994256.54
Ciências Exatas e da Terra,Astronomia,Meio Interestelar,1398703.5
Ciências Exatas e da Terra,Astronomia,Movimento da Terra,8000.0
Ciências Exatas e da Terra,Astronomia,Nebulosa,441795.76
Ciências Exatas e da Terra,Astronomia,Não informado,122111.6
Ciências Exatas e da Terra,Astronomia,Processamento de Dados Astronômicos,188359.16999999998
Ciências Exatas e da Terra,Astronomia,Quasares,1268411.65
Ciências Exatas e da Terra,Astronomia,Radioastronomia,1264727.34
Ciências Exatas e da Terra,Astronomia,Sistema Planetário,5419099.19
Ciências Exatas e da Terra,Ciência da Computação,Análise de Algoritmos e Complexidade de Computação,33790263.21
Ciências Exatas e da Terra,Ciência da Computação,Arquitetura de Sistemas de Computação,49058969.46
Ciências Exatas e da Terra,Ciência da Computação,Banco de Dados,25607325.88
Ciências Exatas e da Terra,Ciência da Computação,Ciência da Computação,123737732.82
Ciências Exatas e da Terra,Ciência da Computação,Computabilidade e Modelos de Computação,5447454.24
Ciências Exatas e da Terra,Ciência da Computação,Engenharia de Software,96687118.11
Ciências Exatas e da Terra,Ciência da Computação,Hardware,15391415.87
Ciências Exatas e da Terra,Ciência da Computação,Linguagem Formais e Autômatos,1804528.16
Ciências Exatas e da Terra,Ciência da Computação,Linguagens de Programação,24963166.01
Ciências Exatas e da Terra,Ciência da Computação,Lógicas e Semântica de Programas,10568202.85
Ciências Exatas e da Terra,Ciência da Computação,Matemática Simbólica,116908.2
Ciências Exatas e da Terra,Ciência da Computação,Matemática da Computação,53961891.05
Ciências Exatas e da Terra,Ciência da Computação,Metodologia e Técnicas da Computação,478763750.97
Ciências Exatas e da Terra,Ciência da Computação,Modelos Analíticos e de Simulação,22813338.65
Ciências Exatas e da Terra,Ciência da Computação,Não informado,1196497.1600000001
Ciências Exatas e da Terra,Ciência da Computação,Processamento Gráfico (Graphics),46933654.1
Ciências Exatas e da Terra,Ciência da Computação,Sistemas de Computação,294939996.91
Ciências Exatas e da Terra,Ciência da Computação,Sistemas de Informação,113907031.08
Ciências Exatas e da Terra,Ciência da Computação,Software Básico,29228963.46
Ciências Exatas e da Terra,Ciência da Computação,Teleinformática,61039544.86
Ciências Exatas e da Terra,Ciência da Computação,Teoria da Computação,80966093.35
Ciências Exatas e da Terra,Ciências Ambientais,Não informado,938979435.72
Ciências Exatas e da Terra,Física,Acústica,1718024.78
Ciências Exatas e da Terra,Física,"Campos Quânticos e Sólidos, Hélio, Líquido, Sólido",696127.1900000001
Ciências Exatas e da Terra,Física,Cinética e Teoria de Transporte de Fluídos; Propriedades Físicas de Gases,573346.29
Ciências Exatas e da Terra,Física,Desintegração Nuclear e Radioatividade,380854.29
Ciências Exatas e da Terra,Física,Dinâmica da Rede e Estatística de Cristais,147514.29
Ciências Exatas e da Terra,Física,Dinâmica dos Fluídos,1543846.6400000001
Ciências Exatas e da Terra,Física,Eletricidade e Magnetismo; Campos e Partículas Carregadas,377515.33
Ciências Exatas e da Terra,Física,Emissão Eletrônica e Iônica por Líquidos e Sólidos; Fenômenos de Impacto,1164850.3699999999
Ciências Exatas e da Terra,Física,"Equação de Estado, Equilíbrio de Fases e Transições de Fase",9224225.55
Ciências Exatas e da Terra,Física,Espectros Atômicos e Integração de Fótons,1979215.86
Ciências Exatas e da Terra,Física,Espectros Moleculares e Interações de Fótons com Moléculas,2535053.27
Ciências Exatas e da Terra,Física,Estados Eletrônicos,7446429.7
Ciências Exatas e da Terra,Física,Estrutura Eletrônica de Átomos e Moléculas; Teoria,4630983.72
