grande_area,area,subarea,total
Ciências Sociais Aplicadas,Museologia,Não informado,38087964.21
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Administração Municipal e Urbana,416263.31
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Aspectos Econômicos do Planejamento Urbano e Regional,2095967.55
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Aspectos Físico-Ambientais do Planejamento Urbano e Regional,1834429.01
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Aspectos Sociais do Planejamento Urbano e Regional,4402261.71
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Estudos da Habitação,3103195.01
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Fundamentos do Planejamento Urbano e Regional,69723899.96
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,História Urbana,2437821.77
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,"Informação, Cadastro e Mapeamento",1547764.46
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Infra-Estruturas Urbanas e Regionais,2772489.14
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Legislação Urbana e Regional,114042.54
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,54450431.44
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Planejamento Urbano e Regional,7281162.29
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Política Urbana,5093165.09
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Serviços Comunitários,236262.77000000002
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Serviços Urbanos e Regionais,48494206.86
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Teoria da Urbanização,1189222.06
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Teoria do Planejamento Urbano e Regional,5197450.5
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Transporte e Tráfego Urbano e Regional,1117156.67
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Técnica de Previsão Urbana e Regional,36340.86
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Técnicas de Análise e Avaliação Urbana e Regional,2839775.44
Ciências Sociais Aplicadas,Planejamento Urbano e Regional,Técnicas de Planejamento e Projeto Urbanos e Regionais,1981643.98
Ciências Sociais Aplicadas,Secretariado Executivo,Não informado,30000.0
Ciências Sociais Aplicadas,Serviço Social,Fundamentos do Serviço Social,59928670.92
Ciências Sociais Aplicadas,Serviço Social,Não informado,471140.77
Ciências Sociais Aplicadas,Serviço Social,Serviço Social,29961819.43
Ciências Sociais Aplicadas,Serviço Social,Serviço Social Aplicado,79600044.87
Ciências Sociais Aplicadas,Serviço Social,Serviço Social da Educação,2464699.15
Ciências Sociais Aplicadas,Serviço Social,Serviço Social da Habitação,1500907.28
Ciências Sociais Aplicadas,Serviço Social,Serviço Social da Saúde,6122496.98
Ciências Sociais Aplicadas,Serviço Social,Serviço Social do Menor,1290437.79
Ciências Sociais Aplicadas,Serviço Social,Serviço Social do Trabalho,6341466.85
Ciências Sociais Aplicadas,Tecnologias Educacionais e Sociais,Não informado,2062540.0
Ciências Sociais Aplicadas,Turismo,Não informado,66359152.11
Ciências Sociais Aplicadas,Turismo,Turismo,15450066.22
Ciências da Saúde,Educação Física,Educação Física,144555916.39
Ciências da Saúde,Educação Física,Não informado,288293924.95
Ciências da Saúde,Enfermagem,Enfermagem,28794255.55
Ciências da Saúde,Enfermagem,Enfermagem Fundamental,42601308.33
Ciências da Saúde,Enfermagem,Enfermagem Médico-Cirúrgica,89951967.17
Ciências da Saúde,Enfermagem,Enfermagem Obstétrica,14918837.86
Ciências da Saúde,Enfermagem,Enfermagem Pediátrica,43953562.79
Ciências da Saúde,Enfermagem,Enfermagem Psiquiátrica,19167395.36
Ciências da Saúde,Enfermagem,Enfermagem de Doenças Contagiosas,9836301.53
Ciências da Saúde,Enfermagem,Enfermagem de Saúde Pública,84466034.66
Ciências da Saúde,Enfermagem,"Enfermagem em Doenças Emergentes, Reemergentes e Negligenciadas",10016901.93
Ciências da Saúde,Enfermagem,Enfermagem em Saúde Coletiva,74626979.15
Ciências da Saúde,Enfermagem,Enfermagem em Saúde Mental,14571843.1
Ciências da Saúde,Enfermagem,Enfermagem em Saúde da Criança e do Adolescente,17149752.55
Ciências da Saúde,Enfermagem,Enfermagem em Saúde da Mulher,13177178.02
Ciências da Saúde,Enfermagem,Enfermagem em Saúde do Adulto e do Idoso,43312602.86
Ciências da Saúde,Enfermagem,Enfermagem na Gestão e Gerenciamento,29359822.46
Ciências da Saúde,Enfermagem,Não informado,282432.2
Ciências da Saúde,Farmácia,Análise Toxicológica,29411594.37
Ciências da Saúde,Farmácia,Análise e Controle e Medicamentos,38787968.699999996
Ciências da Saúde,Farmácia,Avaliação e Analises Toxicológicas,1603535.1
Ciências da Saúde,Farmácia,Avaliação e analises toxicológicas,52392678.97
Ciências da Saúde,Farmácia,Bromatologia,4067648.76
Ciências da Saúde,Farmácia,Farmacognosia,201404313.93
Ciências da Saúde,Farmácia,Farmacotecnia,297510334.68
Ciências da Saúde,Farmácia,Farmacotécnica e Tecnologia Farmacêutica,3039504.97
Ciências da Saúde,Farmácia,Farmacotécnica e tecnologia farmacêutica,95362094.05
Ciências da Saúde,Farmácia,Farmácia,61056847.6
Ciências da Saúde,Farmácia,"Farmácia Clínica, Assistência e Atenção Farmacêuticas",499188.0
Ciências da Saúde,Farmácia,"Farmácia clínica, assistência e atenção farmacêuticas",22944850.84
Ciências da Saúde,Farmácia,Fisiopatologia e Diagnóstico Laboratorial,1049442.0
Ciências da Saúde,Farmácia,Fisiopatologia e diagnóstico laboratorial,55567356.16
Ciências da Saúde,Farmácia,Garantia e Controle de Qualidade Farmacêuticos,840672.4
Ciências da Saúde,Farmácia,Garantia e controle de qualidade farmacêuticos,78042629.65
Ciências da Saúde,Farmácia,Não informado,502031.87
Ciências da Saúde,Farmácia,Química Farmacêutica Medicinal,88350204.88
Ciências da Saúde,Fisioterapia e Terapia Ocupacional,Fisioterapia e Terapia Ocupacional,118680051.73
Ciências da Saúde,Fisioterapia e Terapia Ocupacional,Não informado,122321945.79
Ciências da Saúde,Fonoaudiologia,Fonoaudiologia,40515942.23
Ciências da Saúde,Fonoaudiologia,Não informado,34767138.14
Ciências da Saúde,Medicina,Alergologia e Imunologia Clínica,7923316.05
Ciências da Saúde,Medicina,Anatomia Patológica e Patologia Clínica,180077178.47
Ciências da Saúde,Medicina,Anestesiologia,4273396.19
Ciências da Saúde,Medicina,Angiologia,652662.77
Ciências da Saúde,Medicina,Cancerologia,30683052.79
Ciências da Saúde,Medicina,Cardiologia,73388702.09
Ciências da Saúde,Medicina,Cirurgia,51375605.15
Ciências da Saúde,Medicina,Cirurgia Cardiovascular,12000815.549999999
Ciências da Saúde,Medicina,Cirurgia Experimental,5562615.39
Ciências da Saúde,Medicina,Cirurgia Gastroenterologia,4695938.44
Ciências da Saúde,Medicina,Cirurgia Oftalmológica,4428184.74
Ciências da Saúde,Medicina,Cirurgia Ortopédica,3869425.65
Ciências da Saúde,Medicina,Cirurgia Otorrinolaringológica,9866895.72
Ciências da Saúde,Medicina,Cirurgia Pediátrica,2212093.79
Ciências da Saúde,Medicina,Cirurgia Plástica e Restauradora,4853068.98
Ciências da Saúde,Medicina,Cirurgia Proctológica,648546.91
Ciências da Saúde,Medicina,Cirurgia Toráxica,1667554.15
Ciências da Saúde,Medicina,Cirurgia Traumatológica,1438651.67
Ciências da Saúde,Medicina,Cirurgia Urológica,5062653.84
Ciências da Saúde,Medicina,Clínica Médica,1815438452.97
Ciências da Saúde,Medicina,Dermatologia,10887812.99
Ciências da Saúde,Medicina,Doenças Infecciosas e Parasitárias,146667296.4
Ciências da Saúde,Medicina,Endocrinologia,62809653.92
Ciências da Saúde,Medicina,Fisiatria,694013.53
Ciências da Saúde,Medicina,Gastroenterologia,11891269.84
Ciências da Saúde,Medicina,Ginecologia e Obstetrícia,20095417.34
Ciências da Saúde,Medicina,Hematologia,51604630.49
Ciências da Saúde,Medicina,Medicina,39078378.52
Ciências da Saúde,Medicina,Medicina Legal e Deontologia,2018447.96
Ciências da Saúde,Medicina,Nefrologia,43108466.29
Ciências da Saúde,Medicina,Neurocirurgia,5897145.24
Ciências da Saúde,Medicina,Neurologia,73208358.78
Ciências da Saúde,Medicina,Não informado,136402.80000000002
Ciências da Saúde,Medicina,Oftalmologia,11005696.07
Ciências da Saúde,Medicina,Ortopedia,1990140.41
Ciências da Saúde,Medicina,Pediatria,20437912.75
Ciências da Saúde,Medicina,Pneumologia,20601280.42
Ciências da Saúde,Medicina,Psiquiatria,169650331.97
Ciências da Saúde,Medicina,Radiologia Médica,17448264.35
Ciências da Saúde,Medicina,Reumatologia,11381763.7
Ciências da Saúde,Medicina,Saúde Materno-Infantil,136943643.91
Ciências da Saúde,Nutrição,Alimentos e alimentação coletiva,3515336.0
Ciências da Saúde,Nutrição,Análise Nutricional de População,174662745.39
Ciências da Saúde,Nutrição,Bioquímica da Nutrição,101372445.63
Ciências da Saúde,Nutrição,Ciências humanas e sociais em alimentação e nutrição,219700.0
Ciências da Saúde,Nutrição,Desnutrição e Desenvolvimento Fisiológico,48851527.94
Ciências da Saúde,Nutrição,Dietética,31039682.37
Ciências da Saúde,Nutrição,Epidemiologia e políticas de alimentação e nutrição,671105.0
Ciências da Saúde,Nutrição,Nutrição,17886055.7
Ciências da Saúde,Nutrição,Nutrição básica e experimental,667552.0
Ciências da Saúde,Nutrição,Nutrição clínica,110302943.0
Ciências da Saúde,Nutrição,Não informado,191415.2
Ciências da Saúde,Odontologia,Cirurgia Buco-Maxilo-Facial,32986545.93
Ciências da Saúde,Odontologia,Clínica Odontológica,222514081.56
Ciências da Saúde,Odontologia,Endodontia,66224903.08
Ciências da Saúde,Odontologia,Materiais Odontológicos,123332994.59
Ciências da Saúde,Odontologia,Não informado,501538.34
Ciências da Saúde,Odontologia,Odontologia,53857736.15
Ciências da Saúde,Odontologia,Odontologia Social e Preventiva,38282944.27
Ciências da Saúde,Odontologia,Odontopediatria,38436912.3
Ciências da Saúde,Odontologia,Ortodontia,7252339.92
Ciências da Saúde,Odontologia,Periodontia,37782642.38
Ciências da Saúde,Odontologia,Radiologia Odontológica,16584799.26
Ciências da Saúde,Saúde Coletiva,Ciências Sociais e Humanidades em Saúde,9333469.0
Ciências da Saúde,Saúde Coletiva,Epidemiologia,569981643.3
Ciências da Saúde,Saúde Coletiva,Medicina Preventiva,79562469.78
Ciências da Saúde,Saúde Coletiva,Não informado,767205.6
Ciências da Saúde,Saúde Coletiva,"Política, Planejamento, Gestão e Avaliação",2083900.0
Ciências da Saúde,Saúde Coletiva,Saúde Coletiva,57747306.73
Ciências da Saúde,Saúde Coletiva,Saúde Pública,984299162.14
Ciências da Saúde,Tecnologias Médicas e da Saúde,Não informado,2263400.0
Engenharias,Complexo da Defesa,Não informado,13300.0
Engenharias,Defesa,Não informado,100874509.03
Engenharias,Desenvolvimento Tecnológico e Industrial,Não informado,994580.0
Engenharias,Energia,Não informado,170900.0
Engenharias,Engenharia Aeroespacial,Aerodinâmica,23637042.76
Engenharias,Engenharia Aeroespacial,Aerodinâmica de Aeronaves Espaciais,3882593.51
Engenharias,Engenharia Aeroespacial,Aerodinâmica dos Processos Geofísicos e Interplanetários,192482.44
Engenharias,Engenharia Aeroespacial,Aeroelasticicidade,2014375.64
Engenharias,Engenharia Aeroespacial,Aviões,8884534.93
Engenharias,Engenharia Aeroespacial,Combustão e Escoamento com Reações Químicas,13798989.63
Engenharias,Engenharia Aeroespacial,Dinâmica de Vôo,26241207.330000002
Engenharias,Engenharia Aeroespacial,Engenharia Aeroespacial,15856959.540000001
Engenharias,Engenharia Aeroespacial,Estabilidade e Controle,4867597.29
Engenharias,Engenharia Aeroespacial,Estruturas Aeroespaciais,12124333.6
Engenharias,Engenharia Aeroespacial,Fadiga,1354588.95
Engenharias,Engenharia Aeroespacial,Foguetes,1280425.68
Engenharias,Engenharia Aeroespacial,Helicópteros,424276.32999999996
Engenharias,Engenharia Aeroespacial,Manutenção de Sistemas Aeroespaciais,1006588.52
Engenharias,Engenharia Aeroespacial,Materiais e Processos para Engenharia Aeronáutica e Aeroespacial,93897401.95
Engenharias,Engenharia Aeroespacial,Motores Alternativos,616075.64
Engenharias,Engenharia Aeroespacial,Máquinas de Fluxo,947536.43
Engenharias,Engenharia Aeroespacial,Normatização e Certificação de Qualidade de Aeronaves e Componentes,541121.89
Engenharias,Engenharia Aeroespacial,Não informado,87904.8
Engenharias,Engenharia Aeroespacial,Projeto de Estruturas Aeroespaciais,5949322.75
Engenharias,Engenharia Aeroespacial,Propulsão Aeroespacial,24958385.439999998
Engenharias,Engenharia Aeroespacial,Propulsão de Foguetes,2694864.0
Engenharias,Engenharia Aeroespacial,Satélites e Outros Dispositivos Aeroespaciais,42367466.26
Engenharias,Engenharia Aeroespacial,Sistemas Aeroespaciais,48548465.82
Engenharias,Engenharia Aeroespacial,Trajetórias e Órbitas,7341695.6
Engenharias,Engenharia Biomédica,Bioengenharia,182394469.0
Engenharias,Engenharia Biomédica,Biomateriais e Materiais Biocompatíveis,18608813.88
Engenharias,Engenharia Biomédica,Engenharia Biomédica,11084564.43
Engenharias,Engenharia Biomédica,Engenharia Médica,124136030.85
Engenharias,Engenharia Biomédica,Instrumentação Odontológica e Médico-Hospitalar,16849736.63
Engenharias,Engenharia Biomédica,Modelagem de Fenômenos Biológicos,4276407.7
Engenharias,Engenharia Biomédica,Modelagem de Sistemas Biológicos,10009587.48
Engenharias,Engenharia Biomédica,Processamento de Sinais Biológicos,17402844.49
Engenharias,Engenharia Biomédica,Tecnologia de Próteses,6249147.92
Engenharias,Engenharia Biomédica,Transdutores para Aplicações Biomédicas,4752030.81
Engenharias,Engenharia Civil,Aeroportos; Projeto e Construção,2897082.22
Engenharias,Engenharia Civil,Construção Civil,240621369.87
Engenharias,Engenharia Civil,Engenharia Civil,122698081.94
Engenharias,Engenharia Civil,Engenharia Hidráulica,48781123.16
Engenharias,Engenharia Civil,Estruturas,166839452.37
Engenharias,Engenharia Civil,Estruturas Metálicas,16417410.43
Engenharias,Engenharia Civil,Estruturas de Concreto,33885765.7
Engenharias,Engenharia Civil,Estruturas de Madeiras,3157782.39
Engenharias,Engenharia Civil,Ferrovias; Projetos e Construção,3141604.68
Engenharias,Engenharia Civil,Fundações e Escavações,7316186.17
Engenharias,Engenharia Civil,Geotécnica,173019301.08
Engenharias,Engenharia Civil,Hidrologia,15279592.07
Engenharias,Engenharia Civil,Hidráulica,7309955.01
Engenharias,Engenharia Civil,Infra-Estrutura de Transportes,46391245.01
Engenharias,Engenharia Civil,Instalações Prediais,6805037.18
Engenharias,Engenharia Civil,Materiais e Componentes de Construção,49161198.18
Engenharias,Engenharia Civil,Mecânica das Estruturas,41598414.53
Engenharias,Engenharia Civil,Mecânicas das Rochas,3790373.48
Engenharias,Engenharia Civil,Mecânicas dos Solos,17041079.22
Engenharias,Engenharia Civil,Não informado,1499781.6500000001
Engenharias,Engenharia Civil,Obras de Terra e Enrocamento,3281835.9
Engenharias,Engenharia Civil,Pavimentos,8506514.59
Engenharias,Engenharia Civil,Portos e Vias Navegáveis; Projeto e Construção,3316516.98
Engenharias,Engenharia Civil,Processos Construtivos,48240918.36
Engenharias,Engenharia Civil,Rodovias; Projeto e Construção,11781841.53
Engenharias,Engenharia Elétrica,Automação Eletrônica de Processos Elétricos e Industriais,54393218.26
Engenharias,Engenharia Elétrica,Circuitos Eletrônicos,49906972.13
Engenharias,Engenharia Elétrica,"Circuitos Elétricos,  Magnéticos e Eletrônicos",23811748.970000003
Engenharias,Engenharia Elétrica,"Circuitos Elétricos, Magnéticos e Eletrônicos",41285730.82
Engenharias,Engenharia Elétrica,Circuitos Lineares e Não-Lineares,1539237.52
Engenharias,Engenharia Elétrica,"Circuitos Magnéticos , Magnetismos e Eletromagnetismos",11427032.59
Engenharias,Engenharia Elétrica,"Controle de Processos Eletrônicos, Retroalimentação",37398710.37
Engenharias,Engenharia Elétrica,Conversão e Retificação da Energia Elétrica,8241549.17
Engenharias,Engenharia Elétrica,Eletrônica Industrial,16403839.37
Engenharias,Engenharia Elétrica,"Eletrônica Industrial, Sistemas e Controles Eletrônicos",223242051.02
Engenharias,Engenharia Elétrica,Engenharia Elétrica,151407100.27
Engenharias,Engenharia Elétrica,Geração da Energia Elétrica,37234277.63
Engenharias,Engenharia Elétrica,Instalações Elétricas e Industriais,3971453.94
Engenharias,Engenharia Elétrica,Instrumentação Eletromecânica,1630130.44
Engenharias,Engenharia Elétrica,Instrumentação Eletrônica,13601872.21
Engenharias,Engenharia Elétrica,Materiais Condutores,1302736.63
Engenharias,Engenharia Elétrica,"Materiais Dielétricos, Piezoelétricos e Ferroelétricos",4373304.66
Engenharias,Engenharia Elétrica,Materiais Elétricos,23757670.74
Engenharias,Engenharia Elétrica,"Materiais e Componentes Eletroóticos e Magnetoóticos, Materiais Fotoelétricos",2165073.5
Engenharias,Engenharia Elétrica,Materiais e Componentes Semicondutores,32718757.48
Engenharias,Engenharia Elétrica,Materiais e Dispositivos Magnéticos,2435382.14
Engenharias,Engenharia Elétrica,Materiais e Dispositivos Supercondutores,5867654.56
Engenharias,Engenharia Elétrica,Medidas Elétricas,3758763.71
Engenharias,Engenharia Elétrica,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação",55231463.27
Engenharias,Engenharia Elétrica,Medidas Magnéticas,377402.49
Engenharias,Engenharia Elétrica,"Medição, Controle, Correção e Proteção de Sistemas Elétricos  de Potência",15116846.75
Engenharias,Engenharia Elétrica,"Medição, Controle, Correção e Proteção de Sistemas Elétricos de Potência",221900.0
Engenharias,Engenharia Elétrica,Máquinas Elétricas e Dispositivos de Potência,10097249.34
Engenharias,Engenharia Elétrica,Não informado,2982972.15
Engenharias,Engenharia Elétrica,Radionavegação e Radioastronomia,126394.0
Engenharias,Engenharia Elétrica,Sistemas Eletrônicos de Medida e de Controle,16954020.75
Engenharias,Engenharia Elétrica,Sistemas Elétricos de Potência,286779705.98
Engenharias,Engenharia Elétrica,Sistemas de Telecomunicações,54615199.42
Engenharias,Engenharia Elétrica,Telecomunicações,200187155.9
Engenharias,Engenharia Elétrica,"Teoria Eletromagnetica, Microondas, Propagação de Ondas, Antenas",30810214.58
Engenharias,Engenharia Elétrica,Teoria Geral dos Circuitos Elétricos,7913889.49
Engenharias,Engenharia Elétrica,"Transmissão da Energia Elétrica, Distribuição da Energia Elétrica",31717941.43
Engenharias,Engenharia Mecatrônica,Não informado,870720.0
Engenharias,Engenharia Mecânica,Análise de Tensões,7547897.38
Engenharias,Engenharia Mecânica,Aproveitamento da Energia,126166317.41
Engenharias,Engenharia Mecânica,Aproveitamento de Energia,5620148.32
Engenharias,Engenharia Mecânica,Controle Ambiental,4561515.68
Engenharias,Engenharia Mecânica,Controle Numérico,366888.39
Engenharias,Engenharia Mecânica,Controle de Sistemas Mecânicos,11561364.31
Engenharias,Engenharia Mecânica,"Dinâmica dos Corpos Rígidos, Elásticos e Plásticos",27344892.36
Engenharias,Engenharia Mecânica,Dinâmica dos Gases,1869567.36
Engenharias,Engenharia Mecânica,Elementos de Máquinas,5427916.32
Engenharias,Engenharia Mecânica,Engenharia Mecânica,137236906.52
Engenharias,Engenharia Mecânica,Engenharia Térmica,418254005.6
Engenharias,Engenharia Mecânica,Estática e Dinâmica Aplicada,5222912.17
Engenharias,Engenharia Mecânica,Fenômenos de Transporte,125865895.51
Engenharias,Engenharia Mecânica,Fundamentos Gerais de Projetos das Máquinas,7702010.94
Engenharias,Engenharia Mecânica,Maquinas de Usinagem e Conformação,6154049.01
Engenharias,Engenharia Mecânica,Matrizes e Ferramentas,2191188.9
Engenharias,Engenharia Mecânica,"Mecânica dos Corpos Sólidos, Elásticos e Plásticos",19962910.4
Engenharias,Engenharia Mecânica,Mecânica dos Fluídos,47191886.39
Engenharias,Engenharia Mecânica,Mecânica dos Sólidos,87322408.59
Engenharias,Engenharia Mecânica,"Máquinas, Motores e Equipamentos",21606476.7
Engenharias,Engenharia Mecânica,Métodos de Síntese e Otimização Aplicados ao Projeto Mecânico,6503068.16
Engenharias,Engenharia Mecânica,Não informado,1147379.0
Engenharias,Engenharia Mecânica,Princípios Variacionais e Métodos Numéricos,15922886.28
Engenharias,Engenharia Mecânica,Processos de Fabricação,149025374.53
Engenharias,Engenharia Mecânica,"Processos de Fabricação, Seleção Econômica",25916407.24
Engenharias,Engenharia Mecânica,Projetos de Máquinas,64529955.13
Engenharias,Engenharia Mecânica,Robotização,7209347.8
Engenharias,Engenharia Mecânica,Teoria dos Mecanismos,1150532.1
Engenharias,Engenharia Mecânica,Termodinâmica,18127672.8
Engenharias,Engenharia Mecânica,Termoelasticidade,458852.4
Engenharias,Engenharia Mecânica,Transferência de Calor,18396502.26
Engenharias,Engenharia Naval e Oceânica,Análise Teórica e Experimental de Estrutura,2825216.71
Engenharias,Engenharia Naval e Oceânica,Controle e Automação de Sistemas Propulsores,1203879.62
Engenharias,Engenharia Naval e Oceânica,Custos de Construção Naval,368370.31
Engenharias,Engenharia Naval e Oceânica,Dinâmica Estrutural Naval e Oceânica,516851.72
Engenharias,Engenharia Naval e Oceânica,Engenharia Naval e Oceânica,6216395.14
Engenharias,Engenharia Naval e Oceânica,Estruturas Navais e Oceânicas,5272526.1
Engenharias,Engenharia Naval e Oceânica,Hidrodinâmica de Navios e Sistemas Oceânicos,11667680.15
Engenharias,Engenharia Naval e Oceânica,Motor de Propulsão,133970.03
Engenharias,Engenharia Naval e Oceânica,Máquinas Marítimas,2750582.65
Engenharias,Engenharia Naval e Oceânica,Métodos de Fabricação de Navios e Sistemas Oceânicos,2035940.82
Engenharias,Engenharia Naval e Oceânica,Normatização e Certificação de Qualidade de Navios,424639.68
Engenharias,Engenharia Naval e Oceânica,Não informado,56186.0
Engenharias,Engenharia Naval e Oceânica,Projeto de Navios e de Sistemas Oceânicos,9817581.99
Engenharias,Engenharia Naval e Oceânica,Projetos de Embarcações Não-Convencionais,2641158.45
Engenharias,Engenharia Naval e Oceânica,Projetos de Navios,2711738.89
Engenharias,Engenharia Naval e Oceânica,Projetos de Sistemas Oceânicos Fixos e Semi-Fixos,1254378.34
Engenharias,Engenharia Naval e Oceânica,Propulsão de Navios,353900.0
Engenharias,Engenharia Naval e Oceânica,Resistência Hidrodinâmica,706600.15
Engenharias,Engenharia Naval e Oceânica,Soldagem de Estruturas Navais e Oceânicos,623309.0
Engenharias,Engenharia Naval e Oceânica,Síntese Estrutural Naval e Oceânica,114924.44
Engenharias,Engenharia Naval e Oceânica,Tecnologia de Construção Naval e de Sistemas Oceânicas,791071.96
Engenharias,Engenharia Naval e Oceânica,Tecnologia de Construção Naval e de Sistemas Oceânicos,4588136.15
Engenharias,Engenharia Nuclear,Aplicações Industriais de Radioisótopos,6897243.2299999995
Engenharias,Engenharia Nuclear,Aplicações de Radioisótopos,108998066.85
Engenharias,Engenharia Nuclear,Aspectos Econômicos de Reatores,100156.72
Engenharias,Engenharia Nuclear,Combustível Nuclear,2313721.3
Engenharias,Engenharia Nuclear,"Conversão, Enriquecimento e Fabricação de Combustível Nuclear",2304144.1
Engenharias,Engenharia Nuclear,Engenharia Nuclear,34742330.02
Engenharias,Engenharia Nuclear,Fusão Controlada,201706.93
Engenharias,Engenharia Nuclear,Geração e Integração com Sistemas Elétricos  em Reatores,144000.0
Engenharias,Engenharia Nuclear,Geração e Integração com Sistemas Elétricos em Reatores,1200.0
Engenharias,Engenharia Nuclear,Instrumentação para Medida e Controle de Radiação,17746383.42
Engenharias,Engenharia Nuclear,Instrumentação para Operação e Controle de Reatores,218753.19
Engenharias,Engenharia Nuclear,Materiais Nucleares e Blindagem de Reatores,783607.05
Engenharias,Engenharia Nuclear,Não informado,634816.0
Engenharias,Engenharia Nuclear,Núcleo do Reator,3663542.36
Engenharias,Engenharia Nuclear,Problemas Tecnológicos da Fusão Controlada,73358.72
Engenharias,Engenharia Nuclear,Produção de Radioisótopos,1967255.61
Engenharias,Engenharia Nuclear,Rejeitos de Combustível Nuclear,717751.2
Engenharias,Engenharia Nuclear,Reprocessamento de Combustível Nuclear,54261.19
Engenharias,Engenharia Nuclear,"Segurança, Localização e Licenciamento de Reatores",1586144.34
Engenharias,Engenharia Nuclear,Tecnologia dos Reatores,46256382.16
Engenharias,Engenharia Nuclear,Transferência de Calor em Reatores,475560.7
Engenharias,Engenharia Química,Alimentos,9840573.68
Engenharias,Engenharia Química,Balanços Globais de Matéria e Energia,8313517.49
Engenharias,Engenharia Química,Borrachas,260356.36
Engenharias,Engenharia Química,Carvão,1585824.42
Engenharias,Engenharia Química,Cerâmica,1920653.6
Engenharias,Engenharia Química,Cimento,581193.0
Engenharias,Engenharia Química,Couro,695157.57
Engenharias,Engenharia Química,Detergentes,112400.0
Engenharias,Engenharia Química,Engenharia Química,121756352.99
Engenharias,Engenharia Química,Engenharia de Reações Químicas e Catálise,301156349.0
Engenharias,Engenharia Química,Engenharia de Separações e Termodinâmica,26582338.0
Engenharias,Engenharia Química,"Fenômenos de Transporte, Materiais e Particulados",887170.0
Engenharias,Engenharia Química,Fertilizantes,809103.99
Engenharias,Engenharia Química,Medicamentos,4243749.51
Engenharias,Engenharia Química,Metais Não-Ferrosos,526141.25
Engenharias,Engenharia Química,"Modelagem, Simulação, Síntese, Otimização e Controle de Processos",8569772.0
Engenharias,Engenharia Química,Não informado,1226370.4000000001
Engenharias,Engenharia Química,Operações Características de Processos Bioquímicos,5365159.19
Engenharias,Engenharia Química,Operações Industriais e Equipamentos para Engenharia Química,86280329.73
Engenharias,Engenharia Química,Operações de Separação e Mistura,186186635.79
Engenharias,Engenharia Química,Papel e Celulose,1001433.56
Engenharias,Engenharia Química,Petróleo e Petroquímica,51812456.67
Engenharias,Engenharia Química,Polímeros,19274045.09
Engenharias,Engenharia Química,Processos Ambientais e Tecnologias Limpas,457583593.0
Engenharias,Engenharia Química,Processos Bioquímicos,62610953.43
Engenharias,Engenharia Química,Processos Biotecnológicos e Alimentos,63497917.0
Engenharias,Engenharia Química,Processos Industriais de Engenharia Química,282306218.39
Engenharias,Engenharia Química,Processos Inorgânicos,8265982.17
Engenharias,Engenharia Química,Processos Orgânicos,20899984.51
Engenharias,Engenharia Química,Produtos Naturais,6141793.4399999995
Engenharias,Engenharia Química,Reatores Químicos,29049239.32
Engenharias,Engenharia Química,Tecnologia Química,182252890.33
Engenharias,Engenharia Química,Tratamentos e Aproveitamento de Rejeitos,21156534.19
Engenharias,Engenharia Química,Têxteis,1632946.51
Engenharias,Engenharia Química,Xisto,180468.85
Engenharias,Engenharia Química,Água,3667785.01
Engenharias,Engenharia Química,Álcool,6729973.01
Engenharias,Engenharia Química,Óleos,1997490.25
Engenharias,Engenharia Sanitária,Controle da Poluição,11296521.22
Engenharias,Engenharia Sanitária,Controle de Enchentes e de Barragens,2800784.42
Engenharias,Engenharia Sanitária,Drenagem Urbana de Águas Pluviais,4997981.39
Engenharias,Engenharia Sanitária,Drenagem de Águas Residuárias,961951.08
Engenharias,Engenharia Sanitária,Ecologia Aplicada a Engenharia Sanitária,4900023.71
Engenharias,Engenharia Sanitária,Engenharia Sanitária,22525014.08
Engenharias,Engenharia Sanitária,Estudos e Caracterização de Efluentes Industriais,2966651.77
Engenharias,Engenharia Sanitária,Instalações Hidráulico-Sanitárias,1649822.3599999999
Engenharias,Engenharia Sanitária,Layout de Processos Industriais,4800.0
Engenharias,Engenharia Sanitária,Legislação Ambiental,956279.2
Engenharias,Engenharia Sanitária,Limpeza Pública,249442.37
Engenharias,Engenharia Sanitária,Microbiologia Aplicada e Engenharia Sanitária,13167334.56
