palavra,freq
feminino,18
lógica,18
lutas,18
cocriação,18
aposentadoria,18
bayesiana,18
curva,18
cities,18
decolonial,18
intuições,18
empregos,18
sanitárias,18
arquitetônica,18
indicação,18
varejo,18
espanha,18
militar,18
diferenciais,18
transnacionais,18
populismo,18
privadas,18
ufscar,18
competitivo,18
computador,18
incentive,18
ativas,18
comprometimento,18
policies,18
mensuração,18
criminologia,18
construído,18
repositórios,18
empreendorismo,18
edificado,18
alfabetização,18
aquisição,18
dívida,18
solidária,18
migrações,18
humanidade,18
apreçamento,18
bairros,18
textual,18
independente,18
votos,18
município,18
agência,18
setorial,18
componentes,18
compartilhamento,18
costeira,18
comuns,18
interfaces,18
partes,18
escalas,17
austeridade,17
orientada,17
neurociência,17
sensu,17
força,17
stricto,17
estimação,17
passivas,17
funções,17
colonialidade,17
sexuais,17
opinião,17
distúrbios,17
condicionamento,17
cognitivo,17
media,17
emissões,17
fotovoltaica,17
produtivo,17
reestruturação,17
identificação,17
falhas,17
cluster,17
baixo,17
integrado,17
familiares,17
museológica,17
genéticos,17
dinâmico,17
experimentos,17
comunidade,17
modernização,17
negro,17
primária,17
privado,17
europeia,17
medicamentos,17
socioeconômica,17
cibercultura,17
afetos,17
juros,17
revistas,17
ambidestria,17
estruturas,17
historia,17
assistente,17
racionalidade,17
ecológico,17
terceiro,17
comparativa,17
audiovisuais,17
esgoto,17
mercosul,17
decisório,17
governos,16
indígena,16
acumulação,16
psicanálise,16
crítico,16
regras,16
oceânica,16
oceano,16
composição,16
qualitativa,16
extremos,16
personalização,16
relato,16
inter,16
comunicacional,16
projeção,16
socioterritoriais,16
demográficos,16
materialidade,16
lgbti,16
ibero,16
sistêmico,16
cuidador,16
virtuais,16
ferramentas,16
marketplace,16
feira,16
visão,16
compra,16
trajetórias,16
políticos,16
execução,16
incentivos,16
velhice,16
doméstico,16
remoções,16
campos,16
judicialização,16
europa,16
ordem,16
adolescente,16
territorialidades,16
sistêmica,16
matriz,16
estratégico,16
hidrográfica,16
afetividade,16
experimento,16
censura,16
disclosure,16
investidores,16
indexação,16
bancos,16
bacia,16
intelectuais,16
moda,16
interculturalidade,16
direita,16
ideologia,16
reversa,16
térmico,16
colaborativas,16
talentos,16
características,16
gastos,16
integrados,15
lgbtqia,15
lineares,15
bancário,15
visualização,15
fragilidade,15
verdes,15
retórica,15
agrícolas,15
spread,15
fenomenologia,15
metropolização,15
constitucionalismo,15
escolha,15
interseccionalidades,15
profissões,15
lean,15
ecossistêmicos,15
viés,15
individuais,15
venda,15
indulgente,15
causas,15
imaginação,15
conteúdo,15
prazo,15
méxico,15
garimpo,15
bibliográfico,15
diversificação,15
classificação,15
drogas,15
inclusivo,15
metadados,15
poluição,15
persistência,15
federalismo,15
usos,15
agências,15
móvel,15
estruturais,15
masculinidades,15
musealização,15
médias,15
leitura,15
margens,15
ouro,15
rádio,15
socioeconômico,15
métricas,15
transporte,15
escala,14
absortiva,14
midiático,14
influência,14
indústrias,14
empoderamento,14
balance,14
comportamentos,14
pará,14
thinking,14
coronavírus,14
jornalísticas,14
conservadorismo,14
rondônia,14
climáticos,14
telas,14
autogestão,14
inovador,14
renovável,14
econométricos,14
partido,14
maranhão,14
debate,14
linked,14
unidades,14
governamental,14
porto,14
contador,14
residencial,14
estresse,14
audiência,14
bases,14
gosto,14
litigiosidade,14
hierarquia,14
hermenêutica,14
desmatamento,14
viver,14
tradução,14
notícia,14
gerações,14
vivo,14
cognitivos,14
fictício,14
constitucionais,14
botânica,14
expropriações,14
aborto,14
híbridos,14
sociocultural,14
bioenergia,14
ocupações,14
privacidade,14
rmbh,14
satisfação,14
pibit,14
catarinense,14
operação,14
parceria,14
colônia,14
midiáticos,14
limites,14
pmes,14
hélice,14
agroecologia,14
embrapa,14
aldir,14
blanc,14
voluntários,14
exportações,14
aumentada,14
empatia,14
biblioteconomia,14
multicritério,14
robustez,14
socioespaciais,14
jardim,14
solidário,14
choques,13
democrática,13
disputas,13
causalidade,13
retomada,13
urbanidade,13
concessões,13
pertencimento,13
baseada,13
macrometrópole,13
discursos,13
rule,13
ceticismo,13
macroprudencial,13
testemunho,13
memoria,13
africana,13
museal,13
mito,13
parâmetros,13
heterogeneidade,13
blockchain,13
gráfico,13
critica,13
núcleo,13
livros,13
pares,13
propensity,13
perigos,13
bioclimática,13
transplante,13
transação,13
adulta,13
personalidade,13
infraestruturas,13
vigilância,13
reprodutiva,13
integrada,13
maternidade,13
consumidores,13
calor,13
negros,13
propaganda,13
transformadora,13
consciência,13
atlas,13
skos,13
urbanísticos,13
regularização,13
estrangeiras,13
seguros,13
participativos,13
multinível,13
planos,13
cartografias,13
decomposição,13
profunda,13
julgamento,13
regulatória,13
ressignificação,13
sociabilidade,13
criativo,13
laboral,13
multivariada,13
contas,13
transmídia,13
alto,13
life,13
violações,13
reguladoras,13
regiões,13
autoritarismo,13
standards,13
heterogêneos,13
documentos,13
institucionalidades,13
liberalismo,13
compras,13
sucesso,13
audiovisualidades,13
igualdade,13
estimativas,13
diplomacia,13
espacialidades,13
fuzzy,13
intenção,13
outras,13
line,13
celebridades,13
iphan,13
laboratórios,13
americana,13
situacional,13
ppgd,13
influenciadores,13
barreiras,13
cópulas,13
diagnóstico,12
produtoras,12
vieses,12
uscs,12
nupcialidade,12
inova,12
longo,12
psicossocial,12
circuitos,12
score,12
matching,12
ital,12
tectônica,12
regulamentação,12
captura,12
datificação,12
capes,12
críticos,12
costa,12
eletrônicos,12
vulnerabilidades,12
profissão,12
variáveis,12
financeiras,12
descarbonização,12
periféricos,12
interface,12
princípios,12
sanitária,12
teste,12
metaverso,12
socioeconômicos,12
movimento,12
ditadura,12
currículo,12
lucros,12
coletivo,12
algoritmo,12
congresso,12
corporeidades,12
utilidade,12
transformacional,12
precisão,12
tics,12
hotelaria,12
ancine,12
logística,12
confecção,12
hídricos,12
noticiabilidade,12
acoplamento,12
administrativo,12
lgbt,12
montagem,12
prestação,12
criminalidade,12
grossa,12
intergeracional,12
adolescentes,12
sanitário,12
mediática,12
especiais,12
fortaleza,12
lupa,12
ponta,12
centralidade,12
orgânica,12
afro,12
iluminação,12
registros,12
geográficas,12
folga,12
jurídicos,12
memórias,12
evidenciação,12
decisões,12
aids,12
gerentes,12
assalariado,12
papéis,12
trabalhador,12
feministas,12
exame,12
editorial,12
hipótese,12
jogo,12
subsídio,12
zona,12
conselhos,12
precariedade,12
atitudes,12
orientado,12
banco,12
saudáveis,12
corporativas,12
unaerp,12
netnografia,12
cegueira,12
braille,12
checagem,12
campus,12
conhecimentos,12
comunicações,12
shadow,12
independentes,12
online,12
reagbr,12
medida,12
sicgesp,12
recasp,12
cauda,11
instrucional,11
podcast,11
etinia,11
relação,11
texto,11
sistemática,11
renovada,11
pegada,11
ilha,11
acordos,11
comparativos,11
fintech,11
impostos,11
ótimo,11
industriais,11
ambiência,11
eletroeletrônicos,11
aplicativo,11
tridimensional,11
atores,11
arquivologia,11
escolaridade,11
programação,11
pibic_em,11
hospitalar,11
framework,11
morte,11
1945,11
pecuária,11
rock,11
marco,11
gerenciais,11
intangíveis,11
analytics,11
pequenos,11
externos,11
nutricionais,11
gravitacional,11
formas,11
visitação,11
educativo,11
autorregulação,11
transmissão,11
clusters,11
fruticultura,11
interessadas,11
avançados,11
contágio,11
turbulência,11
livre,11
precários,11
territorialidade,11
militarização,11
dispositivos,11
rankings,11
hiperlocal,11
gamificação,11
agrometeorologia,11
baseadas,11
jornalistas,11
humor,11
assimetrias,11
multiescalaridade,11
interna,11
materialismo,11
necessidade,11
dominante,11
direto,11
genômica,11
massas,11
espectrometria,11
usuários,11
erros,11
exógenos,11
afeto,11
helice,11
acervos,11
quadruplice,11
cibernética,11
teórico,11
metabolômica,11
proteômica,11
metodológicos,11
iconografia,11
literário,11
americanas,11
alimento,11
universal,11
genealogia,11
zeis,11
agropecuários,11
funcionais,11
evento,11
quilombo,11
turísticas,11
transfronteiriças,11
enunciação,11
vale,11
nordestino,10
feminização,10
suporte,10
aplicativos,10
descoberto,10
1970,10
jequitinhonha,10
bancária,10
patrimonial,10
advocacy,10
vilém,10
genômicas,10
choque,10
custeio,10
rentismo,10
fetal,10
capitalista,10
flusser,10
fluminense,10
incêndio,10
injustiça,10
bioética,10
pessoais,10
fundamental,10
socio,10
monumentalidade,10
especial,10
bambu,10
tríplice,10
software,10
fraude,10
orientador,10
controller,10
nutricional,10
iniciaçãotecnológica,10
ideopolíticos,10
adesão,10
acidentes,10
trabalhistas,10
temático,10
transições,10
atitude,10
prevenção,10
relacionamento,10
subsidiárias,10
viagens,10
inércia,10
reconstrução,10
rompimento,10
multivariados,10
imobiliária,10
estudantil,10
orgânicos,10
ontológicos,10
uniceub,10
interior,10
edificações,10
forecasting,10
necessidades,10
cuidados,10
carteiras,10
neocolonial,10
conceito,10
tecnologica,10
interativo,10
artefato,10
oici,10
guerras,10
agenciamento,10
jurídicas,10
moedas,10
historicidades,10
doenças,10
dissenso,10
defesa,10
simbólicos,10
relevância,10
massa,10
enade,10
delta,10
corporações,10
auditores,10
divisão,10
interiores,10
agrupamento,10
origem,10
serra,10
televisivos,10
militares,10
alunospic,10
caatinga,10
caixa,10
seriada,10
contemporâneos,10
ifrs,10
tecnopolíticas,10
experiências,10
ufca,10
imanente,10
neoconservadorismo,10
entrada,10
comerciais,10
macroeconômica,10
filmes,10
hospitais,10
sensíveis,10
uesc,10
dimensões,10
artístico,10
religião,10
modernos,10
automática,10
rncd,10
estilos,10
crença,10
complexas,10
marinho,10
sujeito,10
convenções,10
analises,10
demográficas,10
telenovela,10
marinhos,10
privada,10
barroco,10
research,10
heterotopia,10
apurasus,10
boca,10
multi,10
moradores,9
elétrica,9
distribuída,9
castanha,9
roraima,9
caju,9
docentes,9
metas,9
cognitiva,9
palavras,9
chave,9
construtivistas,9
fragmentação,9
bibliométricos,9
concepção,9
encontros,9
migratórias,9
estatística,9
criminal,9
joão,9
2030l,9
descentralização,9
comercialização,9
jurisdição,9
áfrica,9
transformativa,9
governance,9
environmental,9
imprensa,9
federais,9
compartilhada,9
racial,9
bibliotecas,9
adaptabilidade,9
treinamento,9
feminina,9
eleições,9
polícia,9
tribunais,9
constitucionalidade,9
alternativo,9
robusto,9
permanência,9
lawfare,9
salários,9
universalização,9
agrícola,9
arenas,9
homologação,9
suficiência,9
supervisão,9
reconceituação,9
stakeholder,9
positivismo,9
empíricas,9
equações,9
portuário,9
têxtil,9
gentrificação,9
habitacionais,9
meios,9
cruzado,9
doações,9
estruturalista,9
multiculturalismo,9
heterocomposição,9
autocomposição,9
sonoro,9
carioca,9
animação,9
reciclável,9
alternativos,9
praças,9
móveis,9
dinamica,9
originalidade,9
planejado,9
malmquist,9
recessão,9
assédio,9
theory,9
nações,9
esportivo,9
câmara,9
preventiva,9
colaborativo,9
compromissadas,9
corpos,9
salário,9
essencialidade,9
lucro,9
sacrifício,9
presente,9
variantes,9
desumanização,9
aliança,9
operações,9
virtudes,9
atos,9
extrema,9
nojo,9
geotecnologias,9
permanente,9
indicações,9
feminista,9
series,9
value,9
empíricos,9
conteporâneas,9
space,9
sociotécnicas,9
escalão,9
estágio,9
impressão,9
originários,9
almanaque,9
estrada,9
semântico,9
convenção,9
multimodal,9
culto,9
mítica,9
tolerância,9
interepistêmicos,9
coopetição,9
consequências,9
potencial,9
