"ano","pais","total"
"2024","BRA - Brasil","2237286881.20"
"2024","EUA - Estados Unidos","13500045.65"
"2024","ESP - Espanha","7279957.60"
"2024","POR - Portugal","7051696.98"
"2024","FRA - França","6138339.71"
"2024","ING - Inglaterra","3964722.65"
"2024","CAN - Canadá","3333038.68"
"2024","ITA - Itália","2861278.00"
"2024","RFA - Alemanha","2663195.88"
"2024","SUE - Suécia","1819503.19"
"2024","MEX - México","1529581.53"
"2024","SUI - Suiça","1455711.05"
"2024","ARG - Argentina","1442828.69"
"2024","HOL - Holanda","1367440.29"
"2024","CHL - Chile","1071257.10"
"2024","AUS - Austrália","856042.99"
"2024","AUT - Austria","636483.75"
"2024","BEL - Bélgica","527837.59"
"2024","DIN - Dinamarca","469995.17"
"2024","COL - Colômbia","445586.47"
"2024","IRL - Irlanda","355289.40"
"2024","PER - Peru","314054.26"
"2024","URU - Uruguai","294770.51"
"2024","AFS - África do Sul","270196.78"
"2024","JAP - Japão","246169.48"
"2024","ESC - Escócia","206552.74"
"2024","MBQ - Moçambique","193580.30"
"2024","IRN - Irlanda do Norte","174484.80"
"2024","NZL - Nova Zelândia","163956.12"
"2024","FIN - Finlândia","157740.74"
"2024","ANG - Angola","135077.12"
"2024","RTC - República Tcheca","132380.17"
"2024","LUX - Luxemburgo","129390.10"
"2024","STP - São Tomé e Príncipe","120340.34"
"2024","GAL - Gales","87329.51"
"2024","PTR - Porto Rico","81142.28"
"2024","RSS - Rússia","80000.00"
"2024","CHN - China","77046.12"
"2024","GRE - Grécia","65240.95"
"2024","POL - Polônia","65041.30"
"2024","CIN - Cingapura","64773.39"
"2024","CBV - Cabo Verde","62836.07"
"2024","SEN - Senegal","59003.32"
"2024","MAR - Marrocos","58206.26"
"2024","CRC - Costa Rica","50362.56"
"2024","DOM - República Dominicana","37276.59"
"2024","MLT - Malta","22550.26"
"2024","NOR - Noruega","21183.32"
"2024","CRS - Coréia do Sul","21126.20"
"2024","\NI - Não informada","17459.00"
"2024","CUB - Cuba","8400.00"

