"ano","subarea","total"
2008,"Avaliação da Aprendizagem","110349"
2008,"Avaliação de Alimentos para Animais","42147002"
2008,"Avaliação de Estoques Pesqueiros de Águas Interiores","1909338"
2008,"Avaliação de Estoques Pesqueiros Marinhos","2441308"
2008,"Avaliação de Projetos","5108"
2008,"Avaliação de Sistemas, Instituições, Planos e Programas Educacionais","606411"
2008,"Avaliação e analises toxicológicas","74002805"
2008,"Avaliação e Controle de Qualidade de Alimentos","28719841"
2008,"Avaliação, Produção e Conservação de Forragens","13968316"
2008,"Aviões","4127596"
2008,"Bacteriologia","10219784"
2008,"Balanço de Pagamentos; Finanças Internacionais","83899"
2008,"Balanços Globais de Matéria e Energia","28020"
2008,"Banco de Dados","13953197"
2008,"Biblioteconomia","3883289"
2008,"Biodisponibilidade","4022"
2008,"Bioengenharia","1329053"
2008,"Bioética","11180"
2008,"Biofísica","2517898"
2008,"Biofísica Celular","23079187"
2008,"Biofísica de Processos e Sistemas","35683708"
2008,"Biofísica Molecular","60411785"
2008,"Biologia e Fisiologia dos Microorganismos","34363484"
2008,"Biologia Geral","64882641"
2008,"Biologia Molecular","370303549"
2008,"Biomateriais e Materiais Biocompatíveis","11897590"
2008,"Biomedicina","82339158"
2008,"Bioquímica","5901299"
2008,"Bioquímica da Nutrição","16658657"
2008,"Bioquímica dos Microorganismos","27425719"
2008,"Biotecnologia","57454571"
2008,"Botânica","57636715"
2008,"Botânica Aplicada","38326745"
2008,"Bromatologia","9600"
2008,"Campos de Coordenação","9252795"
2008,"Campos Quânticos e Sólidos, Hélio, Líquido, Sólido","401224"
2008,"Cancerologia","12427781"
2008,"Capital Humano","2668364"
2008,"Caracterização do Minério","2286447"
2008,"Carcinocultura","24214834"
2008,"Cardiologia","197127990"
2008,"Cartografia Básica","1398745"
2008,"Cartografia Geológica","2526707"
2008,"Casamento e Divórcio","34248"
2008,"Cenografia","1832992"
2008,"Cerâmica","2896555"
2008,"Cerâmicos","120131417"
2008,"Ciência da Computação","33961333"
2008,"Ciência da Informação","3219219"
2008,"Ciência de Alimentos","57955583"
2008,"Ciência do Solo","203599586"
2008,"Ciência e Tecnologia de Alimentos","3183529"
2008,"Ciência Política","780659"
2008,"Ciências","7394239"
2008,"Ciências Agrárias","54325352"
2008,"Ciências Ambientais","154984915"
2008,"Ciências Biológicas","29639791"
2008,"Ciências Contábeis","9111600"
2008,"Ciências da Saúde","9394031"
2008,"Ciências Exatas e da Terra","489096"
2008,"Ciências Humanas","4500"
2008,"Ciências Sociais","1469546"
2008,"Ciências Sociais Aplicadas","7500"
2008,"Cimento","1800"
2008,"Cinema","9414670"
2008,"Cinética e Teoria de Transporte de Fluídos; Propriedades Físicas de Gases","5900"
2008,"Cinética Química e Catálise","122273049"
2008,"Circuitos Elétricos, Magnéticos e Eletrônicos","58037480"
2008,"Circuitos Eletrônicos","12329881"
2008,"Circuitos Lineares e Não-Lineares","687314"
2008,"Circuitos Magnéticos , Magnetismos e Eletromagnetismos","7848703"
2008,"Cirurgia","647755"
2008,"Cirurgia Buco-Maxilo-Facial","24235394"
2008,"Cirurgia Cardiovascular","3311064"
2008,"Cirurgia Experimental","3204954"
2008,"Cirurgia Gastroenterologia","695065"
2008,"Cirurgia Oftalmológica","138522"
2008,"Cirurgia Ortopédica","1526539"
2008,"Cirurgia Otorrinolaringológica","322358"
2008,"Cirurgia Pediátrica","19712"
2008,"Cirurgia Plástica e Restauradora","53808"
2008,"Cirurgia Proctológica","1457855"
2008,"Cirurgia Toráxica","590544"
2008,"Cirurgia Traumatológica","35886"
2008,"Cirurgia Urológica","5211955"
2008,"Citologia e Biologia Celular","51612115"
2008,"Citologia Vegetal","2685137"
2008,"Classes Sociais e Grupos de Interesse","39132"
2008,"Climatologia","108354882"
2008,"Climatologia Geográfica","1047155"
2008,"Clínica Cirúrgica Animal","586679"
2008,"Clínica e Cirurgia Animal","18667209"
2008,"Clínica Médica","81415324"
2008,"Clínica Odontológica","67567590"
2008,"Clínica Veterinária","9084371"
2008,"Combustão e Escoamento com Reações Químicas","19993745"
2008,"Combustível Nuclear","6781906"
2008,"Componentes da Dinâmica Demográfica","144564"
2008,"Comportamento Animal","14559496"
2008,"Comportamento Legislativo","87522"
2008,"Comportamento Político","3059237"
2008,"Composição Musical","1998328"
2008,"Compostos Organo-Metálicos","2080054"
2008,"Computabilidade e Modelos de Computação","11791620"
2008,"Comunicação","5603966"
2008,"Comunicação Visual","689213"
2008,"Conformação Mecânica","615710"
2008,"Conservação da Natureza","43396438"
2008,"Conservação das Espécies Animais","31671113"
2008,"Conservação de Alimentos para Animais","26592"
2008,"Conservação de Áreas Silvestres","11069215"
2008,"Conservação de Bacias Hidrográficas","2384198"
2008,"Conservação de Solo e Água","20904619"
2008,"Construção Civil","24931077"
2008,"Construção e Validade de Testes, Escalas e Outras Medidas Psicológicas","3075682"
2008,"Construções Rurais e Ambiência","18116447"
2008,"Controle Ambiental","21826328"
2008,"Controle da Poluição","7387408"
2008,"Controle de Enchentes e de Barragens","1471689"
2008,"Controle de Processos Eletrônicos, Retroalimentação","22189687"
2008,"Controle de Sistemas Mecânicos","3496804"
2008,"Controle e Automação de Sistemas Propulsores","23758"
2008,"Controle Populacional de Animais","511682"
2008,"Conversão e Retificação da Energia Elétrica","265780"
2008,"Conversão, Enriquecimento e Fabricação de Combustível Nuclear","18000"
2008,"Corrosão","26352157"
2008,"Cosmologia","11655744"
2008,"Crescimento e Desenvolvimento Econômico","1865597"
2008,"Crescimento, Flutuações e Planejamento Econômico","4246099"
2008,"Criação de Animais","8795898"
2008,"Currículo","3783092"
2008,"Currículos Específicos para Níveis e Tipos de Educação","35950312"
2008,"Custos de Construção Naval","609804"
2008,"Dança","156380"
2008,"Defesa","247400"
2008,"Defesa Fitossanitária","93374501"
2008,"Demografia","512564"
2008,"Demografia Econômica","67977"
2008,"Demografia Histórica","77128"
2008,"Dendrologia","37420"
2008,"Dendrometria e Inventário Florestal","1987251"
2008,"Dermatologia","8654810"
2008,"Desenho de Moda","41200"
2008,"Desenho de Produto","63231954"
2008,"Desenho de Projetos","3900"
2008,"Desenho Industrial","12057531"
2008,"Desenvolvimento de Instrumentação Geofísica","340207"
2008,"Desenvolvimento de Produto","742983"
2008,"Desenvolvimento Histórico do Paisagismo","251557"
2008,"Desenvolvimento Social e da Personalidade","1894345"
2008,"Desintegração Nuclear e Radioatividade","1500"
2008,"Desnutrição e Desenvolvimento Fisiológico","77796945"
2008,"Desvios da Conduta","11712"
2008,"Determinação de Estrutura de Compostos Inorgânicos","305618"
2008,"Dietética","16963819"
2008,"Dimensionamento de Jazidas","669463"
2008,"Dinâmica da Rede e Estatística de Cristais","1500"
2008,"Dinâmica de Vôo","1698108"
2008,"Dinâmica dos Corpos Rígidos, Elásticos e Plásticos","23591492"
2008,"Dinâmica dos Fluídos","2055054"
2008,"Dinâmica dos Gases","4542114"
2008,"Dinâmica Estrutural Naval e Oceânica","26592"
2008,"Direção Teatral","44622"
2008,"Direito","856630"
2008,"Direito Administrativo","400706"
2008,"Direito Civil","106896"
2008,"Direito Comercial","24298"
2008,"Direito Constitucional","1024391"
2008,"Direito do Trabalho","52300"
2008,"Direito Internacional Privado","46201"
2008,"Direito Internacional Público","171147"
2008,"Direito Penal","341407"
2008,"Direito Privado","96362"
2008,"Direito Processual Penal","72508"
2008,"Direito Público","18023327"
2008,"Direito Tributário","131010"
2008,"Direitos Especiais","7626590"
2008,"Distribuição Espacial","428547"
2008,"Distribuição Espacial Geral","161465"
2008,"Distribuição Espacial Urbana","575366"
2008,"Distúrbios Psicossomáticos","212890"
2008,"Divulgação Científica","67188444"
2008,"Doenças Infecciosas de Animais","50983853"
2008,"Doenças Infecciosas e Parasitárias","42361872"
2008,"Doenças Parasitárias de Animais","33393983"
2008,"Dramaturgia","2948218"
2008,"Drenagem de Águas Residuárias","23800"
2008,"Drenagem Urbana de Águas Pluviais","13133731"
2008,"Ecofisiologia Vegetal","7167798"
2008,"Ecologia","6061785"
2008,"Ecologia Aplicada","541515054"
2008,"Ecologia Aplicada a Engenharia Sanitária","5285415"
2008,"Ecologia de Ecossistemas","211550712"
2008,"Ecologia dos Animais Domésticos e Etologia","6234656"
2008,"Ecologia Teórica","32671700"
2008,"Economia","32298333"
2008,"Economia Agrária","3462958"
2008,"Economia da Educação","2650857"
2008,"Economia de Tecnologia","60586"
2008,"Economia do Bem-Estar Social","7689457"
2008,"Economia do Consumidor","13920"
2008,"Economia Doméstica","797156"
2008,"Economia dos Programas de Bem-Estar Social","149262"
2008,"Economia dos Recursos Humanos","1393848"
2008,"Economia dos Recursos Naturais","12953506"
2008,"Economia dos Transportes","8309332"
2008,"Economia Florestal","6199549"
2008,"Economia Geral","105810"
2008,"Economia Industrial","1229005"
2008,"Economia Internacional","2371110"
2008,"Economia Matemática","212998"
2008,"Economia Monetária e Fiscal","9354387"
2008,"Economia Regional","54179894"
2008,"Economia Regional e Urbana","5257928"
2008,"Economia Urbana","1591865"
2008,"Economias Agrária e dos Recursos Naturais","42197795"
2008,"Educação","7330500"
2008,"Educação Artística","135972"
2008,"Educação de Adultos","810751"
2008,"Educação em Periferias Urbanas","5098998"
2008,"Educação Especial","4096095"
2008,"Educação Física","44513903"
2008,"Educação Permanente","20115348"
2008,"Educação Pré-Escolar","4486550"
2008,"Educação Rural","3097734"
2008,"Elementos de Máquinas","16364"
2008,"Eletricidade e Magnetismo; Campos e Partículas Carregadas","9000"
2008,"Eletroanalítica","16663195"
2008,"Eletrometalurgia","233663"
2008,"Eletrônica Industrial","30765882"
2008,"Eletrônica Industrial, Sistemas e Controles Eletrônicos","30061590"
2008,"Eletroquímica","30286451"
2008,"Embalagens de Produtos Alimentares","789009"
2008,"Embriologia","12703586"
2008,"Emissão Eletrônica e Iônica por Líquidos e Sólidos; Fenômenos de Impacto","255515"
2008,"Endocrinologia","56384256"
2008,"Endodontia","2318761"
2008,"Energia de Biomassa Florestal","14318022"
2008,"Energização Rural","8875526"
2008,"Enfermagem","968074"
2008,"Enfermagem em Doenças Emergentes, Reemergentes e Negligenciadas","4342084"
2008,"Enfermagem em Saúde Coletiva","32580271"
2008,"Enfermagem em Saúde da Criança e do Adolescente","7425428"
2008,"Enfermagem em Saúde da Mulher","4417782"
2008,"Enfermagem em Saúde do Adulto e do Idoso","27572991"
2008,"Enfermagem em Saúde Mental","9615586"
2008,"Engenharia Aeroespacial","14972130"
2008,"Engenharia Agrícola","560678"
2008,"Engenharia Biomédica","2037295"
2008,"Engenharia Cartografica","865203"
2008,"Engenharia Civil","1967044"
2008,"Engenharia de Água e Solo","42370403"
2008,"Engenharia de Alimentos","101709310"
2008,"Engenharia de Construções Rurais","6684099"
2008,"Engenharia de Materiais e Metalúrgica","76632218"
2008,"Engenharia de Minas","90038"
2008,"Engenharia de Pesca","6746933"
2008,"Engenharia de Processamento de Produtos Agrícolas","12004748"
2008,"Engenharia de Produção","66377090"
2008,"Engenharia de Software","225444773"
2008,"Engenharia de Tráfego","7754635"
2008,"Engenharia de Transportes","9851506"
2008,"Engenharia do Produto","8503809"
2008,"Engenharia Econômica","2231287"
2008,"Engenharia Elétrica","166491924"
2008,"Engenharia Hidráulica","2428602"
2008,"Engenharia Mecânica","46994503"
2008,"Engenharia Mecatrônica","3916367"
2008,"Engenharia Médica","11197897"
2008,"Engenharia Naval e Oceânica","9477946"
2008,"Engenharia Nuclear","15036281"
2008,"Engenharia Química","52404034"
2008,"Engenharia Sanitária","3132029"
2008,"Engenharia Térmica","222583665"
2008,"Engenharia Textil","4500"
2008,"Engenharias","114629666"
2008,"Ensino-Aprendizagem","62319557"
2008,"Ensino e Aprendizagem na Sala de Aula","1593596"
2008,"Ensino Profissionalizante","702059"
2008,"Entomologia Agrícola","60582075"
2008,"Entomologia e Malacologia de Parasitos e Vetores","197572880"
2008,"Enzimologia","40852089"
2008,"Epidemiologia","199848909"
2008,"Epidemiologia Animal","4650132"
2008,"Epistemologia","12149859"
2008,"Equação de Estado, Equilíbrio de Fases e Transições de Fase","6850274"
2008,"Equações Diferenciais Funcionais","14712"
2008,"Equações Diferenciais Ordinárias","5473796"
2008,"Equações Diferenciais Parciais","21912847"
2008,"Equipamentos Auxiliares e Controles","1870327"
2008,"Equipamentos de Beneficiamento de Minérios","11860"
2008,"Equipamentos de Lavra","8600"
2008,"Equipamentos Metalúrgicos","34100"
2008,"Ergonomia","14215404"
2008,"Escultura","3400"
2008,"Espectros Atômicos e Integração de Fótons","158847"
2008,"Espectros Moleculares e Interações de Fótons com Moléculas","153934"
2008,"Espectroscopia","5383331"
2008,"Estabilidade e Controle","1578945"
2008,"Estado e Governo","4608313"
2008,"Estados Eletrônicos","1049449"
2008,"Estados Subjetivos e Emoção","3128732"
2008,"Estática e Dinâmica Aplicada","2679884"
2008,"Estatística","4078266"
2008,"Estatística Sócio-Econômica","1460948"
2008,"Estratigrafia","7735361"
2008,"Estrutura de Líquidos e Sólidos; Cristalografia","10790267"
2008,"Estrutura dos Metais e Ligas","12650208"
2008,"Estrutura e Transformação do Estado","4041683"
2008,"Estrutura Eletrônica de Átomos e Moléculas; Teoria","100624"
2008,"Estrutura Nuclear","95842"
2008,"Estrutura, Conformação e Estereoquímica","11574519"
2008,"Estruturas","35199484"
2008,"Estruturas Aeroespaciais","1041760"
2008,"Estruturas de Concreto","5018820"
2008,"Estruturas de Madeiras","68596"
2008,"Estruturas Eletrônicas e Propriedades Elétricas de Superfícies; Interf. e Partículas","10364387"
2008,"Estruturas Metálicas","3764467"
2008,"Estruturas Navais e Oceânicas","2152210"
2008,"Estudo de Mercado","95631"
2008,"Estudos da Habitação","2687658"
2008,"Estudos de Átomos e Moléculas Especiais","1010602"
2008,"Estudos de Organização do Espaço Exterior","2179391"
2008,"Estudos do Poder Local","12360"
2008,"Estudos e Caracterização de Efluentes Industriais","116681"
2008,"Estudos Eleitorais e Partidos Políticos","128205"
2008,"Estudos Naturalísticos do Comportamento Animal","228430"
2008,"Estudos Sociais","1691442"
2008,"Ética","8127356"
2008,"Etnofarmacologia","7335667"
2008,"Etnologia Indígena","27262749"
2008,"Evolução, Sistemática e Ecologia Química","3461042"
2008,"Execução da Dança","11712"
2008,"Exigências Nutricionais dos Animais","12120973"
2008,"Exploração Florestal","558511"
2008,"Exploração Pesqueira Marinha","9000"
2008,"Explotação Pesqueira de Águas Interiores","5561"
2008,"Extensão Rural","174563494"
2008,"Extração e Transformação de Materiais","4607136"
2008,"Fadiga","76726"
2008,"Família e Reprodução","4195699"
2008,"Farmácia","30094760"
2008,"Farmacocinética","1523687"
2008,"Farmacognosia","295235347"
2008,"Farmacologia","1767795"
2008,"Farmacologia Autonômica","17580550"
2008,"Farmacologia Bioquímica e Molecular","154764733"
2008,"Farmacologia Cardiorenal","14443108"
2008,"Farmacologia Clínica","10544162"
2008,"Farmacologia e Terapêutica Animal","7928467"
2008,"Farmacologia Geral","26784149"
2008,"Farmacotécnica e tecnologia farmacêutica","641702881"
2008,"Fatores Abióticos de Águas Interiores","3504757"
2008,"Fatores Abióticos do Mar","6000"
2008,"Fatores Humanos no Trabalho","474534"
2008,"Fenômenos de Transporte","26243983"
2008,"Ferrovias; Projetos e Construção","11220"
2008,"Fertilidade do Solo e Adubação","38665222"
2008,"Filosofia","1731478"
2008,"Filosofia Brasileira","63348"
2008,"Filosofia da Educação","1180594"
2008,"Filosofia da Linguagem","1919270"
2008,"Filosofia do Direito","300610"
2008,"Física","81993388"
2008,"Física Atômica e Molecular","7016888"
2008,"Física Clássica e Física Quântica; Mecânica e Campos","19483569"
2008,"Física da Matéria Condensada","306301525"
2008,"Física das Partículas Elementares e Campos","50778370"
2008,"Física de Plasmas e Descargas Elétricas","7952765"
2008,"Física do Solo","11947537"
2008,"Física dos Fluídos, Física de Plasmas e Descargas Elétricas","6709154"
2008,"Física Estatística e Termodinâmica","31982471"
2008,"Física Geral","18836458"
2008,"Física Matemática","545671"
2008,"Física Nuclear","5580446"
2008,"Física Solar","131588"
2008,"Físico-Química","84767432"
2008,"Físico-Química Orgânica","10722983"
2008,"Físico Química Inorgânica","18821918"
2008,"Fisiologia","3469215"
2008,"Fisiologia Cardiovascular","170738920"
2008,"Fisiologia Comparada","32377102"
2008,"Fisiologia da Digestão","535776"
2008,"Fisiologia da Respiração","1053795"
2008,"Fisiologia de Órgãos e Sistemas","38975785"
2008,"Fisiologia de Plantas Cultivadas","73136875"
2008,"Fisiologia de Plantas Forrageiras","49508"
2008,"Fisiologia do Esforço","4303232"
2008,"Fisiologia dos Grupos Recentes","1237874"
2008,"Fisiologia Endócrina","8807305"
2008,"Fisiologia Florestal","9760"
2008,"Fisiologia Geral","202489739"
2008,"Fisiologia Pós-Colheita","15552937"
2008,"Fisiologia Renal","1853376"
2008,"Fisiologia Vegetal","41901787"
2008,"Fisiopatologia da Reprodução Animal","22473320"
2008,"Fisioterapia e Terapia Ocupacional","81255423"
2008,"Fitogeografia","27976355"
2008,"Fitopatologia","145237772"
2008,"Fitossanidade","99175811"
2008,"Fitotecnia","184390420"
2008,"Florestamento e Reflorestamento","730326"
2008,"Floricultura","5418388"
2008,"Floricultura, Parques e Jardins","2032483"
2008,"Flutuações Cíclicas e Projeções Econômicas","21585"
2008,"Foguetes","545088"
2008,"Fonoaudiologia","13567963"
2008,"Fontes de Dados Demográficos","33184"
2008,"Fontes Renováveis de Energia","73264284"
2008,"Foto-Química Inorgânica","170294"
2008,"Fotogeografia (Físico-Ecológica)","2553531"
2008,"Fotografia","26112"
2008,"Fotogrametria","5394688"
2008,"Fotointerpretação Florestal","895307"
2008,"Fotoquímica Orgânica","3302986"
2008,"Fundações e Escavações","21414019"
2008,"Fundamentos da Educação","21568804"
2008,"Fundamentos da Estatística","28920"
2008,"Fundamentos da Sociologia","2406303"
2008,"Fundamentos de Arquitetura e Urbanismo","15325418"
2008,"Fundamentos do Planejamento Urbano e Regional","29413763"
2008,"Fundamentos do Serviço Social","10765889"
2008,"Fundamentos e Crítica das Artes","1081361"
2008,"Fundamentos e Medidas da Psicologia","5681746"
2008,"Fundamentos Gerais de Projetos das Máquinas","63705"
2008,"Fundição","2937900"
2008,"Fusão Controlada","2100"
2008,"Galáxias","9031569"
2008,"Garantia de Controle de Qualidade","2945075"
2008,"Garantia e controle de qualidade farmacêuticos","47300213"
2008,"Gastroenterologia","988239"
2008,"Gênese, Morfologia e Classificação dos Solos","20417856"
2008,"Genética","31698275"
2008,"Genética Animal","84401419"
2008,"Genética e Melhoramento dos Animais Domésticos","84217892"
2008,"Genética e Melhoramento Florestal","17800560"
2008,"Genética Humana e Médica","277987215"
2008,"Genética Molecular e de Microorganismos","206347112"
2008,"Genética Quantitativa","346312"
2008,"Genética Vegetal","1375098740"
2008,"Geocartografia","386989"
2008,"Geociências","7555285"
2008,"Geocronologia","96823989"
2008,"Geodésia","6027296"
2008,"Geodésia Celeste","6454216"
2008,"Geodésia Física","622385"
2008,"Geodésia Geométrica","4617862"
2008,"Geoecologia","4760240"
2008,"Geofísica","142565568"
2008,"Geofísica Aplicada","26408130"
2008,"Geofísica Marinha","11712"
2008,"Geofísica Nuclear","1482929"
2008,"Geografia","527376"
2008,"Geografia Agrária","9673883"
2008,"Geografia da População","309005"
2008,"Geografia Econômica","7598206"
2008,"Geografia Física","24631054"
2008,"Geografia Humana","29212440"
2008,"Geografia Política","121624"
2008,"Geografia Regional","11370063"
2008,"Geografia Urbana","50142646"
2008,"Geologia","87935792"
2008,"Geologia Ambiental","18398411"
2008,"Geologia Regional","10749173"
2008,"Geomagnetismo","3492403"
2008,"Geometria Algébrica","8249331"
2008,"Geometria Diferencial","57462503"
2008,"Geometria e Topologia","44492401"
2008,"Geomorfologia","30460893"
2008,"Geomorfologia Submarina","88610"
2008,"Geoquímica","52563288"
2008,"Geoquímica Marinha","280295"
2008,"Geotécnica","20513416"
2008,"Geotectônica","5781068"
2008,"Geração da Energia Elétrica","18146795"
2008,"Gerência de Produção","14079217"
2008,"Gerência do Projeto e do Produto","57717"
2008,"Ginecologia e Andrologia Animal","10981173"
2008,"Ginecologia e Obstetrícia","10573658"
2008,"Glicídeos","46010783"
2008,"Gravimetria","1137558"
2008,"Gravura","167245"
2008,"Grupos de Álgebra Não-Comutaviva","1938665"
2008,"Hardware","7164349"
2008,"Helmintologia Animal","11712"
2008,"Helmintologia de Parasitos","4044442"
2008,"Helmintologia Humana","8195597"
2008,"Hematologia","14970949"
2008,"Hidráulica","3990261"
2008,"Hidrodinâmica de Navios e Sistemas Oceânicos","3184374"
2008,"Hidrogeografia","19584599"
2008,"Hidrogeologia","16661654"
2008,"Hidrologia","31351363"
2008,"Hidrologia Florestal","8077216"
2008,"Hidrometalurgia","3894447"
2008,"Higiene e Segurança do Trabalho","253375"
2008,"Histologia","30279833"
2008,"História","3502478"
2008,"História Antiga e Medieval","2564218"
2008,"História da América","3682531"
2008,"História da Arquitetura e Urbanismo","12071033"
2008,"História da Arte","234906"
2008,"História da Educação","32460614"
2008,"História da Filosofia","30143069"
2008,"História das Ciências","5440818"
2008,"História das Teologias e Religiões","136881"
2008,"História do Brasil","37667912"
2008,"História do Brasil Colônia","3691842"
2008,"História do Brasil Império","5615504"
2008,"História do Brasil República","10299865"
2008,"História do Direito","21696"
2008,"História do Pensamento Econômico","1903047"
2008,"História do Urbanismo","3308285"
2008,"História dos Estados Unidos","33665"
2008,"História Econômica","134984"
2008,"História Latino-Americana","3016793"
2008,"História Moderna e Contemporânea","24846935"
2008,"Historia Natural","179500"
2008,"História Regional do Brasil","12112262"
2008,"História Urbana","499645"
2008,"História, Teorias e Sistemas em Psicologia","2053372"
2008,"Imunogenética","8689446"
2008,"Imunologia","2399985"
2008,"Imunologia Aplicada","60907055"
2008,"Imunologia Celular","90011340"
2008,"Imunoquímica","6439333"
2008,"Indefinido","51457882"
2008,"Inf. sobre Átomos e Moléculas Obtidos Experimentalmente; Instrumentação e Técnicas","3905355"
2008,"Inferência em Processos Estocásticos","4177171"
2008,"Inferência Não-Paramétrica","15760"
2008,"Inferência Paramétrica","129457"
2008,"Informação, Cadastro e Mapeamento","2226485"
2008,"Infra-Estrutura de Transportes","3404399"
2008,"Infra-Estruturas Urbanas e Regionais","854872"
2008,"Inseminação Artificial Animal","14218874"
2008,"Inspeção de Produtos de Origem Animal","21806443"
2008,"Instalações e Equipamentos Metalúrgicos","75300"
2008,"Instalações Elétricas e Industriais","1590605"
2008,"Instalações Industriais de Produção de Alimentos","2490723"
2008,"Instalações Prediais","91800"
2008,"Instituições Governamentais Específicas","2768861"
2008,"Instituições Monetárias e Financeiras do Brasil","322393"
2008,"Instrumentação Analítica","33220757"
2008,"Instrumentação Astronômica","2504691"
2008,"Instrumentação Eletromecânica","20000"
2008,"Instrumentação Eletrônica","16481288"
2008,"Instrumentação Específica de Uso Geral em Física","1795344"
2008,"Instrumentação Meteorológica","4373740"
2008,"Instrumentação Musical","86374"
2008,"Instrumentação Odontológica e Médico-Hospitalar","1165576"
2008,"Instrumentação para Medida e Controle de Radiação","10346076"
2008,"Instrumentação para Operação e Controle de Reatores","261856"
2008,"Integração Internacional, Conflito, Guerra e Paz","2262502"
2008,"Interação do Oceano com a Atmosfera","2187885"
2008,"Interação do Oceano com o Leito do Mar","1089394"
2008,"Interação entre os Organismos Marinhos e os Parâmetros Ambientais","17285939"
2008,"Interações Químico-Biológicas/Geológicas das Substâncias Químicas da Água do Mar","1943736"
2008,"Interpretação Teatral","950104"
2008,"Intervenção Terapêutica","4146299"
2008,"Investimentos Internacionais e Ajuda Externa","9900"
2008,"Irrigação e Drenagem","90596775"
2008,"Jornalismo e Editoração","2020171"
2008,"Jornalismo Especializado (Comunitário, Rural, Empresarial, Científico)","7972886"
2008,"Lavra","66842"
2008,"Lavra a Céu Aberto","20012"
2008,"Lavra de Mina Subterrânea","5972679"
2008,"Legislação Ambiental","1952"
2008,"Legislação Urbana e Regional","673254"
2008,"Letras","1377979"
2008,"Limpeza Pública","3576"
2008,"Língua Portuguesa","365616"
2008,"Linguagem Formais e Autômatos","18164"
2008,"Linguagens de Programação","4842222"
2008,"Línguas Clássicas","48616"
2008,"Línguas Estrangeiras Modernas","6473118"
2008,"Línguas Indígenas","28198"
2008,"Lingüística","9091469"
2008,"Lingüística Aplicada","26670814"
2008,"Lingüística Histórica","1875658"
2008,"Lingüística, Letras e Artes","12000"
2008,"Lipídeos","184262"
2008,"Literatura Brasileira","31948539"
2008,"Literatura Comparada","29403623"
2008,"Literaturas Clássicas","13542015"
2008,"Literaturas Estrangeiras Modernas","6851483"
2008,"Localização Industrial","21952"
2008,"Lógica","12637762"
2008,"Lógicas e Semântica de Programas","9242968"
2008,"Manejo de Animais","11401109"
2008,"Manejo e Conservação de Pastagens","7809434"
2008,"Manejo e Conservação de Recursos Pesqueiros de Águas Interiores","34978828"
2008,"Manejo e Conservação de Recursos Pesqueiros Marinhos","29124976"
2008,"Manejo e Conservação do Solo","74950177"
2008,"Manejo e Tratos Culturais","66866464"
2008,"Manejo Florestal","25711032"
2008,"Manutenção de Sistemas Aeroespaciais","678134"
2008,"Maquinas de Usinagem e Conformação","3021715"
2008,"Máquinas e Implementos Agrícolas","16456875"
2008,"Máquinas Elétricas e Dispositivos de Potência","2556674"
2008,"Máquinas Marítimas","17673010"
2008,"Máquinas, Motores e Equipamentos","10695232"
2008,"Maricultura","15342565"
2008,"Matemática","9970643"
2008,"Matemática Aplicada","65610722"
2008,"Matemática da Computação","20690803"
2008,"Matemática Discreta e Combinatória","4985485"
2008,"Materiais Conjugados Não-Metálicos","53984617"
2008,"Materiais Dielétricos e Propriedades Dielétricas","9448523"
2008,"Materiais Dielétricos, Piezoelétricos e Ferroelétricos","2320225"
2008,"Materiais e Componentes de Construção","8159272"
2008,"Materiais e Componentes Eletroóticos e Magnetoóticos, Materiais Fotoelétricos","1676414"
2008,"Materiais e Componentes Semicondutores","23856039"
2008,"Materiais e Dispositivos Magnéticos","1500"
2008,"Materiais e Dispositivos Supercondutores","5507274"
2008,"Materiais e Processos para Engenharia Aeronáutica e Aeroespacial","25561982"
2008,"Materiais Elétricos","8128592"
2008,"Materiais Magnéticos e Propriedades Magnéticas","81177948"
2008,"Materiais Não-Metálicos","56662784"
2008,"Materiais Nucleares e Blindagem de Reatores","3600"
2008,"Materiais Odontológicos","22132561"
2008,"Matologia","12967109"
2008,"Matrizes e Ferramentas","3061816"
2008,"Mecânica das Estruturas","22584504"
2008,"Mecânica dos Corpos Sólidos, Elásticos e Plásticos","5561690"
2008,"Mecânica dos Fluídos","28037310"
2008,"Mecânica dos Sólidos","32977672"
2008,"Mecânica, Elasticidade e Reologia","79665"
2008,"Mecânicas das Rochas","1385990"
2008,"Mecânicas dos Solos","6972515"
2008,"Mecanismos Instintivos e Processos Sociais em Animais","39132"
2008,"Mecanização Agrícola","678801"
2008,"Mecanização Florestal","676334"
2008,"Medicamentos","8956661"
2008,"Medição, Controle, Correção e Proteção de Sistemas Elétricos  de Potência","22964789"
2008,"Medicina","160242162"
2008,"Medicina Legal e Deontologia","22100"
2008,"Medicina Preventiva","21400245"
2008,"Medicina Veterinária","2667662"
2008,"Medicina Veterinária Preventiva","45195932"
2008,"Medidas Elétricas","1354394"
2008,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação","6091896"
2008,"Medidas Magnéticas","2100"
2008,"Meio Interestelar","165150"
2008,"Melhoramento de Plantas Forrageiras e Produção de Sementes","7377897"
2008,"Melhoramento Vegetal","238251649"
2008,"Mercado de Trabalho; Política do Governo","147127"
2008,"Mercadologia","2859186"
2008,"Metabolismo e Bioenergética","166594722"
2008,"Metafísica","5209205"
2008,"Metais Não-Ferrosos","4605321"
2008,"Metalogenia","8967610"
2008,"Metalurgia de Pó","5880095"
