"ano","subarea","total"
2006,"Botânica Aplicada","6300"
2003,"Acústica","1573572"
2003,"Adequação Ambiental","6478509"
2003,"Administração","51558780"
2003,"Administração da Produção","3510030"
2003,"Administração de Empresas","36846654"
2003,"Administração de Recursos Humanos","7427588"
2003,"Administração de Setores Específicos","29604966"
2003,"Administração de Sistemas Educacionais","1614774"
2003,"Administração de Unidades Educativas","1706825"
2003,"Administração Educacional","6402366"
2003,"Administração Financeira","331750"
2003,"Administração Florestal","1136471"
2003,"Administração Hospitalar","507168"
2003,"Administração Pública","38400808"
2003,"Aerodinâmica","7911342"
2003,"Aerodinâmica de Aeronaves Espaciais","261727"
2003,"Aeronomia","9948526"
2003,"Aglomerados de Galáxias","1573572"
2003,"Agrometeorologia","41389730"
2003,"Agronomia","113667157"
2003,"Água","1573572"
2003,"Águas Subterráneas e Poços Profundos","1008836"
2003,"Álcool","88742"
2003,"Alergologia e Imunologia Clínica","3519503"
2003,"Álgebra","50915182"
2003,"Álgebra Comutativa","2977840"
2003,"Alimentos","4161477"
2003,"Análise","49488462"
2003,"Análise de Algoritmos e Complexidade de Computação","6380483"
2003,"Análise de Custos","144904"
2003,"Análise de Tensões","2090159"
2003,"Análise de Traços e Química Ambiental","17227792"
2003,"Análise do Processo Decisório","4021962"
2003,"Análise Estocástica","44371"
2003,"Análise Funcional","3516967"
2003,"Análise Funcional Não-Linear","1220485"
2003,"Análise Institucional","1911683"
2003,"Análise Numérica","2045883"
2003,"Análise Nutricional de População","28649850"
2003,"Análise Regional","443712"
2003,"Anatomia","3242109"
2003,"Anatomia Animal","7238942"
2003,"Anatomia e Identificação de Produtos Florestais","88742"
2003,"Anatomia Humana","2575072"
2003,"Anatomia Patologia Animal","3325585"
2003,"Anatomia Patológica e Patologia Clínica","71839829"
2003,"Anatomia Vegetal","12734382"
2003,"Anestesiologia","1838272"
2003,"Anestesiologia Animal","1617030"
2003,"Antropologia","108599877"
2003,"Antropologia das Populações Afro-Brasileiras","15566349"
2003,"Antropologia Jurídica","1573572"
2003,"Antropologia Rural","4100051"
2003,"Antropologia Urbana","59246320"
2003,"Aplicações de Radioisótopos","40287682"
2003,"Aplicações Industriais de Radioisótopos","1783069"
2003,"Aprendizagem e Desempenho Acadêmicos","1086780"
2003,"Aproveitamento da Energia","5693721"
2003,"Aproveitamento de Energia","1246895"
2003,"Aproveitamento de Subprodutos","1928733"
2003,"Aqüicultura","45045659"
2003,"Áreas Clássicas de Fenomenologia e suas Aplicações","8401599"
2003,"Armazenamento de Alimentos","532681"
2003,"Armazenamento de Produtos Agrícolas","265659"
2003,"Arqueologia","16599698"
2003,"Arqueologia Histórica","23824241"
2003,"Arqueologia Pré-Histórica","14118510"
2003,"Arquitetura de Sistemas de Computação","5779140"
2003,"Arquitetura e Urbanismo","14986107"
2003,"Artes","15129020"
2003,"Artes Plásticas","8961457"
2003,"Aspectos Econômicos do Planejamento Urbano e Regional",NULL
2003,"Aspectos Físico-Ambientais do Planejamento Urbano e Regional","3587412"
2003,"Aspectos Sociais do Planejamento Urbano e Regional","2305863"
2003,"Astrofísica do Meio Interestelar","3413692"
2003,"Astrofísica do Sistema Solar","3410531"
2003,"Astrofísica Estelar","29572092"
2003,"Astrofísica Extragalactica","30763116"
2003,"Astronomia","5703115"
2003,"Astronomia de Posição e Mecânica Celeste","5214449"
2003,"Astronomia Dinâmica","82404"
2003,"Astronomia Espacial",NULL
2003,"Astronomia Fundamental","44371"
2003,"Astronomia Ótica","82404"
2003,"Atitude e Ideologias Políticas","2323423"
2003,"Automação Eletrônica de Processos Elétricos e Industriais","10503917"
2003,"Avaliação da Aprendizagem","2683175"
2003,"Avaliação de Alimentos para Animais","11913719"
2003,"Avaliação de Estoques Pesqueiros Marinhos","206129"
2003,"Avaliação de Projetos","1744718"
2003,"Avaliação de Sistemas, Instituições, Planos e Programas Educacionais","1397812"
2003,"Avaliação e analises toxicológicas","4030405"
2003,"Avaliação e Controle de Qualidade de Alimentos","4613890"
2003,"Avaliação, Produção e Conservação de Forragens","221816"
2003,"Bacteriologia","3490798"
2003,"Balanço de Pagamentos; Finanças Internacionais","2106159"
2003,"Balanços Globais de Matéria e Energia","858312"
2003,"Banco de Dados","12422350"
2003,"Biblioteconomia","4335609"
2003,"Bioengenharia","16892411"
2003,"Biofísica","27747163"
2003,"Biofísica Celular","24897837"
2003,"Biofísica de Processos e Sistemas","10426361"
2003,"Biofísica Molecular","54933225"
2003,"Biologia e Fisiologia dos Microorganismos","51955284"
2003,"Biologia Geral","41754727"
2003,"Biologia Molecular","171560460"
2003,"Biomateriais e Materiais Biocompatíveis","5407842"
2003,"Biomedicina","676222"
2003,"Bioquímica","125971476"
2003,"Bioquímica da Nutrição","29529942"
2003,"Bioquímica dos Microorganismos","40747886"
2003,"Botânica","37841559"
2003,"Botânica Aplicada","33749955"
2003,"Bromatologia","2412280"
2003,"Campos de Coordenação","1614774"
2003,"Cancerologia","3123009"
2003,"Capacidade de Vias de Transporte","15142"
2003,"Capital Humano","88742"
2003,"Caracterização do Minério","367646"
2003,"Carcinocultura","161957"
2003,"Cardiologia","26479353"
2003,"Cartografia Básica","1815428"
2003,"Cartografia Geológica","5250"
2003,"Cerâmica","1911683"
2003,"Cerâmicos","15990314"
2003,"Ciência da Computação","119441809"
2003,"Ciência da Informação","20115754"
2003,"Ciência de Alimentos","94344561"
2003,"Ciência do Solo","175984784"
2003,"Ciência e Tecnologia de Alimentos","68170913"
2003,"Ciência Política","24754832"
2003,"Ciências","7935559"
2003,"Ciências Agrárias","2988989"
2003,"Ciências Biológicas","2012277"
2003,"Ciências Contábeis","5278631"
2003,"Ciências da Saúde","4214413"
2003,"Ciências Exatas e da Terra","2219633"
2003,"Ciências Humanas","1255852"
2003,"Ciências Sociais","46244516"
2003,"Ciências Sociais Aplicadas","748681"
2003,"Cinema","1252688"
2003,"Cinética Química e Catálise","22028717"
2003,"Circuitos Elétricos, Magnéticos e Eletrônicos","35123391"
2003,"Circuitos Eletrônicos","3380008"
2003,"Circuitos Lineares e Não-Lineares","961746"
2003,"Circuitos Magnéticos , Magnetismos e Eletromagnetismos","2806730"
2003,"Cirurgia","16834423"
2003,"Cirurgia Buco-Maxilo-Facial","9882567"
2003,"Cirurgia Cardiovascular","484944"
2003,"Cirurgia Experimental","1582134"
2003,"Cirurgia Gastroenterologia","272950"
2003,"Cirurgia Oftalmológica","113654"
2003,"Cirurgia Ortopédica","44371"
2003,"Cirurgia Otorrinolaringológica","21127187"
2003,"Cirurgia Pediátrica","1769561"
2003,"Cirurgia Plástica e Restauradora","3807555"
2003,"Cirurgia Traumatológica",NULL
2003,"Cirurgia Urológica","1242874"
2003,"Citologia e Biologia Celular","66035189"
2003,"Citologia Vegetal","328727"
2003,"Classes Sociais e Grupos de Interesse","2605755"
2003,"Climatologia","4971622"
2003,"Clínica Cirúrgica Animal","2113619"
2003,"Clínica e Cirurgia Animal","41046730"
2003,"Clínica Médica","183586082"
2003,"Clínica Odontológica","50702635"
2003,"Clínica Veterinária","4442963"
2003,"Combustão e Escoamento com Reações Químicas","2502198"
2003,"Combustível Nuclear","354968"
2003,"Componentes da Dinâmica Demográfica","2444383"
2003,"Comportamento Animal","38512522"
2003,"Comportamento Político","35947993"
2003,"Composição Musical","3134686"
2003,"Compostos Organo-Metálicos","165126"
2003,"Computabilidade e Modelos de Computação","6317069"
2003,"Comunicação","105747610"
2003,"Comunicação Visual","9939360"
2003,"Conformação Mecânica","460345"
2003,"Conjuntos","44371"
2003,"Conservação da Natureza","24127896"
2003,"Conservação das Espécies Animais","2313180"
2003,"Conservação de Áreas Silvestres","919115"
2003,"Conservação de Bacias Hidrográficas","1666396"
2003,"Conservação de Solo e Água","1789769"
2003,"Construção Civil","35502708"
2003,"Construção e Validade de Testes, Escalas e Outras Medidas Psicológicas","5945384"
2003,"Construções Rurais e Ambiência","12382307"
2003,"Contabilidade e Finanças Públicas","96604"
2003,"Controle Ambiental","44371"
2003,"Controle da Poluição","2751108"
2003,"Controle de Enchentes e de Barragens","134658"
2003,"Controle de Processos Eletrônicos, Retroalimentação","2772004"
2003,"Controle de Sistemas Mecânicos","2221514"
2003,"Conversão e Retificação da Energia Elétrica","41202"
2003,"Corrosão","6459484"
2003,"Cosmologia","8593290"
2003,"Crescimento e Desenvolvimento Econômico","1875836"
2003,"Crescimento, Flutuações e Planejamento Econômico","7472922"
2003,"Criação de Animais","1101313"
2003,"Crítica da Arte","798678"
2003,"Currículo","33394143"
2003,"Currículos Específicos para Níveis e Tipos de Educação","1861986"
2003,"Dança","1704398"
2003,"Defesa Fitossanitária","7282793"
2003,"Demografia","17035740"
2003,"Demografia Histórica","171704"
2003,"Dendrometria e Inventário Florestal","310558"
2003,"Dermatologia","1604246"
2003,"Desenho de Produto","4364211"
2003,"Desenho Industrial","1593944"
2003,"Desenvolvimento de Instrumentação Geofísica","72452"
2003,"Desenvolvimento de Produto",NULL
2003,"Desenvolvimento Social e da Personalidade","1615588"
2003,"Desintegração Nuclear e Radioatividade","120755"
2003,"Desnutrição e Desenvolvimento Fisiológico","3774879"
2003,"Determinação de Estrutura de Compostos Inorgânicos","675639"
2003,"Dietética","302929"
2003,"Dimensionamento de Jazidas","285881"
2003,"Dinâmica de Vôo","5549430"
2003,"Dinâmica dos Corpos Rígidos, Elásticos e Plásticos","4224205"
2003,"Dinâmica dos Fluídos","6833048"
2003,"Dinâmica Estrutural Naval e Oceânica","10647"
2003,"Direito","42136748"
2003,"Direito Administrativo","507165"
2003,"Direito Civil","156981"
2003,"Direito Comercial","72452"
2003,"Direito Constitucional","1800999"
2003,"Direito do Trabalho","1051519"
2003,"Direito Internacional Privado","450371"
2003,"Direito Internacional Público","771112"
2003,"Direito Privado","8626960"
2003,"Direito Processual Civil","72452"
2003,"Direito Público","14680640"
2003,"Direito Tributário","1557718"
2003,"Direitos Especiais","3667175"
2003,"Distribuição Espacial","7427342"
2003,"Distribuição Espacial Urbana","88742"
2003,"Doenças Infecciosas de Animais","2487205"
2003,"Doenças Infecciosas e Parasitárias","20818131"
2003,"Doenças Parasitárias de Animais","4251306"
2003,"Dramaturgia","1220485"
2003,"Drenagem de Águas Residuárias","2753622"
2003,"Drenagem Urbana de Águas Pluviais","1573572"
2003,"Ecofisiologia Vegetal","4133240"
2003,"Ecologia","82960312"
2003,"Ecologia Aplicada","89068214"
2003,"Ecologia Aplicada a Engenharia Sanitária","1974945"
2003,"Ecologia de Ecossistemas","158069569"
2003,"Ecologia dos Animais Domésticos e Etologia","6337506"
2003,"Ecologia Teórica","33007450"
2003,"Economia","64112923"
2003,"Economia Agrária","1604035"
2003,"Economia da Educação","72452"
2003,"Economia de Tecnologia","3891110"
2003,"Economia do Bem-Estar Social","5997728"
2003,"Economia do Consumidor","483015"
2003,"Economia Doméstica","1328290"
2003,"Economia dos Programas de Bem-Estar Social","393216"
2003,"Economia dos Recursos Humanos","14923675"
2003,"Economia dos Recursos Naturais","3736712"
2003,"Economia dos Transportes","144904"
2003,"Economia Florestal","93456"
2003,"Economia Geral","548366"
2003,"Economia Industrial","15380399"
2003,"Economia Internacional","10523953"
2003,"Economia Matemática","7704148"
2003,"Economia Monetária e Fiscal","11840010"
2003,"Economia Regional","877077"
2003,"Economia Regional e Urbana","11400543"
2003,"Economias Agrária e dos Recursos Naturais","40525439"
2003,"Educação","142576348"
2003,"Educação Artística","1341240"
2003,"Educação de Adultos","3664266"
2003,"Educação em Periferias Urbanas","517116"
2003,"Educação Especial","11899499"
2003,"Educação Física","47172642"
2003,"Educação Permanente","9804667"
2003,"Educação Pré-Escolar","5013175"
2003,"Educação Rural","3561339"
2003,"Elementos de Máquinas","24151"
2003,"Eletroanalítica","10134713"
2003,"Eletrônica Industrial","5008944"
2003,"Eletrônica Industrial, Sistemas e Controles Eletrônicos","115900012"
2003,"Eletroquímica","12407188"
2003,"Embalagens de Produtos Alimentares","234409"
2003,"Embriologia","10315659"
2003,"Endocrinologia","7198835"
2003,"Endodontia","17454248"
2003,"Energia de Biomassa Florestal","3083235"
2003,"Energização Rural","1145658"
2003,"Enfermagem","57032962"
2003,"Enfermagem em Doenças Emergentes, Reemergentes e Negligenciadas","254108"
2003,"Enfermagem em Saúde Coletiva","17562617"
2003,"Enfermagem em Saúde da Criança e do Adolescente","5930133"
2003,"Enfermagem em Saúde da Mulher","2995154"
2003,"Enfermagem em Saúde do Adulto e do Idoso","33992683"
2003,"Enfermagem em Saúde Mental","13658469"
2003,"Engenharia Aeroespacial","7006657"
2003,"Engenharia Agrícola","13263984"
2003,"Engenharia Biomédica","19881960"
2003,"Engenharia Civil","62935083"
2003,"Engenharia de Água e Solo","62216516"
2003,"Engenharia de Alimentos","28508566"
2003,"Engenharia de Construções Rurais","217356"
2003,"Engenharia de Materiais e Metalúrgica","106871639"
2003,"Engenharia de Minas","1039870"
2003,"Engenharia de Pesca","241510"
2003,"Engenharia de Processamento de Produtos Agrícolas","29670586"
2003,"Engenharia de Produção","77422765"
2003,"Engenharia de Software","20691449"
2003,"Engenharia de Tráfego","82404"
2003,"Engenharia de Transportes","21815177"
2003,"Engenharia do Produto","13112144"
2003,"Engenharia Econômica","17645571"
2003,"Engenharia Elétrica","135665263"
2003,"Engenharia Hidráulica","21557693"
2003,"Engenharia Mecânica","126013035"
2003,"Engenharia Mecatrônica","12560357"
2003,"Engenharia Médica","10539910"
2003,"Engenharia Naval e Oceânica","7089005"
2003,"Engenharia Nuclear","29201460"
2003,"Engenharia Química","121990146"
2003,"Engenharia Sanitária","20800924"
2003,"Engenharia Térmica","69906794"
2003,"Engenharias","1606965"
2003,"Ensino-Aprendizagem","55147647"
2003,"Ensino e Aprendizagem na Sala de Aula","3995585"
2003,"Ensino Profissionalizante","1160552"
2003,"Entomologia Agrícola","51420164"
2003,"Entomologia e Malacologia de Parasitos e Vetores","27054654"
2003,"Enzimologia","32941665"
2003,"Epidemiologia","79861844"
2003,"Epidemiologia Animal","4168963"
2003,"Epistemologia","12224509"
2003,"Equação de Estado, Equilíbrio de Fases e Transições de Fase","2919675"
2003,"Equações Diferenciais Ordinárias","304765"
2003,"Equações Diferenciais Parciais","5668483"
2003,"Equipamentos de Beneficiamento de Minérios","1220485"
2003,"Equipamentos Metalúrgicos","82404"
2003,"Ergonomia","8105337"
2003,"Espectros Atômicos e Integração de Fótons","218097"
2003,"Espectros Moleculares e Interações de Fótons com Moléculas","893722"
2003,"Espectroscopia","7210637"
2003,"Estabilidade e Controle","1064904"
2003,"Estação de Transporte","988848"
2003,"Estado e Governo","9182158"
2003,"Estados Eletrônicos","3915394"
2003,"Estática e Dinâmica Aplicada","44371"
2003,"Estatística","36982343"
2003,"Estratigrafia","2314722"
2003,"Estrutura de Líquidos e Sólidos; Cristalografia","4114115"
2003,"Estrutura dos Metais e Ligas","7058885"
2003,"Estrutura e Transformação do Estado","41202"
2003,"Estrutura Eletrônica de Átomos e Moléculas; Teoria","3362661"
2003,"Estrutura Nuclear","287350"
2003,"Estrutura, Conformação e Estereoquímica","548674"
2003,"Estruturas","149232034"
2003,"Estruturas Aeroespaciais","3142547"
2003,"Estruturas de Concreto","7002313"
2003,"Estruturas de Madeiras","134658"
2003,"Estruturas Eletrônicas e Propriedades Elétricas de Superfícies; Interf. e Partículas","2909441"
2003,"Estruturas Metálicas","1621256"
2003,"Estruturas Navais e Oceânicas","5475179"
2003,"Estudo de Mercado","362260"
2003,"Estudos de Átomos e Moléculas Especiais","103884"
2003,"Estudos do Poder Local","289812"
2003,"Estudos e Caracterização de Efluentes Industriais","2373322"
2003,"Estudos Eleitorais e Partidos Políticos","82404"
2003,"Estudos Naturalísticos do Comportamento Animal","1261687"
2003,"Ética","19684449"
2003,"Etnofarmacologia","11764340"
2003,"Etnologia Indígena","38796372"
2003,"Evolução, Sistemática e Ecologia Química","1437841"
2003,"Exigências Nutricionais dos Animais","2275106"
2003,"Extensão Rural","11206855"
2003,"Família e Reprodução","93456"
2003,"Farmácia","41861169"
2003,"Farmacognosia","27882390"
2003,"Farmacologia","51541055"
2003,"Farmacologia Autonômica","7907558"
2003,"Farmacologia Bioquímica e Molecular","54178322"
2003,"Farmacologia Cardiorenal","27225370"
2003,"Farmacologia Clínica","665078"
2003,"Farmacologia e Terapêutica Animal","72452"
2003,"Farmacologia Geral","44921398"
2003,"Farmacotécnica e tecnologia farmacêutica","17272068"
2003,"Fatores Abióticos do Mar","15142"
2003,"Fatores Humanos no Trabalho","2157560"
2003,"Fecundidade","1136471"
2003,"Fenômenos de Transporte","77509397"
2003,"Fertilidade do Solo e Adubação","10087344"
2003,"Filosofia","82053753"
2003,"Filosofia Brasileira","1964360"
2003,"Filosofia da Educação","4091164"
2003,"Filosofia da Linguagem","551469"
2003,"Filosofia do Direito","2370544"
2003,"Física","88895295"
2003,"Física Atômica e Molecular","59002197"
2003,"Física Clássica e Física Quântica; Mecânica e Campos","11784731"
2003,"Física da Matéria Condensada","468345403"
2003,"Física das Partículas Elementares e Campos","122709754"
2003,"Física de Plasmas e Descargas Elétricas","2642650"
2003,"Física do Solo","6768213"
2003,"Física dos Fluídos, Física de Plasmas e Descargas Elétricas","13001841"
2003,"Física Estatística e Termodinâmica","18364845"
2003,"Física Geral","46064797"
2003,"Física Matemática","3181354"
2003,"Física Nuclear","78331301"
2003,"Física Solar","1554664"
2003,"Físico-Química","211064139"
2003,"Físico-Química Orgânica","9899754"
2003,"Físico Química Inorgânica","9729951"
2003,"Fisiologia","47538416"
2003,"Fisiologia Cardiovascular","12561325"
2003,"Fisiologia Comparada","24566850"
2003,"Fisiologia da Respiração","207111"
2003,"Fisiologia de Órgãos e Sistemas","92414916"
2003,"Fisiologia de Plantas Cultivadas","10973585"
2003,"Fisiologia de Plantas Forrageiras","1088795"
2003,"Fisiologia do Esforço","6240765"
2003,"Fisiologia dos Grupos Recentes","3657305"
2003,"Fisiologia Endócrina","7934657"
2003,"Fisiologia Florestal","434712"
2003,"Fisiologia Geral","21532844"
2003,"Fisiologia Pós-Colheita","1804988"
2003,"Fisiologia Renal","301852"
2003,"Fisiologia Vegetal","70747560"
2003,"Fisiopatologia da Reprodução Animal","5408676"
2003,"Fisioterapia e Terapia Ocupacional","10635624"
2003,"Fitogeografia","5562070"
2003,"Fitopatologia","72491059"
2003,"Fitossanidade","162305877"
2003,"Fitotecnia","324516158"
2003,"Florestamento e Reflorestamento","41202"
2003,"Floricultura","1769270"
2003,"Floricultura, Parques e Jardins","7017003"
2003,"Flutuações Cíclicas e Projeções Econômicas","278017"
2003,"Fonoaudiologia","11290361"
2003,"Foto-Química Inorgânica","2205704"
2003,"Fotogeografia (Físico-Ecológica)","93456"
2003,"Fotografia","120755"
2003,"Fotogrametria","2932566"
2003,"Fotoquímica Orgânica","7487994"
2003,"Fundações e Escavações","776494"
2003,"Fundamentos da Educação","64379057"
2003,"Fundamentos da Sociologia","9442944"
2003,"Fundamentos de Arquitetura e Urbanismo","21180818"
2003,"Fundamentos do Planejamento Urbano e Regional","9615758"
2003,"Fundamentos do Serviço Social","16469629"
2003,"Fundamentos e Crítica das Artes","12462505"
2003,"Fundamentos e Medidas da Psicologia","16614813"
2003,"Fundamentos Gerais de Projetos das Máquinas","3340179"
2003,"Fundição","3349931"
2003,"Galáxias","2024237"
2003,"Garantia de Controle de Qualidade","4022435"
2003,"Garantia e controle de qualidade farmacêuticos","30026104"
2003,"Gastroenterologia","8587949"
2003,"Gênese, Morfologia e Classificação dos Solos","1724273"
2003,"Genética","42629371"
2003,"Genética Animal","94051118"
2003,"Genética e Melhoramento dos Animais Domésticos","50622990"
2003,"Genética e Melhoramento Florestal","120755"
2003,"Genética Humana e Médica","93825770"
2003,"Genética Molecular e de Microorganismos","95586550"
2003,"Genética Quantitativa","14620043"
2003,"Genética Vegetal","84418303"
2003,"Geociências","46566453"
2003,"Geocronologia","6151735"
2003,"Geodésia","13219960"
2003,"Geodésia Física","72452"
2003,"Geofísica","75400285"
2003,"Geofísica Aplicada","6206536"
2003,"Geofísica Nuclear","814025"
2003,"Geografia","19861828"
2003,"Geografia Agrária","2730186"
2003,"Geografia da População","72452"
2003,"Geografia Econômica","1396807"
2003,"Geografia Física","49005188"
2003,"Geografia Humana","76128596"
2003,"Geografia Política","58372"
2003,"Geografia Regional","25652517"
2003,"Geografia Urbana","6115690"
2003,"Geologia","209279144"
2003,"Geologia Ambiental","7354692"
2003,"Geologia Regional","13416344"
2003,"Geomagnetismo","1735412"
2003,"Geometria Algébrica","3672549"
2003,"Geometria Diferencial","13802565"
2003,"Geometria e Topologia","51119575"
2003,"Geomorfologia","724524"
2003,"Geomorfologia Submarina","1133166"
2003,"Geoquímica","20028765"
2003,"Geoquímica Marinha","82404"
2003,"Geotécnica","131090491"
2003,"Geotectônica","6048095"
2003,"Geração da Energia Elétrica","7404522"
2003,"Gerência de Produção","22144979"
2003,"Gerência do Projeto e do Produto",NULL
2003,"Ginecologia e Andrologia Animal","771347"
2003,"Ginecologia e Obstetrícia","8671478"
2003,"Glicídeos","4450033"
2003,"Gravimetria","1598785"
2003,"Grupos de Álgebra Não-Comutaviva","2562391"
2003,"Hardware","2276784"
2003,"Helmintologia Animal","88742"
2003,"Helmintologia de Parasitos","17357886"
2003,"Helmintologia Humana","44371"
2003,"Hematologia","11963509"
2003,"Hidráulica","2233785"
2003,"Hidrodinâmica de Navios e Sistemas Oceânicos","7035391"
2003,"Hidrogeologia","5290535"
2003,"Hidrologia","1210505"
2003,"Hidrologia Florestal","665568"
2003,"Higiene e Segurança do Trabalho","144904"
2003,"Histologia","17166321"
2003,"História","72453357"
2003,"História Antiga e Medieval","16528731"
2003,"História da América","16523208"
2003,"História da Arquitetura e Urbanismo","4652143"
2003,"História da Arte","9296246"
2003,"História da Educação","16936061"
2003,"História da Filosofia","54868588"
2003,"História da Sociologia","1437841"
2003,"História das Ciências","6414333"
2003,"História das Teologias e Religiões","4811688"
2003,"História do Brasil","177736989"
2003,"História do Brasil Colônia","7519327"
2003,"História do Brasil Império","12512755"
2003,"História do Brasil República","19301206"
2003,"História do Pensamento Econômico","751138"
2003,"História do Urbanismo","475914"
2003,"História Econômica","4247623"
2003,"História Latino-Americana","1340376"
2003,"História Moderna e Contemporânea","47006426"
2003,"Historia Natural","120755"
2003,"História Regional do Brasil","5960364"
2003,"História Urbana","41202"
2003,"História, Teorias e Sistemas em Psicologia","640211"
2003,"Imunogenética","6718003"
2003,"Imunologia","58464666"
2003,"Imunologia Aplicada","51158986"
2003,"Imunologia Celular","81672969"
2003,"Imunoquímica","12959503"
2003,"Indefinido","11254029"
2003,"Inf. sobre Átomos e Moléculas Obtidos Experimentalmente; Instrumentação e Técnicas","2566242"
2003,"Inferência em Processos Estocásticos","1098866"
2003,"Inferência Paramétrica","251501"
2003,"Inflação","88742"
2003,"Infra-Estrutura de Transportes","8813609"
2003,"Infra-Estruturas Urbanas e Regionais","258264"
2003,"Inseminação Artificial Animal","1058587"
2003,"Inspeção de Produtos de Origem Animal","5247763"
2003,"Instalações e Equipamentos Metalúrgicos","3695925"
2003,"Instalações Industriais de Produção de Alimentos","88742"
2003,"Instituições Governamentais Específicas","1321035"
2003,"Instituições Monetárias e Financeiras do Brasil","203961"
2003,"Instrumentação Analítica","528655"
2003,"Instrumentação Astronômica","3286174"
2003,"Instrumentação Eletrônica","6078285"
2003,"Instrumentação Específica de Uso Geral em Física","241505"
2003,"Instrumentação Musical","1461660"
2003,"Instrumentação Odontológica e Médico-Hospitalar","134658"
2003,"Instrumentação para Medida e Controle de Radiação","6852215"
2003,"Integração Internacional, Conflito, Guerra e Paz","15142"
2003,"Interação do Oceano com a Atmosfera","1144140"
2003,"Interação entre os Organismos Marinhos e os Parâmetros Ambientais","11008388"
2003,"Interações Químico-Biológicas/Geológicas das Substâncias Químicas da Água do Mar","3653564"
2003,"Interpretação Teatral","1302208"
2003,"Intervenção Terapêutica","7563146"
2003,"Investimentos Internacionais e Ajuda Externa","171704"
2003,"Irrigação e Drenagem","17944546"
2003,"Jornalismo e Editoração","8989979"
2003,"Lavra","7067300"
2003,"Letras","47497437"
2003,"Língua Portuguesa","17172539"
2003,"Linguagem Formais e Autômatos","265659"
2003,"Linguagens de Programação","1797606"
2003,"Línguas Clássicas","1503898"
2003,"Línguas Estrangeiras Modernas","5289092"
2003,"Línguas Indígenas","2043589"
2003,"Lingüística","95473965"
2003,"Lingüística Aplicada","92198643"
2003,"Lingüística Histórica","4354057"
2003,"Lingüística, Letras e Artes","1400758"
2003,"Lipídeos","331010"
2003,"Literatura Brasileira","101793058"
2003,"Literatura Comparada","80194508"
2003,"Literaturas Clássicas","4141941"
2003,"Literaturas Estrangeiras Modernas","34364284"
2003,"Localização Industrial","82404"
2003,"Lógica","7798697"
2003,"Lógica Matemática","120755"
2003,"Lógicas e Semântica de Programas","1538163"
2003,"Manejo de Animais","2633061"
2003,"Manejo e Conservação de Pastagens","1259783"
2003,"Manejo e Conservação de Recursos Pesqueiros de Águas Interiores","135897"
2003,"Manejo e Conservação de Recursos Pesqueiros Marinhos","2492687"
2003,"Manejo e Conservação do Solo","7337449"
2003,"Manejo e Tratos Culturais","4822904"
2003,"Manejo Florestal","37965664"
2003,"Máquinas e Implementos Agrícolas","12752832"
2003,"Máquinas Elétricas e Dispositivos de Potência","44371"
2003,"Máquinas Marítimas","214578"
2003,"Máquinas, Motores e Equipamentos","533976"
2003,"Maricultura","263057"
2003,"Matemática","54970904"
2003,"Matemática Aplicada","69537567"
2003,"Matemática da Computação","32597334"
2003,"Matemática Discreta e Combinatória","2799468"
2003,"Materiais Conjugados Não-Metálicos","1819809"
2003,"Materiais Dielétricos e Propriedades Dielétricas","44371"
2003,"Materiais Dielétricos, Piezoelétricos e Ferroelétricos","41202"
2003,"Materiais e Componentes de Construção","268510"
2003,"Materiais e Componentes Eletroóticos e Magnetoóticos, Materiais Fotoelétricos","1573572"
2003,"Materiais e Componentes Semicondutores","8301123"
2003,"Materiais e Dispositivos Magnéticos","1573572"
2003,"Materiais e Processos para Engenharia Aeronáutica e Aeroespacial","721915"
2003,"Materiais Elétricos","24648894"
2003,"Materiais Magnéticos e Propriedades Magnéticas","9372980"
2003,"Materiais Não-Metálicos","106004282"
2003,"Materiais Odontológicos","16438204"
2003,"Matologia","788780"
2003,"Matrizes e Ferramentas","315680"
2003,"Mecânica das Estruturas","7009519"
2003,"Mecânica dos Corpos Sólidos, Elásticos e Plásticos","4277339"
2003,"Mecânica dos Fluídos","3327166"
2003,"Mecânica dos Sólidos","84265770"
2003,"Mecânicas das Rochas","15142"
2003,"Mecânicas dos Solos","1892791"
2003,"Mecanização Agrícola","144904"
2003,"Mecanização Florestal","82404"
2003,"Medicamentos","81651"
2003,"Medição, Controle, Correção e Proteção de Sistemas Elétricos  de Potência","1792258"
2003,"Medicina","54223821"
2003,"Medicina Legal e Deontologia","169057"
2003,"Medicina Preventiva","7280372"
2003,"Medicina Veterinária","17005659"
2003,"Medicina Veterinária Preventiva","95460515"
2003,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação","11523016"
2003,"Meio Interestelar","97546"
2003,"Melhoramento de Plantas Forrageiras e Produção de Sementes","172028"
2003,"Melhoramento Vegetal","45082416"
2003,"Mercado de Trabalho; Política do Governo","242569"
2003,"Mercadologia","543358"
2003,"Metabolismo e Bioenergética","70089447"
2003,"Metafísica","13004943"
2003,"Metalogenia","1320175"
2003,"Metalurgia de Pó","6088550"
2003,"Metalurgia de Transformação","32059349"
2003,"Metalurgia Extrativa","23119702"
2003,"Metalurgia Física","68248711"
2003,"Meteorologia","42806515"
2003,"Meteorologia Aplicada","2472107"
2003,"Meteorologia Dinâmica","1968764"
2003,"Meteorologia Física","1573572"
2003,"Meteorologia Sinótica","1573572"
